Label	Type	ID	Database	Comment
FADS1	GeneProduct	ENSG00000149485	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:76267
ACSL1	GeneProduct	ENSG00000151726	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:14081
SCD5	Protein	Q86SK9	Uniprot-TrEMBL	AKA SCD2, hSCD2. Soucre: [https://www.uniprot.org/uniprot/Q86SK9].</br>"highly expressed in brain" [PMID:22745828]; "most abundantly expressed in pancreas and brain" [PMID:15610069], "transcripts from adult and foetal tissues exhibit different sizes because of alternative splicing in the non-coding region, suggesting that hSCD2 (aka SCD5, red.) expression is developmentally regulated." [PMID:15610069]
FASN	GeneProduct	ENSG00000169710	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:14104
CoA(20:0)	Metabolite	LMFA07050329	LIPID MAPS	
Lauric acid	Metabolite	LMFA01010012	LIPID MAPS	
Myristic acid	Metabolite	LMFA01010014	LIPID MAPS	
CoA(16:0)	Metabolite	LMFA07050360	LIPID MAPS	
CoA(16:1(9Z))	Metabolite	LMFA07050359	LIPID MAPS	
CoA(18:1(9Z))	Metabolite	LMFA07050356	LIPID MAPS	
CoA(18:2(6Z,9Z))	Metabolite	LMFA07050060	LIPID MAPS	
CoA(20:1(11Z))	Metabolite	LMFA07050093	LIPID MAPS	
CoA(20:2(8Z,11Z))	Metabolite	LMFA07050061	LIPID MAPS	
18:2(6Z,9Z)	Metabolite	LMFA07050060	LIPID MAPS	
Stearic acid	Metabolite	LMFA01010018	LIPID MAPS	
16:1(9Z)	Metabolite	LMFA01030056	LIPID MAPS	
CoA(18:0)	Metabolite	LMFA07050369	LIPID MAPS	
Palmitic acid	Metabolite	LMFA01010001	LIPID MAPS	
ACSL3	GeneProduct	ENSG00000123983	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:74205
ACSL4	GeneProduct	ENSG00000068366	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:50790
ELOVL2	GeneProduct	ENSG00000197977	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:54326
ELOVL5	GeneProduct	ENSG00000012660	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:68801
ELOVL6	GeneProduct	ENSG00000170522	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:170439
ELOVL3	GeneProduct	ENSG00000119915	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:12686
CoA(22:0)	Metabolite	LMFA07050289	LIPID MAPS	
CoA(24:0)	Metabolite	LMFA07050372	LIPID MAPS	
ELOVL1	GeneProduct	ENSG00000066322	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:54325
CoA(26:0)	Metabolite	LMFA07050327	LIPID MAPS	
Arachidic acid	Metabolite	LMFA01010020	LIPID MAPS	
Behenic acid	Metabolite	LMFA01010022	LIPID MAPS	
Lignoceric acid	Metabolite	LMFA01010024	LIPID MAPS	
Cerotic acid	Metabolite	LMFA01010026	LIPID MAPS	
CoA(22:1(13Z))	Metabolite	LMFA07050318	LIPID MAPS	
CoA(24:1(15Z))	Metabolite	LMFA07050098	LIPID MAPS	
hSCD1	Protein	O00767	Uniprot-TrEMBL	No homologues found for original id L:20250 (Scd2) Human ortholog is SCD, which had mouse orthologs Scd2 and Scd4.</br>"SCD catalyzes the insertion of a cis double bond at the delta-9 position into fatty acyl-CoA substrates including palmitoyl-CoA and stearoyl-CoA" Source:[https://www.uniprot.org/uniprot/O00767].</br>"predominantly expressed in liver" [PMID:15610069].
20:2(8Z,11Z)	Metabolite	LMFA01030377	LIPID MAPS	
CoA(20:3(5Z,8Z,11Z))	Metabolite	LMFA07050062	LIPID MAPS	
20:3(5Z,8Z,11Z)	Metabolite	LMFA01030381	LIPID MAPS	
FADS2	GeneProduct	ENSG00000134824	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:56473
Oleic acid	Metabolite	LMFA01030002	LIPID MAPS	
Acot1	GeneProduct			No homologues found for original id L:26897
ACOT2	GeneProduct	ENSG00000119673	Ensembl	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:171210
Acot1	GeneProduct			No homologues found for original id L:26897
24:1(15Z))	Metabolite	LMFA01030377	LIPID MAPS	AKA cis-selacholeic acid
cis-erucic acid	Metabolite	112-86-7	CAS	AKA cis-selacholeic acid
