Label	Type	ID	Database	Comment
7-Dehydrocholesterol	Metabolite	UCTLRSWJYQTBFZ-DDPQNLDTSA-N	InChIKey	aka 7-DHC</br>abundant in SLOS.
3b,5a,6b-Trihydroxycholan-24-oyl-glycine	Metabolite	PVXZQUUYXFMXMF-ABSIFXOISA-N	InChIKey	
3b,7b-Dihydroxychol-5-en-24-oic acid	Metabolite	PXHCARRJGFGPAC-SZQOYVLDSA-N	InChIKey	
Irinotecan PW	Pathway	WP229	WikiPathways	
Cholesterol	Metabolite	HVYWMOMLDIMFJA-DPAQBDIFSA-N	InChIKey	
Sphingolipid 
degradation	Pathway	WP4153	WikiPathways	
7b-Hydroxycholesterol	Metabolite	OYXZMSRRJOYLLO-KGZHIOMZSA-N	InChIKey	
(25R)26-Hydroxy-7-oxocholesterol	Metabolite	LFNAJBFFWWMSEW-HNFKANRHSA-N	InChIKey	
5alpha-specific
DDA synthase	Protein			
Dendrogenin A	Metabolite	AVFNYTPENXWWCA-BULFVYHESA-N	InChIKey	
Cholestane-3b,5a,6b,(25R)26-tetrol	Metabolite	PFYSRSDOSXYIFG-JKYVJSSTSA-N	InChIKey	
3b,5a,6b-Trihydroxycholestan-(25R)26-oic acid	Metabolite	LMWUOMGULHFSQR-HDEGCWFHSA-N	InChIKey	
CYP7A1	GeneProduct	CYP7A1	HGNC	
3b-Hydroxy-7-oxochol-5-en-24-oyl-CoA	Metabolite	HEPNPBUPTRNGJT-ILFWFKRZSA-N	InChIKey	
Cholestane-3b,5a,6b-triol	Metabolite	YMMFNKXZULYSOQ-RUXQDQFYSA-N	InChIKey	
7-Oxocholesterol	Metabolite	YIKKMWSQVKJCOP-ABXCMAEBSA-N	InChIKey	aka 7-OC</br>Elevated levels found in Wolman's disease
NPC1	GeneProduct	NPC1	HGNC	
3b,7b-Dihydroxychol-5-en-24-oyl-glycine	Metabolite	BMRAURDLHOPSBE-FRMRTHFDSA-N	InChIKey	
7b-Peroxycholesterol	Metabolite	KJIGLXGIVLBXCF-UOQFGJKXSA-N	InChIKey	
+3O2	Metabolite			
Sphingolipid 
metabolism	Pathway	WP4725	WikiPathways	
HSD11B1	GeneProduct	HSD11B1	HGNC	
3b-Hydroxy-7-oxocholest-5-en-(25R)26-oic acid	Metabolite	QOEPZHFZXUROGV-BXDHRDAUSA-N	InChIKey	
3b-Hydroxy-7-oxochol-5-en-24-oic acid	Metabolite	JHFXTNJNQOZGEJ-HICUSVRDSA-N	InChIKey	
3b,5a,6b-Trihydroxycholan-24-oic acid	Metabolite	NMKAZCXSXYNCFW-DWQVTILUSA-N	InChIKey	
3b-Hydroxy-7-oxochol-5-en-24-oyl-glycine	Metabolite	AXBXXYALPXTOOI-UBKHJBOVSA-N	InChIKey	
3b,5a-DiH-cholestan-6-one	Metabolite	SJZZRXMQSAXCFD-FRAMIZMOSA-N	InChIKey	aka 3b,5a-Dihydroxycholestan-6-one
3b,7b-Dihydroxycholest-5-en-(25R)26-oic acid	Metabolite	GYJSAWZGYQXRBS-WMYDBBFWSA-N	InChIKey	
3b,5a,6b-Trihydroxycholan-24-oyl-CoA	Metabolite	WRWBXZATSFAUGF-UJKOPXFNSA-N	InChIKey	
3b,7b-Dihydroxychol-5-en-24-oyl-CoA	Metabolite	XRRIYAPQOCXHCP-NRNJIOKESA-N	InChIKey	
HSD11B2	GeneProduct	HSD11B2	HGNC	
CYP27A1	GeneProduct	CYP27A1	HGNC	
LOO*	Metabolite			radical
3b,24R-Dihydroxy-7-oxocholest-5-en-(25R)26-oyl-CoA	Metabolite	UOHZUNSDJHLARD-JLLVOJIKSA-N	InChIKey	
3b,5a,6b,24R-Tetrahydroxycholestan-(25R)26-oyl-CoA	Metabolite	PJJHUKDTGITXML-MFOUGJSISA-N	InChIKey	
5,6-Epoxycholesterol	Metabolite	PRYIJAGAEJZDBO-XXGHXXDPSA-N	InChIKey	
7b,(25R)26-Dihydroxycholesterol	Metabolite	RXMHNAKZMGJANZ-BMOLSTJGSA-N	InChIKey	
3b,7b,24R-Trihydroxycholest-5-en-(25R)26-oyl-CoA	Metabolite	BZALPCSTIFZGTP-YBYDULIXSA-N	InChIKey	
BACS (SLC27A5)	GeneProduct	SLC27A5	HGNC	Bile Acid CoA ligase (or synthetase)</br>microsomal protein mostly expressed in liver [PMID:24309898, 25409824(mouse)]
VLCS (SLC27A2)	GeneProduct	SLC27A2	HGNC	very-long chain acyl-CoA synthetase</br>expressed mostly in liver and kidney, and present in ER and peroxisome [PMID:24309898, 25409824(mouse)]
AMACR	GeneProduct	AMACR	HGNC	alpha-methylacyl-CoA racemase</br>broadly expressed [PMID:24309898, 25409824(mouse)]
ACOX2	GeneProduct	ACOX2	HGNC	
DBP	GeneProduct	DBP	HGNC	D-biofinctional protein; aka MFE2, HSD17B4
SCPx (SCP2)	GeneProduct	SCP2	HGNC	
DBP	GeneProduct	DBP	HGNC	D-biofinctional protein; aka MFE2, HSD17B4
BAAT	GeneProduct	BAAT	HGNC	amino acid N-acyl transferase
ACOT1	Protein	Q86TX2	Uniprot-TrEMBL	
ACOT	Protein	3.1.2.2	Enzyme Nomenclature	acyl-CoA thioesterase are a group of enzymes
ACOT2	Protein	P49753	Uniprot-TrEMBL	"originally thought to be in peroxisome [PMID:10944470)], later found to be mitochondrial [PMID:16940157]" [https://www.uniprot.org/uniprot/P49753]
