Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
UDP xylose	Metabolite	chebi:16082	""					wikidata:Q27089069	chebi:16082	inchikey:XWZCZWKUGIQPJD-UHFFFAOYSA-N;inchikey:DQQDLYVHOTZLOR-OCIMBMBZSA-N	pubchem.compound:439179;pubchem.compound:19235	chemspider:18152;chemspider:388324	hmdb:HMDB0001013;hmdb:HMDB0001018	kegg.compound:C00190	
PAPS	Metabolite	chebi:17980	""					wikidata:Q229811	chebi:17980	inchikey:GACDQMDRPRGCTN-KQYNXXCUSA-N	pubchem.compound:10214	chemspider:9799	hmdb:HMDB0001134	kegg.compound:C00053	
Sulfate ion (SO42-)	Metabolite	chebi:16189	""					wikidata:Q172290	chebi:16189	inchikey:QAOWNCQODCNURD-UHFFFAOYSA-L	pubchem.compound:1117	chemspider:1085	hmdb:HMDB0001448	kegg.compound:C00059	
Uridine diphosphateglucuronic acid	Metabolite	chebi:17200	""					wikidata:Q277638	chebi:17200	inchikey:HDYANYHVCAPMJV-LXQIFKJMSA-N	pubchem.compound:17473	chemspider:16522	hmdb:HMDB0000935	kegg.compound:C00167	
Xylose	Metabolite	chebi:18222	""					wikidata:Q66589603	chebi:18222					kegg.compound:C01394	
PO4(.2-)	Metabolite	chebi:29932	""					wikidata:Q27110337	chebi:29932	inchikey:FPENSXCWDDOFJI-UHFFFAOYSA-L	pubchem.compound:5460550	chemspider:4574054			
Galactose	Metabolite	chebi:28260	""					wikidata:Q66589593	chebi:28260					kegg.compound:C01582	
UDP	Metabolite	chebi:17659	""					wikidata:Q412593	chebi:17659	inchikey:XCCTYIAWTASOJW-XVFCMESISA-N	pubchem.compound:146015339;pubchem.compound:6031	chemspider:5809	hmdb:HMDB0000295	kegg.compound:C00015	
Chloride	Metabolite	chebi:17996	""					wikidata:Q108200	chebi:17996	inchikey:VEXZGXHMUGYJMC-UHFFFAOYSA-M	pubchem.compound:312	chemspider:4514529;chemspider:306	hmdb:HMDB0000492	kegg.compound:C00698	
UMP	Metabolite	chebi:16695	""					wikidata:Q414932;wikidata:Q90555919;wikidata:Q27074278	chebi:177578;chebi:16695	inchikey:DJJCXFVJDGTHFX-XVFCMESISA-N;inchikey:DJJCXFVJDGTHFX-UHFFFAOYSA-N	pubchem.compound:6030;pubchem.compound:1172	chemspider:1139;chemspider:5808;chemspider:21230578	hmdb:HMDB0000288;hmdb:HMDB0247871	kegg.compound:C00105	
Phosphoadenosine phosphate	Metabolite	chebi:17985	""					wikidata:Q2825485	chebi:17985	inchikey:WHTCPDAXWFLDIH-KQYNXXCUSA-N	pubchem.compound:159296	chemspider:140102	hmdb:HMDB0000061	kegg.compound:C00054	
ADENOSINE MONOPHOSPHATE	Metabolite	chebi:16027	""					wikidata:Q318369;wikidata:Q90529152	chebi:16027	inchikey:UDMBCSSLTHHNCD-KQYNXXCUSA-N	pubchem.compound:6083	chemspider:5858	hmdb:HMDB0000045	kegg.compound:C00020	
D-glucuronic acid	Metabolite	chebi:4178	""						chebi:4178					kegg.compound:C00191	
N-Acetylgalactosamine	Metabolite	chebi:28800	""					wikidata:Q66589585	chebi:28800					kegg.compound:C01074	
UDP galactose	Metabolite	chebi:18307	""					wikidata:Q27102985	chebi:18307	inchikey:HSCJRCZFDFQWRP-LNYDKVEPSA-N	pubchem.compound:6857410	chemspider:5256749		kegg.compound:C00052	
N-acetylglucosamines	Metabolite	chebi:59640	""					wikidata:Q66589586	chebi:59640						
L-Iduronic acid	Metabolite	chebi:24769	""						chebi:24769	inchikey:IAJILQKETJEXLJ-LECHCGJUSA-N	pubchem.compound:18845	chemspider:17794	hmdb:HMDB0002704	kegg.compound:C06472	
CSGALNACT1	GeneProduct	ensembl:ENSG00000147408	""	ensembl:ENSG00000147408	ncbigene:55790	hgnc.symbol:CSGALNACT1	uniprot:E5RK93;uniprot:Q8TDX6;uniprot:E5RGB2;uniprot:E5RGK2;uniprot:E5RJB6								
SLC35B2	GeneProduct	ensembl:ENSG00000157593	""	ensembl:ENSG00000157593	ncbigene:347734	hgnc.symbol:SLC35B2	uniprot:A0A0A0MS46;uniprot:Q8TB61								
B3GALT6	GeneProduct	ensembl:ENSG00000176022	""	ensembl:ENSG00000176022	ncbigene:126792	hgnc.symbol:B3GALT6	uniprot:Q96L58								
IMPAD1	GeneProduct	ensembl:ENSG00000104331	""	ensembl:ENSG00000104331	ncbigene:54928	hgnc.symbol:BPNT2	uniprot:A0A024R7W0;uniprot:H0YB38;uniprot:H0YBS3;uniprot:Q9NX62								
B4GALT7	GeneProduct	ensembl:ENSG00000027847	""	ensembl:ENSG00000027847	ncbigene:11285	hgnc.symbol:B4GALT7	uniprot:Q9UBV7;uniprot:H0Y9D6;uniprot:D6RDJ8;uniprot:D6RA33;uniprot:D6RJI5								
CHSY1	GeneProduct	ensembl:ENSG00000131873	""	ensembl:ENSG00000131873	ncbigene:22856	hgnc.symbol:CHSY1	uniprot:A0A2R8Y7B7;uniprot:Q86X52								
PAPSS2	GeneProduct	ensembl:ENSG00000198682	""	ensembl:ENSG00000198682	ncbigene:9060	hgnc.symbol:PAPSS2	uniprot:Q5TB52;uniprot:O95340								
EXT2	GeneProduct	ensembl:ENSG00000151348	""	ensembl:ENSG00000151348	ncbigene:2132	hgnc.symbol:EXT2	uniprot:A0A804HIU8;uniprot:A0A804HJW9;uniprot:A0A804HKG8;uniprot:A0A804HLF7;uniprot:A0A804HL74;uniprot:Q93063;uniprot:A0A804HHX4;uniprot:A0A804HKG2								
XYLT1	GeneProduct	ensembl:ENSG00000103489	""	ensembl:ENSG00000103489	ncbigene:64131	hgnc.symbol:XYLT1	uniprot:Q86Y38								
CHST3	GeneProduct	ensembl:ENSG00000122863	""	ensembl:ENSG00000122863	ncbigene:9469	hgnc.symbol:CHST3	uniprot:Q7LGC8								
