Label	Type	ID	Database	
mapkapk2a	GeneProduct	ENSDARG00000002552	Ensembl
grb2a	GeneProduct	ENSDARG00000105276	Ensembl
unm_sa808	GeneProduct	ENSDARG00000078378	Ensembl
mapkapk5	GeneProduct	ENSDARG00000028082	Ensembl
hspb1	GeneProduct	ENSDARG00000041065	Ensembl
shc1	GeneProduct	ENSDARG00000075437	Ensembl
map2k6	GeneProduct	ENSDARG00000099184	Ensembl
map3k9	GeneProduct	ENSDARG00000013491	Ensembl
rac1b	GeneProduct	ENSDARG00000087954	Ensembl
tgfbr1a	GeneProduct	ENSDARG00000017494	Ensembl
mef2d	GeneProduct	ENSDARG00000040237	Ensembl
atf2	GeneProduct	ENSDARG00000023903	Ensembl
stat1a	GeneProduct	ENSDARG00000006266	Ensembl
creb1b	GeneProduct	ENSDARG00000093420	Ensembl
map3k5	GeneProduct	ENSDARG00000005416	Ensembl
mknk1	GeneProduct	ENSDARG00000018411	Ensembl
map3k7	GeneProduct	ENSDARG00000020469	Ensembl
ripk1l	GeneProduct	ENSDARG00000006677	Ensembl
rps6ka5	GeneProduct	ENSDARG00000060551	Ensembl
mapk14a	GeneProduct	ENSDARG00000000857	Ensembl
elk1	GeneProduct	ENSDARG00000078066	Ensembl
max	GeneProduct	ENSDARG00000024844	Ensembl
mapk14a	GeneProduct	ENSDARG00000000857	Ensembl
hrasa	GeneProduct	ENSDARG00000098497	Ensembl
cdc42l2	GeneProduct	ENSDARG00000057869	Ensembl
HMGN1	GeneProduct		
Apoptosis	Pathway	WP254	WikiPathways
pla2g4aa	GeneProduct	ENSDARG00000024546	Ensembl
map2k4a	GeneProduct	ENSDARG00000063583	Ensembl
ddit3	GeneProduct	ENSDARG00000059836	Ensembl
RASGRF1	GeneProduct	ENSDARG00000073824	Ensembl
mapkapk2a	GeneProduct	ENSDARG00000002552	Ensembl
tgfb2	GeneProduct	ENSDARG00000027087	Ensembl
daxx	GeneProduct	ENSDARG00000000729	Ensembl
map3k1	GeneProduct	ENSDARG00000098405	Ensembl
myca	GeneProduct	ENSDARG00000045695	Ensembl
tradd	GeneProduct	ENSDARG00000036057	Ensembl
