ID	Database	Citation
3463956	Pubmed	"Common and distinct tubulin binding sites for microtubule-associated proteins. Littauer UZ, Giveon D, Thierauf M, Ginzburg I, Ponstingl H. Proc Natl Acad Sci U S A. 1986 Oct;83(19):7162–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3463956"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3463956"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3463956"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7739542	Pubmed	"Human cyclin E, a nuclear protein essential for the G1-to-S phase transition. Ohtsubo M, Theodoras AM, Schumacher J, Roberts JM, Pagano M. Mol Cell Biol. 1995 May;15(5):2612–24.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7739542"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7739542"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7739542"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9704927	Pubmed	"E2F-6: a novel member of the E2F family is an inhibitor of E2F-dependent transcription. Cartwright P, Müller H, Wagener C, Holm K, Helin K. Oncogene. 1998 Aug 6;17(5):611–23.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9704927"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9704927"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9704927"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11130077	Pubmed	"InsP4 facilitates store-operated calcium influx by inhibition of InsP3 5-phosphatase. Hermosura MC, Takeuchi H, Fleig A, Riley AM, Potter BV, Hirata M, et al. Nature. 2000 Dec 7;408(6813):735–40.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11130077"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11130077"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11130077"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12351676	Pubmed	"Role of histone H3 lysine 27 methylation in Polycomb-group silencing. Cao R, Wang L, Wang H, Xia L, Erdjument-Bromage H, Tempst P, et al. Science. 2002 Nov 1;298(5595):1039–43.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12351676"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12351676"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12351676"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12422217	Pubmed	"P75 interacts with the Nogo receptor as a co-receptor for Nogo, MAG and OMgp. Wang KC, Kim JA, Sivasankaran R, Segal R, He Z. Nature. 2002 Nov 7;420(6911):74–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12422217"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12422217"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12422217"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12426574	Pubmed	"A p75(NTR) and Nogo receptor complex mediates repulsive signaling by myelin-associated glycoprotein. Wong ST, Henley JR, Kanning KC, Huang K hua, Bothwell M, Poo M ming. Nat Neurosci. 2002 Dec;5(12):1302–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12426574"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12426574"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12426574"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12718890	Pubmed	"Methylation of SPT5 regulates its interaction with RNA polymerase II and transcriptional elongation properties. Kwak YT, Guo J, Prajapati S, Park KJ, Surabhi RM, Miller B, et al. Mol Cell. 2003 Apr;11(4):1055–66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12718890"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12718890"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12718890"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
13678589	Pubmed	"Elg1 forms an alternative PCNA-interacting RFC complex required to maintain genome stability. Kanellis P, Agyei R, Durocher D. Curr Biol. 2003 Sep 16;13(18):1583–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/13678589"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/13678589"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/13678589"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14690521	Pubmed	"Identification of gene structure and subcellular localization of human centaurin alpha 2, and p42IP4, a family of two highly homologous, Ins 1,3,4,5-P4-/PtdIns 3,4,5-P3-binding, adapter proteins. Hanck T, Stricker R, Sedehizade F, Reiser G. J Neurochem. 2004 Jan;88(2):326–36.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14690521"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14690521"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14690521"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
