Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
DMAPP	Metabolite	pubchem.compound:647	"Minor product."					wikidata:Q417398	chebi:16057	inchikey:CBIDRCWHNCKSTO-UHFFFAOYSA-N	pubchem.compound:647	chemspider:627	hmdb:HMDB0001120	kegg.compound:C17627;kegg.compound:C00235	lipidmaps:LMPR01010001
DOXP	Metabolite	chebi:57792	"1-deoxy-D-xylulose 5-phosphate"					wikidata:Q27124950	chebi:57792	inchikey:AJPADPZSRRUGHI-RFZPGFLSSA-L	pubchem.compound:23420274	chemspider:10462373			
pyruvate	Metabolite	chebi:15361	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901		kegg.compound:C00022	
Phosphoenolpyruvic acid	Metabolite	hmdb:HMDB0000263	""						chebi:44897	inchikey:DTBNBXWJWCWCIK-UHFFFAOYSA-N	pubchem.compound:1005	chemspider:980	hmdb:HMDB0000263	kegg.compound:C00074	
fosmidomycin	Metabolite	chemspider:555	""					wikidata:Q905038	chebi:443725	inchikey:GJXWDTUCERCKIX-UHFFFAOYSA-N	pubchem.compound:572	chemspider:555	hmdb:HMDB0252468		
MMV008138	Metabolite	pubchem.compound:987146	""					wikidata:Q39630252		inchikey:ZJDRIKAAFJMYGX-JKSUJKDBSA-N	pubchem.compound:987146;pubchem.compound:7066918				
Glycerone-P	Metabolite	chebi:16108	""					wikidata:Q416915	chebi:16108	inchikey:GNGACRATGGDKBX-UHFFFAOYSA-N	pubchem.compound:668	chemspider:648	hmdb:HMDB0001473	kegg.compound:C00111	
CDP-MEP	Metabolite	pubchem.compound:443200	"4-Diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate"					wikidata:Q2714755	chebi:16840	inchikey:HTJXTKBIUVFUAR-XHIBXCGHSA-N	pubchem.compound:443200	chemspider:391472	hmdb:HMDB0304084	kegg.compound:C11436	
D-Glyceraldehyde 3-phosphate	Metabolite	hmdb:HMDB0001112	""						chebi:29052	inchikey:LXJXRIRHZLFYRP-VKHMYHEASA-N	pubchem.compound:439168	chemspider:388314	hmdb:HMDB0001112	kegg.compound:C00118	
CDP-ME	Metabolite	chebi:16578	"4-Diphosphocytidyl-2-C-methylerythritol"					wikidata:Q2715091	chebi:16578	inchikey:YFAUKWZNPVBCFF-XHIBXCGHSA-N	pubchem.compound:443199	chemspider:391471	hmdb:HMDB0304166	kegg.compound:C11435	
IPP	Metabolite	pubchem.compound:1195	""					wikidata:Q417403	chebi:16584	inchikey:NUHSROFQTUXZQQ-UHFFFAOYSA-N	pubchem.compound:1195	chemspider:1158	hmdb:HMDB0001347	kegg.compound:C00129	lipidmaps:LMPR01010008
MEP	Metabolite	chebi:58262	"2C-methyl-D-erythritol 4-phosphate"					wikidata:Q74412018	chebi:58262	inchikey:XMWHRVNVKDKBRG-UHNVWZDZSA-L	pubchem.compound:21608483				
MEPC	Metabolite	pubchem.compound:126747	"4-Diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate"					wikidata:Q27103069	chebi:18425	inchikey:SFRQRNJMIIUYDI-UHNVWZDZSA-N	pubchem.compound:126747	chemspider:112576		kegg.compound:C11453	
IspD	GeneProduct	ensembl:PFA0340w	"PF3D7_0106900; PFA0340w; .7.7.60"												
IspC	GeneProduct	ncbigene:812223	""												
IspF	GeneProduct	uniprot:A0A1D3RDA4	""												
IspE	GeneProduct	uniprot:A0A1D3U940	""												
Triose-P/Pi translocator	GeneProduct	ncbigene:812861	""												
DXS	GeneProduct	ncbigene:813741	""												
PEP/Pi translocator	GeneProduct	ncbigene:813115	""												
IspH	GeneProduct	interpro:IPR003451	""												
IspG	GeneProduct	uniprot:Q9BJX5	""												
