Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
1-deoxy-D-xylulose 5-phosphate	Metabolite	kegg.compound:C11437	""					wikidata:Q2708025	chebi:16493	inchikey:AJPADPZSRRUGHI-RFZPGFLSSA-N	pubchem.compound:443201	chemspider:391473	hmdb:HMDB0001213	kegg.compound:C11437	
NADPH	Metabolite	cas:53-57-6	""					wikidata:Q26841327	chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
ADP	Metabolite	cas:58-64-0	""					wikidata:Q185253	chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N	pubchem.compound:6022	chemspider:5800	hmdb:HMDB0001341	kegg.compound:C00008	
ATP	Metabolite	cas:56-65-5	""					wikidata:Q80863	chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	Metabolite	chebi:16840	""					wikidata:Q2714755	chebi:16840	inchikey:HTJXTKBIUVFUAR-XHIBXCGHSA-N	pubchem.compound:443200	chemspider:391472	hmdb:HMDB0304084	kegg.compound:C11436	
2-C-methyl-D-erythritol-4-phosphate	Metabolite	kegg.compound:C11434	""					wikidata:Q2709086	chebi:17764	inchikey:XMWHRVNVKDKBRG-UHNVWZDZSA-N	pubchem.compound:443198	chemspider:10246067;chemspider:391470	hmdb:HMDB0304061	kegg.compound:C11434	
CTP	Metabolite	cas:65-47-4	""					wikidata:Q409648	chebi:17677	inchikey:PCDQPRRSZKQHHS-XVFCMESISA-N	pubchem.compound:6176	chemspider:5941;chemspider:19952488	hmdb:HMDB0000082	kegg.compound:C00063	
pyruvate	Metabolite	cas:127-17-3	""					wikidata:Q213580	chebi:32816	inchikey:LCTONWCANYUPML-UHFFFAOYSA-N	pubchem.compound:1060	chemspider:1031	hmdb:HMDB0000243	kegg.compound:C00022	lipidmaps:LMFA01060077
H₂O	Metabolite	cas:7732-18-5	""					wikidata:Q283;wikidata:Q274959	chebi:29375;chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:22247451;pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
diphosphate	Metabolite	cas:2466-09-3	""					wikidata:Q411092	chebi:29888	inchikey:XPPKVPWEQAFLFU-UHFFFAOYSA-N	pubchem.compound:1023;pubchem.compound:21961011	chemspider:996	hmdb:HMDB0000250	kegg.compound:C00013	
Î”3-isopentenyl-PP	Metabolite	kegg.compound:C00129	""					wikidata:Q417403	chebi:16584	inchikey:NUHSROFQTUXZQQ-UHFFFAOYSA-N	pubchem.compound:1195	chemspider:1158	hmdb:HMDB0001347	kegg.compound:C00129	lipidmaps:LMPR01010008
NADP+	Metabolite	cas:53-59-8	""					wikidata:Q28747;wikidata:Q71530982	chebi:44409;chebi:25523	inchikey:XJLXINKUBYWONI-NNYOXOHSSA-N	pubchem.compound:5885;pubchem.compound:57525501	chemspider:5674	hmdb:HMDB0000217	kegg.compound:C00006	
dimethylallyl-PP	Metabolite	cas:358-71-4	""					wikidata:Q417403	chebi:16584	inchikey:NUHSROFQTUXZQQ-UHFFFAOYSA-N	pubchem.compound:1195	chemspider:1158	hmdb:HMDB0001347	kegg.compound:C00129	lipidmaps:LMPR01010008
