Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Cholesterol	Metabolite	cas:57-88-5	""					wikidata:Q43656	chebi:16113	inchikey:HVYWMOMLDIMFJA-DPAQBDIFSA-N	pubchem.compound:5997	chemspider:5775	hmdb:HMDB0000067	kegg.compound:C00187	lipidmaps:LMST01010001
Squalene	Metabolite	hmdb:HMDB0000256	""						chebi:15440	inchikey:YYGNTYWPHWGJRM-AAJYLUCBSA-N	pubchem.compound:638072	chemspider:553635	hmdb:HMDB0000256	kegg.compound:C00751	
Acyl-CoA	Metabolite	hmdb:HMDB0003419	""						chebi:15522	inchikey:SXMOKYXNAPLNCW-BWGWEBPHSA-N	pubchem.compound:439313	chemspider:388444	hmdb:HMDB0003419	kegg.compound:C00798	
Phospholipid	Metabolite	kegg.compound:C00865	""					wikidata:Q186915	chebi:136912;chebi:16247					kegg.compound:C00865	
DAG	Metabolite	kegg.compound:C00165	""					wikidata:Q161466	chebi:18035					kegg.compound:C00165	lipidmaps:LMGL0201
VLDL	Metabolite	chebi:39027	""					wikidata:Q419074	chebi:39027						
Cholesterol ester	Metabolite	kegg.compound:C02530	""					wikidata:Q415555	chebi:17002					kegg.compound:C02530	lipidmaps:LMST01020000
Statin	Metabolite	chebi:87631	""					wikidata:Q954845	chebi:87631						
Acetyl-CoA	Metabolite	hmdb:HMDB0001206	""						chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	
IDL	Metabolite	kegg.compound:C01834	""					wikidata:Q28350	chebi:6495					kegg.compound:C01834	
Lipoproteins	Metabolite	chebi:6495	""					wikidata:Q28350	chebi:6495					kegg.compound:C01834	
Mevalonate	Metabolite	chebi:25350	""					wikidata:Q27109878	chebi:25350;chebi:194520	inchikey:KJTLQQUUPVSXIM-UHFFFAOYSA-M	pubchem.compound:4478250	chemspider:3676240			
HDL	Metabolite	chebi:39025	""					wikidata:Q410020	chebi:39025						
Fatty acid	Metabolite	kegg.compound:C00162	""					wikidata:Q61476	chebi:35366					kegg.compound:C00162	lipidmaps:LMFA01010000
Cholic Acid	Metabolite	cas:81-25-4	""					wikidata:Q287415	chebi:16359	inchikey:BHQCQFFYRZLCQQ-OELDTZBJSA-N	pubchem.compound:221493	chemspider:192176	hmdb:HMDB0000619	kegg.compound:C00695	lipidmaps:LMST04010001
LDL	Metabolite	chebi:39026	""					wikidata:Q28749	chebi:39026						
Triglyceride	Metabolite	kegg.compound:C00422	""					wikidata:Q186319	chebi:17855					kegg.compound:C00422	lipidmaps:LMGL0301;lipidmaps:LMGL03010000
ABCA1	GeneProduct	ensembl:ENSBTAG00000020661	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:19"	ensembl:ENSBTAG00000020661	ncbigene:535379		uniprot:F1MG24								
