Label	Type	ID	Database	
mapk14a	GeneProduct	ENSDARG00000000857	Ensembl
jun	GeneProduct	ENSDARG00000043531	Ensembl
nras	GeneProduct	ENSDARG00000038225	Ensembl
raf1a	GeneProduct	ENSDARG00000096415	Ensembl
map2k7	GeneProduct	ENSDARG00000008279	Ensembl
map3k3	GeneProduct	ENSDARG00000060348	Ensembl
GTP	Metabolite	2564-35-4	CAS
map3k1	GeneProduct	ENSDARG00000098405	Ensembl
mapk3	GeneProduct	ENSDARG00000070573	Ensembl
elk1	GeneProduct	ENSDARG00000078066	Ensembl
map2	GeneProduct	ENSDARG00000055052	Ensembl
map2k4a	GeneProduct	ENSDARG00000063583	Ensembl
hrasa	GeneProduct	ENSDARG00000098497	Ensembl
map3k12	GeneProduct	ENSDARG00000103651	Ensembl
mapk10	GeneProduct	ENSDARG00000102730	Ensembl
map2k2a	GeneProduct	ENSDARG00000006609	Ensembl
mbpb	GeneProduct	ENSDARG00000089413	Ensembl
mapk12b	GeneProduct	ENSDARG00000006409	Ensembl
GDP	Metabolite	146-91-8	CAS
map2k6	GeneProduct	ENSDARG00000099184	Ensembl
SIPA1	GeneProduct	ENSDARG00000076697	Ensembl
mapk1	GeneProduct	ENSDARG00000027552	Ensembl
RapGAPII	GeneProduct		
rasa3	GeneProduct	ENSDARG00000063371	Ensembl
rras	GeneProduct	ENSDARG00000006553	Ensembl
araf	GeneProduct	ENSDARG00000054533	Ensembl
KRAS	GeneProduct		
Apoptosis	Pathway	WP254	WikiPathways
map3k2	GeneProduct	ENSDARG00000062884	Ensembl
braf	GeneProduct	ENSDARG00000017661	Ensembl
map2k1	GeneProduct	ENSDARG00000007825	Ensembl
MAP2K3	GeneProduct		
map2k4a	GeneProduct	ENSDARG00000063583	Ensembl
plcb3	GeneProduct	ENSDARG00000068246	Ensembl
