ID	Database	Citation
1542667	Pubmed	"The c-rel protooncogene product c-Rel but not NF-kappa B binds to the intronic region of the human interferon-gamma gene at a site related to an interferon-stimulable response element. Sica A, Tan TH, Rice N, Kretzschmar M, Ghosh P, Young HA. Proc Natl Acad Sci U S A. 1992 Mar 1;89(5):1740–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1542667"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1542667"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1542667"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1652755	Pubmed	"Repression of the interleukin 6 gene promoter by p53 and the retinoblastoma susceptibility gene product. Santhanam U, Ray A, Sehgal PB. Proc Natl Acad Sci U S A. 1991 Sep 1;88(17):7605–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1652755"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1652755"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1652755"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1848582	Pubmed	"Inhibition of human neutrophil superoxide generation by alpha 1-antichymotrypsin. Kilpatrick L, Johnson JL, Nickbarg EB, Wang ZM, Clifford TF, Banach M, et al. J Immunol. 1991 Apr 1;146(7):2388–93.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1848582"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1848582"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1848582"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2181276	Pubmed	"Regulation of tumor necrosis factor alpha transcription in macrophages: involvement of four kappa B-like motifs and of constitutive and inducible forms of NF-kappa B. Collart MA, Baeuerle P, Vassalli P. Mol Cell Biol. 1990 Apr;10(4):1498–506.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2181276"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2181276"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2181276"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2497518	Pubmed	"Kappa B-specific DNA binding proteins: role in the regulation of human interleukin-2 gene expression. Hoyos B, Ballard DW, Böhnlein E, Siekevitz M, Greene WC. Science. 1989 Apr 28;244(4903):457–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2497518"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2497518"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2497518"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2602371	Pubmed	"Urinary 8-hydroxy-2’-deoxyguanosine as a biological marker of in vivo oxidative DNA damage. Shigenaga MK, Gimeno CJ, Ames BN. Proc Natl Acad Sci U S A. 1989 Dec;86(24):9697–701.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2602371"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2602371"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2602371"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3790723	Pubmed	"Inhibition of thromboxane formation in vivo and ex vivo: implications for therapy with platelet inhibitory drugs. Reilly IA, FitzGerald GA. Blood. 1987 Jan;69(1):180–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3790723"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3790723"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3790723"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
4086942	Pubmed	"Effects of serum amyloid A protein (SAA) on composition, size, and density of high density lipoproteins in subjects with myocardial infarction. Clifton PM, Mackinnon AM, Barter PJ. J Lipid Res. 1985 Dec;26(12):1389–98.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/4086942"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/4086942"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/4086942"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
6371429	Pubmed	"Biochemistry of tryptophan in health and disease. Bender DA. Mol Aspects Med. 1983;6(2):101–97.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6371429"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6371429"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6371429"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8413223	Pubmed	"Characterization of a functional NF-kappa B site in the human interleukin 1 beta promoter: evidence for a positive autoregulatory loop. Hiscott J, Marois J, Garoufalis J, D’Addario M, Roulston A, Kwan I, et al. Mol Cell Biol. 1993 Oct;13(10):6231–40.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8413223"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8413223"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8413223"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8877730	Pubmed	"Repression of interleukin-2 and interleukin-4 promoters by tumor suppressor protein p53. Pesch J, Brehm U, Staib C, Grummt F. J Interferon Cytokine Res. 1996 Aug;16(8):595–600.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8877730"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8877730"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8877730"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9085163	Pubmed	"Relationship of plasma folic acid and status of DNA methylation in human gastric cancer. Fang JY, Xiao SD, Zhu SS, Yuan JM, Qiu DK, Jiang SJ. J Gastroenterol. 1997 Apr;32(2):171–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9085163"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9085163"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9085163"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
