Label	Type	ID	Database	Comment
Angiotensin II	Metabolite	HMDB0001035	hmdb:HMDB0001035	
Angiotensin I	Metabolite	HMDB0061196	hmdb:HMDB0061196	
Angiotensin-(1-7)	Metabolite	CHEBI:55438	chebi:55438	
Angiotensinogen	Metabolite	CHEBI:2720	chebi:2720	
Lung injury	Pathway	WP5035	wikipathways:WP5035	
Agtr1a	GeneProduct	ENSMUSG00000049115	ensembl:ENSMUSG00000049115	
Ace2	GeneProduct	ENSMUSG00000015405	ensembl:ENSMUSG00000015405	
Ace	GeneProduct	ENSMUSG00000020681	ensembl:ENSMUSG00000020681	
Agtr2	GeneProduct	ENSMUSG00000068122	ensembl:ENSMUSG00000068122	
Angiotensin-(1-9)	Metabolite	CHEBI:80128	chebi:80128	
