Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Adenosine	Metabolite	chebi:16335	""					wikidata:Q90542408;wikidata:Q190012	chebi:16335	inchikey:OIRDTQYFTABQOQ-KQYNXXCUSA-N	pubchem.compound:60961	chemspider:54923	hmdb:HMDB0000050	kegg.compound:C00212	
Caffeine	Metabolite	chebi:27732	""					wikidata:Q60235	chebi:27732	inchikey:RYYVLZVUVIJVGH-UHFFFAOYSA-N	pubchem.compound:2519	chemspider:2424	hmdb:HMDB0001847	kegg.compound:C07481	
ATP	Metabolite	chebi:15422	""					wikidata:Q80863	chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
cAMP	Metabolite	chebi:17489	""					wikidata:Q210041	chebi:17489	inchikey:IVOMOUWHDPKRLL-KQYNXXCUSA-N	pubchem.compound:6076	chemspider:5851	hmdb:HMDB0000058	kegg.compound:C00575	
AMP	Metabolite	chebi:16027	""					wikidata:Q318369;wikidata:Q90529152	chebi:16027	inchikey:UDMBCSSLTHHNCD-KQYNXXCUSA-N	pubchem.compound:6083	chemspider:5858	hmdb:HMDB0000045	kegg.compound:C00020	
Arginine	Metabolite	chebi:16467	""					wikidata:Q173670	chebi:16467	inchikey:ODKSFYDXXFIFQN-BYPYZUCNSA-N	pubchem.compound:6322;pubchem.compound:28782	chemspider:6082	hmdb:HMDB0000517	kegg.compound:C00062	
NO	Metabolite	chebi:16480	""					wikidata:Q207843	chebi:16480	inchikey:MWUXSHHQAYIFBG-UHFFFAOYSA-N	pubchem.compound:145068	chemspider:127983	hmdb:HMDB0003378	kegg.compound:C00533	
GTP	Metabolite	chebi:CGEBI:15996	""												
cGMP	Metabolite	chebi:16356	""					wikidata:Q422511	chebi:16356	inchikey:ZOOGRGPOEVQQDX-UUOKFMHZSA-N	pubchem.compound:135398570;pubchem.compound:24316	chemspider:22734	hmdb:HMDB0001314	kegg.compound:C00942	
Ca²⁺	Metabolite	chebi:29108	""					wikidata:Q23905776	chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N	pubchem.compound:271	chemspider:266	hmdb:HMDB0000464	kegg.compound:C00076	
ADRA1A	GeneProduct	ensembl:ENSG00000120907	"'A1' in source"	ensembl:ENSG00000120907	ncbigene:148	hgnc.symbol:ADRA1A	uniprot:E7EW16;uniprot:B0ZBD3;uniprot:P35348								
RYR2	GeneProduct	ensembl:ENSG00000198626	""	ensembl:ENSG00000198626	ncbigene:6262	hgnc.symbol:RYR2	uniprot:A0A590UKB7;uniprot:A0A590UK06;uniprot:Q92736;uniprot:A0A590UJF6;uniprot:A0A590UJZ8								
ADRA1B	GeneProduct	ensembl:ENSG00000170214	"'A1' in source"	ensembl:ENSG00000170214	ncbigene:147	hgnc.symbol:ADRA1B	uniprot:A0A286YF88;uniprot:P35368								
ADRA1D	GeneProduct	ensembl:ENSG00000171873	"'A1' in source"	ensembl:ENSG00000171873	ncbigene:146	hgnc.symbol:ADRA1D	uniprot:B0ZBE0;uniprot:P25100								
ADORA3	GeneProduct	ensembl:ENSG00000282608	"'A3' in source"	ensembl:ENSG00000282608	ncbigene:140	hgnc.symbol:ADORA3	uniprot:P0DMS8;uniprot:A0A0J9YWR0								
ADCY1	GeneProduct	ensembl:ENSG00000164742	""	ensembl:ENSG00000164742	ncbigene:107	hgnc.symbol:ADCY1	uniprot:Q08828;uniprot:C9J1J0								
ADCY2	GeneProduct	ensembl:ENSG00000078295	""	ensembl:ENSG00000078295	ncbigene:108	hgnc.symbol:ADCY2	uniprot:D6REB8;uniprot:Q08462;uniprot:H0YA58								
ADCY3	GeneProduct	ensembl:ENSG00000138031	""	ensembl:ENSG00000138031	ncbigene:109	hgnc.symbol:ADCY3	uniprot:U3KQR1;uniprot:A0A0A0MSC1;uniprot:H7C1A6;uniprot:O60266;uniprot:C9J969;uniprot:C9JYB5;uniprot:U3KQ91;uniprot:C9JLX3								
ADCY4	GeneProduct	ensembl:ENSG00000129467	""	ensembl:ENSG00000129467	ncbigene:196883	hgnc.symbol:ADCY4	uniprot:H0YLM0;uniprot:Q8NFM4;uniprot:G3V262;uniprot:H0YJ57;uniprot:H0YN72;uniprot:G3V258								
ADCY5	GeneProduct	ensembl:ENSG00000173175	""	ensembl:ENSG00000173175	ncbigene:111	hgnc.symbol:ADCY5	uniprot:A0A384P5Q5;uniprot:A0A8V8TP58;uniprot:B3KWA8;uniprot:O95622;uniprot:C9JRT8;uniprot:F8WBM0;uniprot:A0A8V8TNW3								
ADCY6	GeneProduct	ensembl:ENSG00000174233	""	ensembl:ENSG00000174233	ncbigene:112	hgnc.symbol:ADCY6	uniprot:F8VZJ5;uniprot:O43306								
ADCY7	GeneProduct	ensembl:ENSG00000121281	""	ensembl:ENSG00000121281	ncbigene:113	hgnc.symbol:ADCY7	uniprot:I3L2Y1;uniprot:I3L3Q5;uniprot:H3BMA5;uniprot:F5H4D1;uniprot:P51828;uniprot:A0A669KBF7;uniprot:F5H699;uniprot:H3BQ93								
ADCY8	GeneProduct	ensembl:ENSG00000155897	""	ensembl:ENSG00000155897	ncbigene:114	hgnc.symbol:ADCY8	uniprot:E5RFR2;uniprot:A0A0K0K1K3;uniprot:E7EVL1;uniprot:P40145								
ADCY9	GeneProduct	ensembl:ENSG00000162104	""	ensembl:ENSG00000162104	ncbigene:115	hgnc.symbol:ADCY9	uniprot:I3NI20;uniprot:I3L300;uniprot:I3L342;uniprot:O60503								
ADORA2A	GeneProduct	ensembl:ENSG00000128271	"'A3' in source"	ensembl:ENSG00000128271	ncbigene:135	hgnc.symbol:ADORA2A	uniprot:X5DNB4;uniprot:C9J3T2;uniprot:S4R429;uniprot:P29274;uniprot:S4R2Z8;uniprot:C9J0Z4;uniprot:C9JFS2;uniprot:C9JQD8;uniprot:S4R3A7								
ADORA2B	GeneProduct	ensembl:ENSG00000170425	"'A3' in source"	ensembl:ENSG00000170425	ncbigene:136	hgnc.symbol:ADORA2B	uniprot:P29275								
MYLK	GeneProduct	ensembl:ENSG00000065534	"'MLCK' in source"	ensembl:ENSG00000065534	ncbigene:4638	hgnc.symbol:MYLK	uniprot:A0A8I5KUH4;uniprot:A0A8I5KZ33;uniprot:Q15746;uniprot:A0A8I5KUP2;uniprot:A0A8J9G5A3;uniprot:A0A8I5KU53;uniprot:A0A8I5KVV3;uniprot:A0A8I5KS78;uniprot:A0A8I5KTQ1;uniprot:A0A8I5QKL9;uniprot:A0A8I5KQY6;uniprot:A0A8I5KYZ0;uniprot:A0A8I5KYB9;uniprot:F8WBL7;uniprot:A0A8I5QJT9;uniprot:A0A8I5KXG8;uniprot:A0A8I5KYA1;uniprot:A0A8I5QJW9;uniprot:A0A8I5QKW8;uniprot:D6R9C2;uniprot:A0A8I5KUB2								
PPP1CB	GeneProduct	ensembl:ENSG00000213639	"'MP' in source"	ensembl:ENSG00000213639	ncbigene:5500	hgnc.symbol:PPP1CB	uniprot:A0A8V8TR83;uniprot:C9JP48;uniprot:H0Y3Y6;uniprot:A0A8V8TRH9;uniprot:P62140;uniprot:C9J9S3;uniprot:B4DJ75;uniprot:F8WE71;uniprot:A0A8V8TQ71;uniprot:V9HW04								
PPP1R12A	GeneProduct	ensembl:ENSG00000058272	"'MP' in source"	ensembl:ENSG00000058272	ncbigene:4659	hgnc.symbol:PPP1R12A	uniprot:A0A3B3ISH4;uniprot:H0YIM2;uniprot:H0YIS4;uniprot:A0A0U1RQZ1;uniprot:H0YHI8;uniprot:H0YIS3;uniprot:F8VW28;uniprot:F8VZN8;uniprot:H0YHL8;uniprot:H0YIL7;uniprot:O14974								
PPP1R12C	GeneProduct	ensembl:ENSG00000125503	"'MP' in source"	ensembl:ENSG00000125503	ncbigene:54776	hgnc.symbol:PPP1R12C	uniprot:K7ER83;uniprot:Q9BZL4;uniprot:K7EL81								
PDE3A	GeneProduct	ensembl:ENSG00000172572	"'PDEs' in source"	ensembl:ENSG00000172572	ncbigene:5139	hgnc.symbol:PDE3A	uniprot:Q14432								
PDE3B	GeneProduct	ensembl:ENSG00000152270	"'PDEs' in source"	ensembl:ENSG00000152270	ncbigene:5140	hgnc.symbol:PDE3B	uniprot:Q13370								
PDE4A	GeneProduct	ensembl:ENSG00000065989	"'PDEs' in source"	ensembl:ENSG00000065989	ncbigene:5141	hgnc.symbol:PDE4A	uniprot:K7ENX7;uniprot:P27815;uniprot:K7EKV1								
PDE4B	GeneProduct	ensembl:ENSG00000184588	"'PDEs' in source"	ensembl:ENSG00000184588	ncbigene:5142	hgnc.symbol:PDE4B	uniprot:Q07343;uniprot:E9PNB0;uniprot:E9PMG3;uniprot:E9PJ03;uniprot:X5DNX5;uniprot:E9PR34;uniprot:H0YCV7								
PDE4D	GeneProduct	ensembl:ENSG00000113448	"'PDEs' in source"	ensembl:ENSG00000113448	ncbigene:5144	hgnc.symbol:PDE4D	uniprot:Q08499;uniprot:D6RAQ0;uniprot:A0A1B0GW84;uniprot:D6RHE0;uniprot:D6RIG1;uniprot:D6RBB2;uniprot:D6R9L4;uniprot:A0A140VJR0								
NOS3	GeneProduct	ensembl:ENSG00000164867	"'eNOS' in source"	ensembl:ENSG00000164867	ncbigene:4846	hgnc.symbol:NOS3	uniprot:P29474;uniprot:H7C4V4;uniprot:E7ESA7								
GUCY1A2	GeneProduct	ensembl:ENSG00000152402	"'sGC' in source"	ensembl:ENSG00000152402	ncbigene:2977	hgnc.symbol:GUCY1A2	uniprot:P33402								
GUCY1A3	GeneProduct	ensembl:ENSG00000164116	"'sGC' in source"	ensembl:ENSG00000164116	ncbigene:2982	hgnc.symbol:GUCY1A1	uniprot:J3KQW2;uniprot:Q02108;uniprot:Q6PJR4;uniprot:D6RF78;uniprot:J3KPQ8								
GUCY1B2	GeneProduct	ensembl:ENSG00000293412	"'sGC' in source"	ensembl:ENSG00000293412	ncbigene:2974	hgnc.symbol:GUCY1B2									
