ID	Database	Citation
17414058	Pubmed	"Compromised beta-cell development and beta-cell dysfunction in weanling offspring from dams maintained on a high-fat diet during gestation. Cerf ME, Williams K, Chapman CS, Louw J. Pancreas. 2007 Apr;34(3):347–53.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17414058"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17414058"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17414058"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20807437	Pubmed	"EGF regulates survivin stability through the Raf-1/ERK pathway in insulin-secreting pancreatic β-cells. Wang H, Gambosova K, Cooper ZA, Holloway MP, Kassai A, Izquierdo D, et al. BMC Mol Biol. 2010 Aug 31;11:66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20807437"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20807437"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20807437"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21109194	Pubmed	"Class IA phosphatidylinositol 3-kinase in pancreatic β cells controls insulin secretion by multiple mechanisms. Kaneko K, Ueki K, Takahashi N, Hashimoto S, Okamoto M, Awazawa M, et al. Cell Metab. 2010 Dec 1;12(6):619–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21109194"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21109194"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21109194"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21940781	Pubmed	"Specific glucose-induced control of insulin receptor substrate-2 expression is mediated via Ca2+-dependent calcineurin/NFAT signaling in primary pancreatic islet β-cells. Demozay D, Tsunekawa S, Briaud I, Shah R, Rhodes CJ. Diabetes. 2011 Nov;60(11):2892–902.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21940781"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21940781"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21940781"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21993628	Pubmed	"PDGF signalling controls age-dependent proliferation in pancreatic β-cells. Chen H, Gu X, Liu Y, Wang J, Wirt SE, Bottino R, et al. Nature. 2011 Oct 12;478(7369):349–55.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21993628"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21993628"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21993628"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22814600	Pubmed	"Neonatal β cell development in mice and humans is regulated by calcineurin/NFAT. Goodyer WR, Gu X, Liu Y, Bottino R, Crabtree GR, Kim SK. Dev Cell. 2012 Jul 17;23(1):21–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22814600"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22814600"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22814600"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24623499	Pubmed	"Triiodothyronine induces proliferation of pancreatic β-cells through the MAPK/ERK pathway. Kim TK, Lee JS, Jung HS, Ha TK, Kim SM, Han N, et al. Exp Clin Endocrinol Diabetes. 2014 Apr;122(4):240–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24623499"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24623499"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24623499"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24639504	Pubmed	"M2 macrophages promote beta-cell proliferation by up-regulation of SMAD7. Xiao X, Gaffar I, Guo P, Wiersch J, Fischbach S, Peirish L, et al. Proc Natl Acad Sci U S A. 2014 Apr 1;111(13):E1211-20.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24639504"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24639504"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24639504"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25133424	Pubmed	"Menin determines K-RAS proliferative outputs in endocrine cells. Chamberlain CE, Scheel DW, McGlynn K, Kim H, Miyatsuka T, Wang J, et al. J Clin Invest. 2014 Sep;124(9):4093–101.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25133424"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25133424"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25133424"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25233132	Pubmed	"Reversal of β cell de-differentiation by a small molecule inhibitor of the TGFβ pathway. Blum B, Roose AN, Barrandon O, Maehr R, Arvanites AC, Davidow LS, et al. Elife. 2014 Sep 16;3:e02809.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25233132"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25233132"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25233132"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25895469	Pubmed	"Exendin-4 Promotes Beta Cell Proliferation via PI3k/Akt Signalling Pathway. Wang C, Chen X, Ding X, He Y, Gu C, Zhou L. Cell Physiol Biochem. 2015;35(6):2223–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25895469"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25895469"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25895469"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25924650	Pubmed	"Pre-Eclampsia-Associated Reduction in Placental Growth Factor Impaired Beta Cell Proliferation Through PI3k Signalling. Li J, Ying H, Cai G, Guo Q, Chen L. Cell Physiol Biochem. 2015;36(1):34–43.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25924650"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25924650"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25924650"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26616456	Pubmed	"Effects of phycocyanin on INS-1 pancreatic β-cell mediated by PI3K/Akt/FoxO1 signaling pathway. Gao Y, Liao G, Xiang C, Yang X, Cheng X, Ou Y. Int J Biol Macromol. 2016 Feb;83:185–94.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26616456"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26616456"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26616456"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
