Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
DVL3	GeneProduct	ncbigene:424949	""	ensembl:ENSGALG00010017773	ncbigene:424949	hgnc.symbol:DVL3									
RHOA	GeneProduct	ncbigene:395442	""	ensembl:ENSGALG00010027386	ncbigene:395442										
RAC1	GeneProduct	ncbigene:395871	""	ensembl:ENSGALG00010019145	ncbigene:395871										
PLAU	GeneProduct	ncbigene:396424	""	ensembl:ENSGALG00010021137	ncbigene:396424		uniprot:P15120								
PRKCB	GeneProduct	ncbigene:416567	""	ensembl:ENSGALG00010018355	ncbigene:416567		uniprot:A0A1D5PUY5;uniprot:A0A1D5PCZ1								
PRKCH	GeneProduct	ncbigene:423518	""	ensembl:ENSGALG00010017816	ncbigene:423518		uniprot:F1NJH1								
GSK3B	GeneProduct	ncbigene:418335	"MOUSE:KG38 MOUSE"	ensembl:ENSGALG00010025103	ncbigene:418335		uniprot:F1NPL8								
APC	GeneProduct	ncbigene:415607	""	ensembl:ENSGALG00010008333	ncbigene:415607		uniprot:A0A1D5PC88								
FZD3	GeneProduct	ncbigene:395572	""	ensembl:ENSGALG00010010949	ncbigene:395572		uniprot:A0A1D5NTJ0								
MAPK9	GeneProduct	ncbigene:395983	""	ensembl:ENSGALG00010015175	ncbigene:395983		uniprot:P79996								
CSNK1E	GeneProduct	ncbigene:378891	""	ensembl:ENSGALG00010012911	ncbigene:378891										
CCND1	GeneProduct	ncbigene:396341	""	ensembl:ENSGALG00010025419	ncbigene:396341		uniprot:F1NS84								
LDLR	GeneProduct	ncbigene:395103	""												
FZD8	GeneProduct	ncbigene:374059	""	ensembl:ENSGALG00010006285	ncbigene:374059	hgnc.symbol:FZD8									
RCJMB04_12k21	GeneProduct	ncbigene:423302	""	ensembl:ENSGALG00010005458	ncbigene:423302		uniprot:Q5F3M9								
WNT7A	GeneProduct	ncbigene:374168	""	ensembl:ENSGALG00010027653	ncbigene:374168		uniprot:Q9DEB8								
WNT11	GeneProduct	ncbigene:395562	""	ensembl:ENSGALG00010002356	ncbigene:395562		uniprot:P49339								
RCJMB04_5a10	GeneProduct	ncbigene:417430	""	ensembl:ENSGALG00010029209	ncbigene:417430		uniprot:R4GHL2								
JUN	GeneProduct	ncbigene:424673	""	ensembl:ENSGALG00010026886	ncbigene:424673										
FZD10	GeneProduct	ncbigene:373885	""	ensembl:ENSGALG00010023250	ncbigene:373885		uniprot:Q9PWH2								
FZD7	GeneProduct	ncbigene:374060	""	ensembl:ENSGALG00010026264	ncbigene:374060		uniprot:A0A1D5PEJ9								
PPP2R5C	GeneProduct	ncbigene:423460	""	ensembl:ENSGALG00010016787	ncbigene:423460		uniprot:A0A1L1RVT0;uniprot:Q5F3C6;uniprot:A0A3Q2U021;uniprot:A0A3Q2U6X1								
WNT5B	GeneProduct	ncbigene:418154	""	ensembl:ENSGALG00010013899	ncbigene:418154		uniprot:F1NMK6								
CTNNB1	GeneProduct	ncbigene:395964	""	ensembl:ENSGALG00010016258	ncbigene:395964		uniprot:A0A1D5PQN0;uniprot:A0A1D5NYE8								
WNT2	GeneProduct	ncbigene:417769	""	ensembl:ENSGALG00010001486	ncbigene:417769		uniprot:A0A1D5NTF4								
PRKCE	GeneProduct	ncbigene:421409	""	ensembl:ENSGALG00010018393	ncbigene:421409	hgnc.symbol:PRKCE									
WNT2B	GeneProduct	ncbigene:374243	""	ensembl:ENSGALG00010027417	ncbigene:374243		uniprot:Q98SN7								
SFRP4	GeneProduct	ncbigene:420732	""	ensembl:ENSGALG00010016100	ncbigene:420732	hgnc.symbol:SFRP4									
PAFAH1B1	GeneProduct	ncbigene:374224	""	ensembl:ENSGALG00010029593	ncbigene:374224		uniprot:Q9PTR5								
WNT6	GeneProduct	ncbigene:395235	""	ensembl:ENSGALG00010021142	ncbigene:395235	hgnc.symbol:WNT6									
CCND3	GeneProduct	ncbigene:419928	""	ensembl:ENSGALG00010026588	ncbigene:419928		uniprot:Q5ZKI9								
WNT5A	GeneProduct	ncbigene:395703	""	ensembl:ENSGALG00010027875	ncbigene:395703		uniprot:Q9YGX6								
FZD1	GeneProduct	ncbigene:374062	""	ensembl:ENSGALG00010004791	ncbigene:374062										
