ID	Database	Citation
6321612	Pubmed	"Establishment of a Ph1 chromosome-positive cell line from chronic myelogenous leukemia in blast crisis. Kubonishi I, Miyoshi I. Int J Cell Cloning. 1983 Jun;1(2):105–17.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6321612"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6321612"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6321612"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7753047	Pubmed	"Binding sites of the Epstein-Barr virus and C3d receptor (CR2, CD21) for its three intracellular ligands, the p53 anti-oncoprotein, the p68 calcium binding protein and the nuclear p120 ribonucleoprotein. Barel M, Balbo M, Gauffre A, Frade R. Mol Immunol. 1995 Apr;32(6):389–97.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7753047"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7753047"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7753047"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16525119	Pubmed	"The PAR-aPKC system: lessons in polarity. Suzuki A, Ohno S. J Cell Sci. 2006 Mar 15;119(Pt 6):979–87.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16525119"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16525119"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16525119"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17051160	Pubmed	"Structure of C3b reveals conformational changes that underlie complement activity. Janssen BJC, Christodoulidou A, McCarthy A, Lambris JD, Gros P. Nature. 2006 Nov 9;444(7116):213–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17051160"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17051160"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17051160"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18560619	Pubmed	"The complement system in schizophrenia. Mayilyan KR, Weinberger DR, Sim RB. Drug News Perspect. 2008 May;21(4):200–10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18560619"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18560619"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18560619"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22403545	Pubmed	"Primary phagocytosis of neurons by inflamed microglia: potential roles in neurodegeneration. Neher JJ, Neniskyte U, Brown GC. Front Pharmacol. 2012 Feb 28;3:27.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22403545"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22403545"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22403545"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22715882	Pubmed	"The complement system: an unexpected role in synaptic pruning during development and disease. Stephan AH, Barres BA, Stevens B. Annu Rev Neurosci. 2012;35:369–89.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22715882"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22715882"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22715882"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24077738	Pubmed	"P4-ATPases: lipid flippases in cell membranes. Lopez-Marques RL, Theorin L, Palmgren MG, Pomorski TG. Pflugers Arch. 2014 Jul;466(7):1227–40.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24077738"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24077738"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24077738"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28258193	Pubmed	"Structural Implications for the Formation and Function of the Complement Effector Protein iC3b. Papanastasiou M, Koutsogiannaki S, Sarigiannis Y, Geisbrecht BV, Ricklin D, Lambris JD. J Immunol. 2017 Apr 15;198(8):3326–35.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28258193"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28258193"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28258193"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28345259	Pubmed	"The role of complement inhibitors beyond controlling inflammation. Blom AM. J Intern Med. 2017 Aug;282(2):116–28.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28345259"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28345259"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28345259"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
