Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
PTTG1	GeneProduct	ncbigene:479307	"PTTG1; pituitary tumor-transforming"	ensembl:ENSCAFG00845001057	ncbigene:479307		uniprot:A0A8I3MGC4;uniprot:A0A8C0RJL2								
CDKN2A	GeneProduct	ncbigene:100271861	""												
YWHAG	GeneProduct	ncbigene:489818	"YWHAG; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein  gamma polypeptid"	ensembl:ENSCAFG00845004466	ncbigene:489818	hgnc.symbol:YWHAG	uniprot:A0A8I3MT06;uniprot:A0A8C0MSV9								
CDK6	GeneProduct	ncbigene:609920	"CDK6; cyclin-dependent kinase 6 [EC:2.7.1.-]"	ensembl:ENSCAFG00845013226	ncbigene:609920	hgnc.symbol:CDK6	uniprot:A0A8C0TA97;uniprot:A0A8I3RZY6								
CCNA2	GeneProduct	ncbigene:483845	"CCNA2; cyclin A2"	ensembl:ENSCAFG00845021203	ncbigene:483845		uniprot:A0A8I3PCC0;uniprot:A0A8C0MAN2								
CDC20	GeneProduct	ncbigene:482534	"CDC20; CDC20 cell division cycle 20 homolog (S. cerevisiae"												
MPEG1	GeneProduct	ncbigene:475960	""												
CCNE2	GeneProduct	ncbigene:487057	"CCNE2; cyclin E"	ensembl:ENSCAFG00845016153	ncbigene:487057	hgnc.symbol:CCNE2	uniprot:A0A8I3NWC1								
CDC25B	GeneProduct	ncbigene:485790	"CDC25B; cell division cycle 25B [EC:3.1.3.48]"	ensembl:ENSCAFG00845014023	ncbigene:485790	hgnc.symbol:CDC25B	uniprot:A0A8I3NV59;uniprot:A0A8I3NSJ2;uniprot:A0A8C0S5I1;uniprot:A0A8I3P1N1;uniprot:A0A8C0PH10;uniprot:A0A8C0S5P6;uniprot:A0A8I3NT77								
ORC4L	GeneProduct	ncbigene:476141	"ORC4L; origin recognition complex  subunit 4-like (yeast)"	ensembl:ENSCAFG00845006436	ncbigene:476141	hgnc.symbol:ORC4	uniprot:A0A8I3RUS0;uniprot:A0A8I3RUU7;uniprot:A0A8I3N340;uniprot:A0A8C0NFX6;uniprot:A0A8I3N333								
RB1	GeneProduct	ncbigene:476915	"RB1; retinoblastoma 1 (including osteosarcoma)"	ensembl:ENSCAFG00845025645	ncbigene:476915	hgnc.symbol:RB1	uniprot:A0A8I3PSW0;uniprot:A0A8I3PVZ7;uniprot:A0A8I3PXX2								
TBC1D8	GeneProduct	ncbigene:474551	""	ensembl:ENSCAFG00845012925	ncbigene:474551	hgnc.symbol:TBC1D8	uniprot:A0A8I3NIQ0;uniprot:A0A8I3NR04								
LOC607662	GeneProduct	ncbigene:607662	"HDAC4; histone deacetylase 4"	ensembl:ENSCAFG00845030282	ncbigene:607662	hgnc.symbol:HDAC4	uniprot:A0A8I3Q401;uniprot:A0A8I3QMU0								
CCND2	GeneProduct	ncbigene:611782	"CCND2; cyclin D2"	ensembl:ENSCAFG00845030681	ncbigene:611782	hgnc.symbol:CCND2	uniprot:A0A8I3Q7A5;uniprot:A0A8I3SCS2;uniprot:A0A8C0TQ69;uniprot:A0A8I3QCC5;uniprot:A0A8C0PG98								
PRKDC	GeneProduct	ncbigene:474176	"PRKDC; protein kinase  DNA-activated  catalytic polypeptide [EC:2.7.1.37]"	ensembl:ENSCAFG00845027748	ncbigene:474176		uniprot:A0A8I3SB89;uniprot:A0A8I3PUI7								
SMC1A	GeneProduct	ncbigene:480928	"SMC1L1; SMC1 structural maintenance of chromosomes 1-like 1 (yeast"	ensembl:ENSCAFG00845029049	ncbigene:480928		uniprot:A0A8I3Q022;uniprot:A0A8C0N1N1;uniprot:A0A8I3QRU9								
ORC3L	GeneProduct	ncbigene:474991	"ORC3L; origin recognition complex  subunit 3-like (yeast)"	ensembl:ENSCAFG00845005944	ncbigene:474991	hgnc.symbol:ORC3	uniprot:A0A8I3N1D9								
BUB3	GeneProduct	ncbigene:477857	"BUB3; BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)"	ensembl:ENSCAFG00845024586	ncbigene:477857		uniprot:A0A8I3Q430;uniprot:A0A8I3PQZ1;uniprot:A0A8C0P1N8;uniprot:A0A8I3PR36								
CHEK2	GeneProduct	ncbigene:486338	"CHEK2; CHK2 checkpoint homolog (S. pombe) [EC:2.7.1.-]"	ensembl:ENSCAFG00845030072	ncbigene:486338		uniprot:A0A8I3QAH4;uniprot:A0A8C0PGQ8;uniprot:A0A8I3Q323;uniprot:A0A8C0PGJ0								
LOC486589	GeneProduct	ncbigene:486589	"HDAC7A; histone deacetylase 7"	ensembl:ENSCAFG00845024987	ncbigene:486589	hgnc.symbol:HDAC7	uniprot:A0A8I3Q6K2;uniprot:A0A8I3S969;uniprot:A0A8I3PUW1;uniprot:A0A8I3PXZ0;uniprot:A0A8I3PPE8								
MDM2	GeneProduct	ncbigene:403693	"MDM2; Mdm2  transformed 3T3 cell double minute 2  p53 binding protein (mouse)"	ensembl:ENSCAFG00845016387	ncbigene:481154;ncbigene:403693		uniprot:A0A8I3P0X1;uniprot:A0A8I3P065;uniprot:A0A8C0QBA9;uniprot:A0A8I3NW94;uniprot:A0A8C0MSU5;uniprot:A0A8I3P023;uniprot:A0A8C0MPK3;uniprot:A0A8I3P7Y8;uniprot:A0A8C0MQW3;uniprot:A0A8C0QPR7;uniprot:A0A8I3P8W8;uniprot:A0A8C0RFN8;uniprot:A0A8I3NQH5;uniprot:A0A8I3P508;uniprot:A0A8I3P0F4;uniprot:A0A8C0MTD5;uniprot:P56950								
MCM7	GeneProduct	ncbigene:479737	"MCM7; MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)"												
