Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Acetylcholine	Metabolite	chebi:15355						wikidata:Q180623	chebi:15355;chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N
phosphatidylinositol 3,4-bisphosphate 	Metabolite	pubchem.compound:643960						wikidata:Q413692	chebi:84247;chebi:84247	inchikey:HKWJHKSHEWVOSS-OMDJCSNQSA-N
CoA	Metabolite	chebi:57287						wikidata:Q27124396	chebi:57287;chebi:57287	inchikey:RGJOEKWQDUBAIZ-IBOSZNHHSA-J
Acetyl CoA	Metabolite	hmdb:HMDB0247926								inchikey:ZSLZBFCDCINBPY-UHFFFAOYSA-N
CO2	Metabolite	chebi:16526						wikidata:Q1997	chebi:16526;chebi:16526	inchikey:CURLTUGMZLYLDI-UHFFFAOYSA-N
Choline	Metabolite	chebi:15354						wikidata:Q193166	chebi:15354;chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N
Serotonin	Metabolite	chebi:350546						wikidata:Q27225733	chebi:350546;chebi:350546	inchikey:QZAYGJVTTNCVMB-UHFFFAOYSA-O
H+	Metabolite	chebi:15378						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
(R)-N6-(S8-succinyldihydrolipoyl)-L-lysine residue	Metabolite	chebi:83120							chebi:83120	
2-oxoglutarate	Metabolite	chebi:16810						wikidata:Q27102088	chebi:16810;chebi:16810	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-L
(R)-N6-lipoyl-L-lysine residue	Metabolite	chebi:83099							chebi:83099	
H2O	Metabolite	chebi:15377						wikidata:Q283	chebi:15377;chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N
ADP-D-ribose	Metabolite	chebi:57967						wikidata:Q27125087	chebi:57967;chebi:57967	inchikey:SRNWOUGRCWSEMX-TYASJMOZSA-L
 	poly[(1''â†’2')-ADP-Î±-D-ribose]	Metabolite	chebi:142512							chebi:142512	
poly[(1''â†’2')-ADP-Î±-D-ribose]	Metabolite	chebi:16923						wikidata:Q27102134	chebi:16923;chebi:16923	inchikey:MQUUQXIFCBBFDP-VKHMYHEASA-L
Acetylcholine	Metabolite	chebi:15355						wikidata:Q180623	chebi:15355;chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N
Serotonin	Metabolite	chebi:350546						wikidata:Q27225733	chebi:350546;chebi:350546	inchikey:QZAYGJVTTNCVMB-UHFFFAOYSA-O
Acetylcholine	Metabolite	chebi:15355						wikidata:Q180623	chebi:15355;chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N
MIR4294	GeneProduct	ensembl:ENSG00000264800		ensembl:ENSG00000264800	ncbigene:100422895	hgnc.symbol:MIR4294				
UVSSA	GeneProduct	ensembl:ENSG00000163945	KIAA1530	ensembl:ENSG00000163945	ncbigene:57654	hgnc.symbol:UVSSA	uniprot:A0A7I2V554;uniprot:H0Y924;uniprot:A0A7I2V4K1;uniprot:A0A7I2V3L2;uniprot:Q2YD98			
FAM170B	GeneProduct	ensembl:ENSG00000172538		ensembl:ENSG00000172538	ncbigene:170370	hgnc.symbol:FAM170B	uniprot:A6NMN3			
ITCH	GeneProduct	ensembl:ENSG00000078747		ensembl:ENSG00000078747	ncbigene:83737	hgnc.symbol:ITCH	uniprot:A0A1W2PNZ8;uniprot:Q96J02;uniprot:A0A590UIY0;uniprot:A0A590UJ55;uniprot:A0A590UJQ1;uniprot:A0A590UJW8;uniprot:A0A590UK44			
SIRT1	GeneProduct	ensembl:ENSG00000096717		ensembl:ENSG00000096717	ncbigene:23411	hgnc.symbol:SIRT1	uniprot:A0A024QZQ1;uniprot:E9PC49;uniprot:Q96EB6;uniprot:B0QZ35			
NOG	GeneProduct	ensembl:ENSG00000183691		ensembl:ENSG00000183691	ncbigene:9241	hgnc.symbol:NOG	uniprot:Q13253			
HSF1	GeneProduct	ensembl:ENSG00000185122		ensembl:ENSG00000185122	ncbigene:3297	hgnc.symbol:HSF1	uniprot:Q00613;uniprot:E9PI02;uniprot:A0A087X1F9;uniprot:A0A087WWQ3;uniprot:A0A087WXG6;uniprot:E9PMQ6			
MEN1	GeneProduct	ensembl:ENSG00000133895		ensembl:ENSG00000133895	ncbigene:4221	hgnc.symbol:MEN1	uniprot:A0A5F9ZHS3;uniprot:A0A8C8KI72;uniprot:E7EN32;uniprot:E7ENS2;uniprot:A0A5F9ZI68;uniprot:A0A8C8KI51;uniprot:O00255;uniprot:Q9GZQ5			
BCL2	GeneProduct	ensembl:ENSG00000171791		ensembl:ENSG00000171791	ncbigene:596	hgnc.symbol:BCL2	uniprot:A0A7I2V3S7;uniprot:P10415;uniprot:A0A024R2B3;uniprot:A0A024R2C4;uniprot:A0A7I2V5Q7;uniprot:A0A7I2V4W1;uniprot:A0A7I2V5Q9			
SMAD1	GeneProduct	ensembl:ENSG00000170365		ensembl:ENSG00000170365	ncbigene:4086	hgnc.symbol:SMAD1	uniprot:D6RAY1;uniprot:D6RD62;uniprot:D6RDN7;uniprot:A0A1D5RMR4;uniprot:D6RBH9;uniprot:Q15797;uniprot:D6REQ3			
SMARCA5	GeneProduct	ensembl:ENSG00000153147		ensembl:ENSG00000153147	ncbigene:8467	hgnc.symbol:SMARCA5	uniprot:O60264			
LRRC18	GeneProduct	ensembl:ENSG00000165383		ensembl:ENSG00000165383	ncbigene:474354	hgnc.symbol:LRRC18	uniprot:Q8N456			
MYO1C	GeneProduct	ensembl:ENSG00000197879		ensembl:ENSG00000197879	ncbigene:4641	hgnc.symbol:MYO1C	uniprot:I3L501;uniprot:I3L2C3;uniprot:I3L3F5;uniprot:O00159;uniprot:F5H6E2;uniprot:I3L3Y6			
MAPK8	GeneProduct	ensembl:ENSG00000107643	JNK1	ensembl:ENSG00000107643	ncbigene:5599	hgnc.symbol:MAPK8	uniprot:C9J762;uniprot:C9JWQ4;uniprot:A0A3B3IRW7;uniprot:A1L4K2;uniprot:P45983			
BAZ1B	GeneProduct	ensembl:ENSG00000009954		ensembl:ENSG00000009954	ncbigene:9031	hgnc.symbol:BAZ1B	uniprot:Q9UIG0			
RGMB	GeneProduct	ensembl:ENSG00000174136		ensembl:ENSG00000174136	ncbigene:285704	hgnc.symbol:RGMB	uniprot:J3KNF6;uniprot:Q6NW40			
KDM4D	GeneProduct	ensembl:ENSG00000186280		ensembl:ENSG00000186280	ncbigene:55693	hgnc.symbol:KDM4D	uniprot:Q6B0I6			
RIF1	GeneProduct	ensembl:ENSG00000080345		ensembl:ENSG00000080345	ncbigene:55183	hgnc.symbol:RIF1	uniprot:H7C2B5;uniprot:Q5UIP0;uniprot:H7BZN3			
GDF5	GeneProduct	ensembl:ENSG00000125965		ensembl:ENSG00000125965	ncbigene:8200	hgnc.symbol:GDF5	uniprot:F1T0J1;uniprot:P43026			
NEO1	GeneProduct	ensembl:ENSG00000067141		ensembl:ENSG00000067141	ncbigene:4756	hgnc.symbol:NEO1	uniprot:Q92859;uniprot:Q59FP8			
MYBBP1A	GeneProduct	ensembl:ENSG00000132382		ensembl:ENSG00000132382	ncbigene:10514	hgnc.symbol:MYBBP1A	uniprot:Q9BQG0;uniprot:I3L1L3;uniprot:I3L311;uniprot:I3L2H8			
BMPR1A	GeneProduct	ensembl:ENSG00000107779		ensembl:ENSG00000107779	ncbigene:657	hgnc.symbol:BMPR1A	uniprot:P36894;uniprot:A0A087X0P8			
PCNA	GeneProduct	ensembl:ENSG00000132646		ensembl:ENSG00000132646	ncbigene:5111	hgnc.symbol:PCNA	uniprot:P12004			
SF3B1	GeneProduct	ensembl:ENSG00000115524		ensembl:ENSG00000115524	ncbigene:23451	hgnc.symbol:SF3B1	uniprot:B4DGZ4;uniprot:A0A494C1M2;uniprot:F8WC19;uniprot:O75533;uniprot:H7C341			
EIF4ENIF1	GeneProduct	ensembl:ENSG00000184708		ensembl:ENSG00000184708	ncbigene:56478	hgnc.symbol:EIF4ENIF1	uniprot:Q9NRA8;uniprot:B1AKL4;uniprot:B1AKL5;uniprot:B1AKL6;uniprot:A0A024R1K0;uniprot:H7C0J7;uniprot:B0QYZ7			
ARHGAP22	GeneProduct	ensembl:ENSG00000128805		ensembl:ENSG00000128805	ncbigene:58504	hgnc.symbol:ARHGAP22	uniprot:A0A2X0SFC0;uniprot:A6NHM7;uniprot:D6R9V6;uniprot:D6RBJ8;uniprot:Q7Z5H3;uniprot:A6NJ38			
SMARCC2	GeneProduct	ensembl:ENSG00000139613		ensembl:ENSG00000139613	ncbigene:6601	hgnc.symbol:SMARCC2	uniprot:Q8TAQ2;uniprot:A0A024RB22;uniprot:F8VZW6;uniprot:F8VXC8			
DDX21	GeneProduct	ensembl:ENSG00000165732		ensembl:ENSG00000165732	ncbigene:9188	hgnc.symbol:DDX21	uniprot:Q9NR30			
C10orf53	GeneProduct	ensembl:ENSG00000178645		ensembl:ENSG00000178645	ncbigene:282966	hgnc.symbol:C10orf53	uniprot:Q8N6V4			
WDFY4	GeneProduct	ensembl:ENSG00000128815		ensembl:ENSG00000128815	ncbigene:57705	hgnc.symbol:WDFY4	uniprot:A0A1W2PQ91;uniprot:Q6ZS81			
OGDHL	GeneProduct	ensembl:ENSG00000197444		ensembl:ENSG00000197444	ncbigene:55753	hgnc.symbol:OGDHL	uniprot:Q9ULD0			
CLOCK	GeneProduct	ensembl:ENSG00000134852		ensembl:ENSG00000134852	ncbigene:9575	hgnc.symbol:CLOCK	uniprot:C9JK03;uniprot:O15516			
NLRP3	GeneProduct	ensembl:ENSG00000162711		ensembl:ENSG00000162711	ncbigene:114548	hgnc.symbol:NLRP3	uniprot:A0A7I2PRX0;uniprot:A0A7I2R3P8;uniprot:A0A7I2PJH0;uniprot:A0A2R8YEG7;uniprot:A0A7I2PMC6;uniprot:A0A7I2YME5;uniprot:A0A7I2UNQ2			
PARG	GeneProduct	ensembl:ENSG00000227345		ensembl:ENSG00000227345	ncbigene:8505	hgnc.symbol:PARG	uniprot:Q86W56;uniprot:A0A087WX07;uniprot:A0A087WXI6			
C10orf128	GeneProduct	ensembl:ENSG00000204161	TMEM273	ensembl:ENSG00000204161	ncbigene:170371	hgnc.symbol:TMEM273	uniprot:G3V182;uniprot:Q5T290;uniprot:Q5T292;uniprot:A0A0A0MRR9			
ERCC5	GeneProduct	ensembl:ENSG00000134899		ensembl:ENSG00000134899	ncbigene:2073	hgnc.symbol:ERCC5	uniprot:A0A494C113;uniprot:F2Z2A1;uniprot:A0A494C0S2;uniprot:P28715;uniprot:A0A090HNM7			
C10orf71	GeneProduct	ensembl:ENSG00000177354	CEFIP	ensembl:ENSG00000177354	ncbigene:118461	hgnc.symbol:C10orf71	uniprot:Q711Q0			
ARNTL	GeneProduct	ensembl:ENSG00000133794		ensembl:ENSG00000133794	ncbigene:406	hgnc.symbol:ARNTL	uniprot:A0A669KB07;uniprot:E9PL54;uniprot:O00327;uniprot:E9PKN1;uniprot:A0A140VKD3;uniprot:A0A669KAV4;uniprot:A0A669KAX2;uniprot:E9PKG7;uniprot:E9PNI4;uniprot:H0YER9;uniprot:E9PRB1;uniprot:E9PSD2;uniprot:A0A669KBF4;uniprot:E9PI92			
DEK	GeneProduct	ensembl:ENSG00000124795		ensembl:ENSG00000124795	ncbigene:7913	hgnc.symbol:DEK	uniprot:A0A494C028;uniprot:B4DFG0;uniprot:H0Y8X0;uniprot:A0A494C198;uniprot:P35659;uniprot:D6R9L5;uniprot:H0Y993;uniprot:D6RDA2			
ERCC6	GeneProduct	ensembl:ENSG00000225830		ensembl:ENSG00000225830	ncbigene:2074	hgnc.symbol:ERCC6	uniprot:A0A096LNQ7;uniprot:Q03468;uniprot:P0DP91;uniprot:A0A7P0T9G4;uniprot:D6R9X7;uniprot:A0A7P0TA32;uniprot:A0A7P0T7Y4			
SMAD5	GeneProduct	ensembl:ENSG00000113658		ensembl:ENSG00000113658	ncbigene:4090	hgnc.symbol:SMAD5	uniprot:Q99717;uniprot:D6R9D4;uniprot:H0YAK7;uniprot:D6RBB4;uniprot:H0YAM3;uniprot:Q68DB7;uniprot:D6RIZ9			
ELOA	GeneProduct	ensembl:ENSG00000011007		ensembl:ENSG00000011007	ncbigene:6924	hgnc.symbol:ELOA	uniprot:A0A024RAC6;uniprot:Q14241			
ERCC8	GeneProduct	ensembl:ENSG00000049167		ensembl:ENSG00000049167	ncbigene:1161	hgnc.symbol:ERCC8	uniprot:A0A2R8YEZ3;uniprot:A0A804HJN0;uniprot:B3KPW7;uniprot:A0A2R8Y5I1;uniprot:A0A0S2Z3L1;uniprot:G3XAG7;uniprot:Q13216;uniprot:A0A6Q8PFI5;uniprot:A0A2R8YD24;uniprot:A0A804HJL3;uniprot:A0A7I2PE23;uniprot:A0A804HIH7;uniprot:A0A6Q8PH55;uniprot:C9JNT2			
JUND	GeneProduct	ensembl:ENSG00000130522		ensembl:ENSG00000130522	ncbigene:3727	hgnc.symbol:JUND	uniprot:P17535;uniprot:U3KPR5			
DLST	GeneProduct	ensembl:ENSG00000119689		ensembl:ENSG00000119689	ncbigene:1743	hgnc.symbol:DLST	uniprot:A0A024R6C9;uniprot:G3V5M3;uniprot:G3V3F0;uniprot:G3V5L9;uniprot:H0YJF9;uniprot:G3V498;uniprot:P36957;uniprot:B7ZAZ8;uniprot:Q86SW4			
CHAT	GeneProduct	ensembl:ENSG00000070748		ensembl:ENSG00000070748	ncbigene:1103	hgnc.symbol:CHAT	uniprot:P28329;uniprot:R4GN13;uniprot:A0A1W2PRG4;uniprot:A0A1W2PP46			
SLC18A3	GeneProduct	ensembl:ENSG00000187714		ensembl:ENSG00000187714	ncbigene:6572	hgnc.symbol:SLC18A3	uniprot:Q16572			
SIRT6	GeneProduct	ensembl:ENSG00000077463		ensembl:ENSG00000077463	ncbigene:51548	hgnc.symbol:SIRT6	uniprot:M0R0B2;uniprot:M0R1F6;uniprot:Q8N6T7;uniprot:M0QZ09;uniprot:M0QXA0;uniprot:M0R1N9			
CDH1	GeneProduct	ensembl:ENSG00000039068		ensembl:ENSG00000039068	ncbigene:999	hgnc.symbol:CDH1	uniprot:H3BVI7;uniprot:P12830;uniprot:H3BNC6;uniprot:A0A0U2ZQU7;uniprot:J3QKP1			
CUL5	GeneProduct	ensembl:ENSG00000166266		ensembl:ENSG00000166266	ncbigene:8065	hgnc.symbol:CUL5	uniprot:E9PP19;uniprot:Q93034;uniprot:H0YCA0			
VSTM4	GeneProduct	ensembl:ENSG00000165633		ensembl:ENSG00000165633	ncbigene:196740	hgnc.symbol:VSTM4	uniprot:Q8IW00			
HSF4	GeneProduct	ensembl:ENSG00000102878		ensembl:ENSG00000102878	ncbigene:3299	hgnc.symbol:HSF4	uniprot:H0YAU2;uniprot:H0YAR7;uniprot:H0YC14;uniprot:H0YC39;uniprot:Q9ULV5;uniprot:E5RK26;uniprot:H0YBS6;uniprot:H0YBT7;uniprot:E5RG51;uniprot:E5RJV4;uniprot:E7EWW4;uniprot:A0A024R6X7;uniprot:E5RHY0;uniprot:H0YBG9			
FRMPD2	GeneProduct	ensembl:ENSG00000170324		ensembl:ENSG00000170324	ncbigene:143162	hgnc.symbol:FRMPD2	uniprot:A0A1B0GUQ4;uniprot:Q68DX3;uniprot:A0A1B0GV40			
BMP2	GeneProduct	ensembl:ENSG00000125845		ensembl:ENSG00000125845	ncbigene:650	hgnc.symbol:BMP2	uniprot:C8C060;uniprot:P12643			
BMPR1B	GeneProduct	ensembl:ENSG00000138696		ensembl:ENSG00000138696	ncbigene:658	hgnc.symbol:BMPR1B	uniprot:O00238;uniprot:D6RGW8			
DRGX	GeneProduct	ensembl:ENSG00000165606		ensembl:ENSG00000165606	ncbigene:644168	hgnc.symbol:DRGX	uniprot:A6NNA5			
SMAD9	GeneProduct	ensembl:ENSG00000120693		ensembl:ENSG00000120693	ncbigene:4093	hgnc.symbol:SMAD9	uniprot:O15198;uniprot:A0A7I2R5A4;uniprot:A0A024RDR3			
