Label	Type	ID	Database	
Mapk14	GeneProduct	ENSRNOG00000000513	Ensembl
Jun	GeneProduct	ENSRNOG00000026293	Ensembl
Nras	GeneProduct	ENSRNOG00000023079	Ensembl
Raf1	GeneProduct	ENSRNOG00000010153	Ensembl
Map2k7	GeneProduct	ENSRNOG00000001047	Ensembl
Map3k3	GeneProduct	ENSRNOG00000061424	Ensembl
GTP	Metabolite	2564-35-4	CAS
LOC100912399	GeneProduct	ENSRNOG00000013177	Ensembl
Mapk3	GeneProduct	ENSRNOG00000053583	Ensembl
Elk1	GeneProduct	ENSRNOG00000010171	Ensembl
Map2	GeneProduct	ENSRNOG00000011841	Ensembl
Map2k4	GeneProduct	ENSRNOG00000003834	Ensembl
Hras	GeneProduct	ENSRNOG00000016611	Ensembl
Map3k12	GeneProduct	ENSRNOG00000015134	Ensembl
Mapk10	GeneProduct	ENSRNOG00000002079	Ensembl
Map2k2	GeneProduct	ENSRNOG00000020005	Ensembl
Mbp	GeneProduct	ENSRNOG00000016516	Ensembl
Mapk12	GeneProduct	ENSRNOG00000031233	Ensembl
GDP	Metabolite	146-91-8	CAS
Map2k6	GeneProduct	ENSRNOG00000004437	Ensembl
Sipa1	GeneProduct	ENSRNOG00000020726	Ensembl
Mapk1	GeneProduct	ENSRNOG00000001849	Ensembl
RapGAPII	GeneProduct		
Rasa3	GeneProduct	ENSRNOG00000017671	Ensembl
Rras	GeneProduct	ENSRNOG00000037247	Ensembl
Araf	GeneProduct	ENSRNOG00000010838	Ensembl
Kras	GeneProduct	ENSRNOG00000009338	Ensembl
Apoptosis	Pathway	WP254	WikiPathways
Map3k2	GeneProduct	ENSRNOG00000014089	Ensembl
Braf	GeneProduct	ENSRNOG00000010957	Ensembl
Map2k1	GeneProduct	ENSRNOG00000010176	Ensembl
Map2k3	GeneProduct	ENSRNOG00000049132	Ensembl
Map2k4	GeneProduct	ENSRNOG00000003834	Ensembl
Plcb3	GeneProduct	ENSRNOG00000021150	Ensembl
