Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Ca2+	Metabolite	hmdb:HMDB0000464							chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Pyruvate	Metabolite	hmdb:HMDB0000243							chebi:32816;chebi:32816	inchikey:LCTONWCANYUPML-UHFFFAOYSA-N
ATP	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
Glucose	Metabolite	hmdb:HMDB0000122							chebi:15903;chebi:15903	inchikey:WQZGKKKJIJFFOK-VFUOTHLCSA-N
KCNJ11	GeneProduct	ensembl:ENSBTAG00000016170	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000187486	ensembl:ENSBTAG00000016170	ncbigene:532060		uniprot:A2VDS4			
TNF	GeneProduct	ensembl:ENSBTAG00000025471	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000232810	ensembl:ENSBTAG00000025471	ncbigene:280943		uniprot:A0A452DJ61			
IR-A	GeneProduct	ensembl:ENSBTAG00000012687	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000171105	ensembl:ENSBTAG00000012687	ncbigene:408017		uniprot:A0A3Q1MPC4;uniprot:A0A3Q1MJG0;uniprot:A0A3Q1LFL2;uniprot:A0A3Q1LMR3;uniprot:A0A3Q1MJC8;uniprot:A0A3Q1LT37;uniprot:A0A3Q1LXB5;uniprot:F1MV64;uniprot:A0A3Q1LTR4;uniprot:A0A3Q1MMU0			
MAPK1	GeneProduct	ensembl:ENSBTAG00000010312	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000100030	ensembl:ENSBTAG00000010312	ncbigene:327672		uniprot:P46196			
MAFA	GeneProduct	ensembl:ENSBTAG00000026344	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000182759	ensembl:ENSBTAG00000026344	ncbigene:618421		uniprot:G3MXT0			
SLC2A4	GeneProduct	ensembl:ENSBTAG00000009190	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000181856	ensembl:ENSBTAG00000009190	ncbigene:282359		uniprot:Q27994			
SLC2A2	GeneProduct	ensembl:ENSBTAG00000005386	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000163581	ensembl:ENSBTAG00000005386	ncbigene:282357		uniprot:P58351;uniprot:A0A3Q1N3G2;uniprot:A0A3Q1MH78			
PRKCZ	GeneProduct	ensembl:ENSBTAG00000014119	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000067606	ensembl:ENSBTAG00000014119	ncbigene:286877		uniprot:A0A3Q1MI80;uniprot:A0JNH7;uniprot:A0A3Q1MSP9			
INS	GeneProduct	ensembl:ENSBTAG00000013003	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000129965	ensembl:ENSBTAG00000013003	ncbigene:280829		uniprot:A5PJB2			
PIK3R5	GeneProduct	ensembl:ENSBTAG00000005978	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000141506	ensembl:ENSBTAG00000005978	ncbigene:614838		uniprot:E1BCV1;uniprot:G3MYA0			
