Label	Type	ID	Database	
egfra	GeneProduct	378478	Entrez Gene
itga1	GeneProduct	570868	Entrez Gene
f2r	GeneProduct	558477	Entrez Gene
f2	GeneProduct	325881	Entrez Gene
fn1	GeneProduct	100005469	Entrez Gene
gna12	GeneProduct	503589	Entrez Gene
SOS1	GeneProduct		
gna13a	GeneProduct	326825	Entrez Gene
LOC558288	GeneProduct	558288	Entrez Gene
csk	GeneProduct	556454	Entrez Gene
VAV1	GeneProduct		
bcar1	GeneProduct	568309	Entrez Gene
crk	GeneProduct	445234	Entrez Gene
ptk2.1	GeneProduct	142986	Entrez Gene
mos	GeneProduct	795517	Entrez Gene
map2k1	GeneProduct	406728	Entrez Gene
mapk1	GeneProduct	360144	Entrez Gene
LOC792708	GeneProduct	792708	Entrez Gene
GNG12	GeneProduct		
fgd1	GeneProduct	560305	Entrez Gene
cdc42l	GeneProduct	793158	Entrez Gene
iqgap1	GeneProduct	100002928	Entrez Gene
ARHGEF1	GeneProduct		
BAIAP2	GeneProduct		
ENAH	GeneProduct		
wasb	GeneProduct	335158	Entrez Gene
ARPC5	GeneProduct		
ACTB	GeneProduct		
zgc:153713	GeneProduct	751630	Entrez Gene
ROCK1	GeneProduct		
GRLF1	GeneProduct		
rac1	GeneProduct	327204	Entrez Gene
RAC3	GeneProduct		
rac2	GeneProduct	415151	Entrez Gene
CD14	GeneProduct		
egf	GeneProduct	403045	Entrez Gene
FGF1	GeneProduct		
FGF2	GeneProduct		
fgf3	GeneProduct	30549	Entrez Gene
fgf4	GeneProduct	570435	Entrez Gene
fgf5	GeneProduct	494454	Entrez Gene
FGF9	GeneProduct		
FGF20	GeneProduct		
PDGFB	GeneProduct		
FGF6	GeneProduct		
FGF11	GeneProduct		
FGF22	GeneProduct		
fgf7	GeneProduct	493181	Entrez Gene
fgf12a	GeneProduct	777735	Entrez Gene
fgf17	GeneProduct	407737	Entrez Gene
fgf23	GeneProduct	494456	Entrez Gene
fgf8a	GeneProduct	30538	Entrez Gene
FGF13	GeneProduct		
FGF18	GeneProduct		
fgf10a	GeneProduct	359830	Entrez Gene
FGF21	GeneProduct		
fgfr1a	GeneProduct	30705	Entrez Gene
fgfr3	GeneProduct	58129	Entrez Gene
fgfr2	GeneProduct	352940	Entrez Gene
fgfr4	GeneProduct	100000160	Entrez Gene
pdgfra	GeneProduct	30745	Entrez Gene
pdgfrb	GeneProduct	559529	Entrez Gene
sos2	GeneProduct	561670	Entrez Gene
rras	GeneProduct	449660	Entrez Gene
rras2	GeneProduct	550513	Entrez Gene
kras	GeneProduct	445289	Entrez Gene
pik3r4	GeneProduct	564088	Entrez Gene
si:dkey-24l11.7	GeneProduct	571356	Entrez Gene
im:7150469	GeneProduct	567938	Entrez Gene
PIK3C2G	GeneProduct		
pik3c3	GeneProduct	548346	Entrez Gene
PIK3CA	GeneProduct		
pik3cb	GeneProduct	100002263	Entrez Gene
pik3cd	GeneProduct	394174	Entrez Gene
pik3cg	GeneProduct	406598	Entrez Gene
pik3r2	GeneProduct	404211	Entrez Gene
LOC557176	GeneProduct	557176	Entrez Gene
pik3r3	GeneProduct	100000252	Entrez Gene
raf1b	GeneProduct	557109	Entrez Gene
braf	GeneProduct	403065	Entrez Gene
MAP2K2	GeneProduct		
mapk3	GeneProduct	399480	Entrez Gene
mapk4	GeneProduct	406782	Entrez Gene
mapk6	GeneProduct	565830	Entrez Gene
dock1	GeneProduct	572187	Entrez Gene
chrm2a	GeneProduct	352938	Entrez Gene
chrm3a	GeneProduct	571679	Entrez Gene
LOC100330960	GeneProduct	100330960	Entrez Gene
bdkrb1	GeneProduct	368199	Entrez Gene
chrm5a	GeneProduct	553978	Entrez Gene
rock2a	GeneProduct	317747	Entrez Gene
LOC558288	GeneProduct	558288	Entrez Gene
arhgef7a	GeneProduct	553493	Entrez Gene
apc	GeneProduct	386762	Entrez Gene
Apc2	GeneProduct		
pak1	GeneProduct	373103	Entrez Gene
pak2a	GeneProduct	266749	Entrez Gene
PAK3	GeneProduct		
zgc:92014	GeneProduct	431769	Entrez Gene
PAK6	GeneProduct		
pak7	GeneProduct	405898	Entrez Gene
PFN1	GeneProduct		
WASF2	GeneProduct		
BAIAP2	GeneProduct		
ARPC5	GeneProduct		
nckap1	GeneProduct	561894	Entrez Gene
WASF1	GeneProduct		
TMSB4X	GeneProduct		
VIL2	GeneProduct		
LOC568935	GeneProduct	568935	Entrez Gene
msnb	GeneProduct	553434	Entrez Gene
slc9a1	GeneProduct	795135	Entrez Gene
pip4k2aa	GeneProduct	560360	Entrez Gene
msna	GeneProduct	286739	Entrez Gene
pip5k1ab	GeneProduct	492549	Entrez Gene
pip5k1bb	GeneProduct	447840	Entrez Gene
LOC555920	GeneProduct	555920	Entrez Gene
si:ch211-197g15.13	GeneProduct	798876	Entrez Gene
PFN1	GeneProduct		
PIP5K2C	GeneProduct		
LOC100149843	GeneProduct	100149843	Entrez Gene
vcl	GeneProduct	552980	Entrez Gene
actn1	GeneProduct	560400	Entrez Gene
ppp1r12a	GeneProduct	445393	Entrez Gene
mylkb	GeneProduct	492576	Entrez Gene
pip4k2aa	GeneProduct	560360	Entrez Gene
limk1	GeneProduct	735292	Entrez Gene
myl1	GeneProduct	336165	Entrez Gene
CFL1	GeneProduct		
zgc:114164	GeneProduct	574004	Entrez Gene
cfl2	GeneProduct	403001	Entrez Gene
vcl	GeneProduct	552980	Entrez Gene
gsna	GeneProduct	321099	Entrez Gene
myh10	GeneProduct	555454	Entrez Gene
wu:fc03h05	GeneProduct	323588	Entrez Gene
LOC100536317	GeneProduct	100536317	Entrez Gene
nras	GeneProduct	30380	Entrez Gene
C11orf13	GeneProduct		
INS1	GeneProduct		
INS2	GeneProduct		
FGF15	GeneProduct		
fgf14	GeneProduct	497642	Entrez Gene
fgf16	GeneProduct	692065	Entrez Gene
PDGFA	GeneProduct		
si:dkey-74f15.3	GeneProduct	559017	Entrez Gene
cyfip2	GeneProduct	100002872	Entrez Gene
zgc:86903	GeneProduct	415187	Entrez Gene
ACTB	GeneProduct		
ACTG1	GeneProduct		
ACTG1	GeneProduct		
SSH3	GeneProduct		
SSH2	GeneProduct		
ssh1b	GeneProduct	567479	Entrez Gene
RAC1P4	GeneProduct		
DIAP1	GeneProduct		
ACTB	GeneProduct		
ACTG1	GeneProduct		
vil1l	GeneProduct	393207	Entrez Gene
LOC565130	GeneProduct	565130	Entrez Gene
LOC442775	GeneProduct		
chrm4a	GeneProduct	100150701	Entrez Gene
zgc:153663	GeneProduct	767646	Entrez Gene
DIAP3	GeneProduct		
Bradykinin	Metabolite	58-82-2	CAS
Acetylcholine	Metabolite	51-84-3	CAS
LPS	Metabolite	C00338	KEGG Compound
PIP3	Metabolite	C05981	KEGG Compound
PIP2	Metabolite	C04637	KEGG Compound
PIP2	Metabolite	C04637	KEGG Compound
Focal Adhesion
pathway	Pathway	WP306	WikiPathways
Focal Adhesion
pathway	Pathway	WP306	WikiPathways
Adherens junction
pathway	Pathway		
MAPK Signaling
pathway	Pathway	WP382	WikiPathways
