ID	Database	Citation
1492101	Pubmed	"el Attar TM, Lin HS. Effect of vitamin C and vitamin E on prostaglandin synthesis by fibroblasts and squamous carcinoma cells. Prostaglandins Leukot Essent Fatty Acids. 1992 Dec;47(4):253–7. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1492101"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1492101"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1492101"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1542667	Pubmed	"Sica A, Tan TH, Rice N, Kretzschmar M, Ghosh P, Young HA. The c-rel protooncogene product c-Rel but not NF-kappa B binds to the intronic region of the human interferon-gamma gene at a site related to an interferon-stimulable response element. Proc Natl Acad Sci U S A. 1992 Mar 1;89(5):1740–4. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1542667"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1542667"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1542667"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1597321	Pubmed	"Kosco MH, Gray D. Signals involved in germinal center reactions. Immunol Rev. 1992 Apr;126:63–76. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1597321"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1597321"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1597321"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1848582	Pubmed	"Kilpatrick L, Johnson JL, Nickbarg EB, Wang ZM, Clifford TF, Banach M, et al. Inhibition of human neutrophil superoxide generation by alpha 1-antichymotrypsin. J Immunol. 1991 Apr 1;146(7):2388–93. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1848582"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1848582"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1848582"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2602371	Pubmed	"Shigenaga MK, Gimeno CJ, Ames BN. Urinary 8-hydroxy-2’-deoxyguanosine as a biological marker of in vivo oxidative DNA damage. Proc Natl Acad Sci U S A. 1989 Dec;86(24):9697–701. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2602371"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2602371"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2602371"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2992548	Pubmed	"McCay PB. Vitamin E: interactions with free radicals and ascorbate. Annu Rev Nutr. 1985;5:323–40. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2992548"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2992548"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2992548"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3283935	Pubmed	"Mahley RW. Apolipoprotein E: cholesterol transport protein with expanding role in cell biology. Science. 1988 Apr 29;240(4852):622–30. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3283935"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3283935"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3283935"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3790723	Pubmed	"Reilly IA, FitzGerald GA. Inhibition of thromboxane formation in vivo and ex vivo: implications for therapy with platelet inhibitory drugs. Blood. 1987 Jan;69(1):180–6. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3790723"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3790723"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3790723"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3954771	Pubmed	"Abu Khaled M, Watkins CL, Krumdieck CL. Inactivation of B12 and folate coenzymes by butyl nitrite as observed by NMR: implications on one-carbon transfer mechanism. Biochem Biophys Res Commun. 1986 Feb 26;135(1):201–7. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3954771"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3954771"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3954771"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
4086942	Pubmed	"Clifton PM, Mackinnon AM, Barter PJ. Effects of serum amyloid A protein (SAA) on composition, size, and density of high density lipoproteins in subjects with myocardial infarction. J Lipid Res. 1985 Dec;26(12):1389–98. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/4086942"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/4086942"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/4086942"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
4390543	Pubmed	"Walker GA, Murphy S, Huennekens FM. Enzymatic conversion of vitamin B 12a to adenosyl-B 12: evidence for the existence of two separate reducing systems. Arch Biochem Biophys. 1969 Oct;134(1):95–102. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/4390543"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/4390543"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/4390543"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
6107306	Pubmed	"Chanarin I. Cobalamins and nitrous oxide: a review. J Clin Pathol. 1980 Oct;33(10):909–16. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6107306"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6107306"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6107306"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
6668142	Pubmed	"Hooper PL, Hooper EM, Hunt WC, Garry PJ, Goodwin JS. Vitamins, lipids and lipoproteins in a healthy elderly population. Int J Vitam Nutr Res. 1983;53(4):412–9. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6668142"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6668142"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6668142"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
6885824	Pubmed	"Kovachy RJ, Copley SD, Allen RH. Recognition, isolation, and characterization of rat liver D-methylmalonyl coenzyme A hydrolase. J Biol Chem. 1983 Sep 25;258(18):11415–21. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6885824"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6885824"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6885824"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8413223	Pubmed	"Hiscott J, Marois J, Garoufalis J, D’Addario M, Roulston A, Kwan I, et al. Characterization of a functional NF-kappa B site in the human interleukin 1 beta promoter: evidence for a positive autoregulatory loop. Mol Cell Biol. 1993 Oct;13(10):6231–40. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8413223"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8413223"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8413223"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9159205	Pubmed	"Feghali CA, Wright TM. Cytokines in acute and chronic inflammation. Front Biosci. 1997 Jan 1;2:d12-26. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9159205"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9159205"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9159205"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9368067	Pubmed	"Paz K, Hemi R, LeRoith D, Karasik A, Elhanany E, Kanety H, et al. A molecular basis for insulin resistance. Elevated serine/threonine phosphorylation of IRS-1 and IRS-2 inhibits their binding to the juxtamembrane region of the insulin receptor and impairs their ability to undergo insulin-induced tyrosine phosphorylation. J Biol Chem. 1997 Nov 21;272(47):29911–8. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9368067"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9368067"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9368067"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9587028	Pubmed	"Fowler B. Genetic defects of folate and cobalamin metabolism. Eur J Pediatr. 1998 Apr;157 Suppl 2:S60-6. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9587028"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9587028"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9587028"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9627909	Pubmed	"Mamalakis G, Kafatos A, Tornaritis M, Alevizos B. Anxiety and adipose essential fatty acid precursors for prostaglandin E1 and E2. J Am Coll Nutr. 1998 Jun;17(3):239–43. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9627909"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9627909"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9627909"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9730949	Pubmed	"Wu D, Mura C, Beharka AA, Han SN, Paulson KE, Hwang D, et al. Age-associated increase in PGE2 synthesis and COX activity in murine macrophages is reversed by vitamin E. Am J Physiol. 1998 Sep;275(3):C661-8. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9730949"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9730949"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9730949"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10048303	Pubmed	"Janciauskiene S, Wright HT. Inflammation, antichymotrypsin, and lipid metabolism: autogenic etiology of Alzheimer’s disease. Bioessays. 1998 Dec;20(12):1039–46. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10048303"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10048303"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10048303"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10064852	Pubmed	"Marnett LJ. Lipid peroxidation-DNA damage by malondialdehyde. Mutat Res. 1999 Mar 8;424(1–2):83–95. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10064852"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10064852"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10064852"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
