Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Delgocitinib	Metabolite	drugbank:DB16133	""					wikidata:Q76620858	chebi:167600	inchikey:LOWWYYZBZNSPDT-ZBEGNZNMSA-N	pubchem.compound:50914062				
Dupilumab	Metabolite	drugbank:DB12159	""					wikidata:Q5315925							
Upadacitinib	Metabolite	drugbank:DB15091	""					wikidata:Q27074125		inchikey:WYQFJHHDOKWSHR-MNOVXSKESA-N	pubchem.compound:58557659	chemspider:44210449			
Abrocitinib	Metabolite	drugbank:DB14973	""					wikidata:Q76656815		inchikey:IUEWXNHSKRWHDY-UHFFFAOYSA-N	pubchem.compound:78323835	chemspider:58824300			
Baricitinib	Metabolite	drugbank:DB11817	""					wikidata:Q4860707	chebi:95341	inchikey:XUZMWHLSFXCVMG-UHFFFAOYSA-N	pubchem.compound:44205240	chemspider:26373084	hmdb:HMDB0248873		
Ruxolitinib	Metabolite	drugbank:DB08877	""					wikidata:Q7383611	chebi:66919	inchikey:HFNKQEVNSGCOJV-OAHLLOKOSA-N	pubchem.compound:25126798	chemspider:25027389			
Tralokinumab	Metabolite	drugbank:DB12169	""					wikidata:Q7833105							
Nemolizumab	Metabolite	drugbank:DB15252	""												
Allergen	Metabolite	chebi:50904	""						chebi:50904						
JAK3	GeneProduct	ensembl:ENSG00000105639	""	ensembl:ENSG00000105639	ncbigene:3718	hgnc.symbol:JAK3	uniprot:A0A0S2Z4R7;uniprot:A0A024R7M7;uniprot:P52333								
IL2RG	GeneProduct	ensembl:ENSG00000147168	"'CD132' in source"	ensembl:ENSG00000147168	ncbigene:3561	hgnc.symbol:IL2RG	uniprot:P31785;uniprot:D6R964;uniprot:D6RDW9;uniprot:H0Y8J6								
IL4R	GeneProduct	ensembl:ENSG00000077238	"'IL4RA' in source"	ensembl:ENSG00000077238	ncbigene:3566	hgnc.symbol:IL4R	uniprot:H3BSE7;uniprot:A0A0G2JLA1;uniprot:H3BRH7;uniprot:P24394;uniprot:I3L4W9;uniprot:I3L4H7;uniprot:J9JII2;uniprot:H3BTD9;uniprot:Q5FC08								
STAT6	GeneProduct	ensembl:ENSG00000166888	""	ensembl:ENSG00000166888	ncbigene:6778	hgnc.symbol:STAT6	uniprot:G3V370;uniprot:A0A1W2PNW1;uniprot:A0A494C0T4;uniprot:G3V5I8;uniprot:Q5FBW6;uniprot:H0YIY2;uniprot:P42226;uniprot:G3V2H4;uniprot:G3V5K5;uniprot:H0YJH6;uniprot:G3V2L2;uniprot:G3V2M3;uniprot:G3V568								
