ID	Database	Citation
16286919	Pubmed	"A Toll-like receptor-independent antiviral response induced by double-stranded B-form DNA. Ishii KJ, Coban C, Kato H, Takahashi K, Torii Y, Takeshita F, et al. Nat Immunol. 2006 Jan;7(1):40–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16286919"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16286919"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16286919"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18280611	Pubmed	"Cytosolic DNA recognition for triggering innate immune responses. Takaoka A, Taniguchi T. Adv Drug Deliv Rev. 2008 Apr 29;60(7):847–57.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18280611"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18280611"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18280611"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18375758	Pubmed	"Regulation of innate immune responses by DAI (DLM-1/ZBP1) and other DNA-sensing molecules. Wang Z, Choi MK, Ban T, Yanai H, Negishi H, Lu Y, et al. Proc Natl Acad Sci U S A. 2008 Apr 8;105(14):5477–82.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18375758"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18375758"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18375758"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18573338	Pubmed	"Intracellular DNA sensors in immunity. Takeshita F, Ishii KJ. Curr Opin Immunol. 2008 Aug;20(4):383–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18573338"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18573338"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18573338"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18724932	Pubmed	"Trex1 prevents cell-intrinsic initiation of autoimmunity. Stetson DB, Ko JS, Heidmann T, Medzhitov R. Cell. 2008 Aug 22;134(4):587–98.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18724932"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18724932"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18724932"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18941233	Pubmed	"Receptor-interacting protein homotypic interaction motif-dependent control of NF-kappa B activation via the DNA-dependent activator of IFN regulatory factors. Kaiser WJ, Upton JW, Mocarski ES. J Immunol. 2008 Nov 1;181(9):6427–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18941233"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18941233"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18941233"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19122387	Pubmed	"DNA sensors in innate immune system. Takaoka A, Shinohara S. Uirusu. 2008 Jun;58(1):37–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19122387"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19122387"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19122387"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19321146	Pubmed	"Innate immunity: cytoplasmic DNA sensing by the AIM2 inflammasome. Schroder K, Muruve DA, Tschopp J. Curr Biol. 2009 Mar 24;19(6):R262-5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19321146"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19321146"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19321146"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19362700	Pubmed	"Regulation of the cytosolic DNA-sensing system in innate immunity: a current view. Yanai H, Savitsky D, Tamura T, Taniguchi T. Curr Opin Immunol. 2009 Feb;21(1):17–22.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19362700"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19362700"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19362700"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19497760	Pubmed	"The innate immune response to DNA. Vilaysane A, Muruve DA. Semin Immunol. 2009 Aug;21(4):208–14.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19497760"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19497760"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19497760"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
