Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Pentacarboxyl porphyrinogen III	Metabolite	hmdb:HMDB0001957	"Alternative name: Pentacarboxyporphyrinogen III"							inchikey:QDDLLFZOMVJQEQ-XJTMSCLRSA-N	pubchem.compound:21252264	chemspider:13628281	hmdb:HMDB0001957		
Protoporphyrin IX	Metabolite	chebi:57306	""					wikidata:Q27124409	chebi:57306	inchikey:KSFOVUSSGSKXFI-UJJXFSCMSA-L		chemspider:26330690			
Uroporphyrinogen III	Metabolite	chebi:15437	""					wikidata:Q897727	chebi:15437	inchikey:HUHWZXWWOFSFKF-UHFFFAOYSA-N	pubchem.compound:1179	chemspider:1146	hmdb:HMDB0001086	kegg.compound:C01051	
Coproporphyrinogen I	Metabolite	chebi:28607	""					wikidata:Q2468963	chebi:28607	inchikey:SBJVDTBACUMFFD-KQYNXXCUSA-N;inchikey:WIUGGJKHYQIGNH-UHFFFAOYSA-N	pubchem.compound:440776	chemspider:389645	hmdb:HMDB0011680;hmdb:HMDB0002158	kegg.compound:C05768	
Protoporphyrinogen IX	Metabolite	chebi:15435	""					wikidata:Q925685	chebi:15435	inchikey:UHSGPDMIQQYNAX-UHFFFAOYSA-N	pubchem.compound:121893	chemspider:108741	hmdb:HMDB0001097	kegg.compound:C01079	
Protoheme	Metabolite	chebi:26355	"Alternative name: Heme"					wikidata:Q620084	chebi:26355	inchikey:KABFMIBPWCXCRK-RGGAHWMASA-L	pubchem.compound:444098	chemspider:16739950	hmdb:HMDB0003178	kegg.compound:C00032	
delta-aminolevulinic acid	Metabolite	chebi:17549	""					wikidata:Q238474;wikidata:Q106345489	chebi:17549;chebi:356416	inchikey:ZGXJTSGNIOSYLO-UHFFFAOYSA-N	pubchem.compound:137	chemspider:134	hmdb:HMDB0001149	kegg.compound:C00430	lipidmaps:LMFA01100055
Glycine	Metabolite	hmdb:HMDB0000123	"Alternative name: Glycine"						chebi:15428	inchikey:DHMQDGOQFOQNFH-UHFFFAOYSA-N	pubchem.compound:750	chemspider:730	hmdb:HMDB0000123	kegg.compound:C00037	
Porphobilinogen	Metabolite	chebi:17381	""					wikidata:Q421178	chebi:17381	inchikey:QSHWIQZFGQKFMA-UHFFFAOYSA-N	pubchem.compound:1021	chemspider:995	hmdb:HMDB0000245	kegg.compound:C00931	
hydroxymethylbilane	Metabolite	chebi:57845	""					wikidata:Q27124997	chebi:57845	inchikey:WDFJYRZCZIUBPR-UHFFFAOYSA-F	pubchem.compound:46931104				
Uroporphyrinogen I	Metabolite	chebi:28766	""					wikidata:Q2468955	chebi:28766	inchikey:QTTNOSKSLATGQB-UHFFFAOYSA-N	pubchem.compound:440775	chemspider:389644	hmdb:HMDB0002211	kegg.compound:C05766	
succinyl-CoA	Metabolite	chebi:15380	""					wikidata:Q419560	chebi:15380	inchikey:VNOYUJKHFWYWIR-ITIYDSSPSA-N	pubchem.compound:92133	chemspider:83179	hmdb:HMDB0001022	kegg.compound:C00091	lipidmaps:LMFA07050370
Heptacarboxylporphyrin III	Metabolite	hmdb:HMDB0001956	"Alternative name: Heptacarboxyporphyrinogen III"							inchikey:UXXBQPAQUFNNGY-FLBNTIIFSA-N			hmdb:HMDB0001956		
Pentacarboxylporphyrin I	Metabolite	hmdb:HMDB0000789	"Alternative name: Pentacarboxyporphyrinogen I"							inchikey:YDYIPLSPVWGSRD-TXUIXYGZSA-N		chemspider:147620	hmdb:HMDB0000789		
