Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
D-serine	Metabolite	chebi:35247	""					wikidata:Q106345496;wikidata:Q27077119	chebi:16523;chebi:35247	inchikey:MTCFGRXMJLQNBG-UWTATZPHSA-N	pubchem.compound:71077	chemspider:64231	hmdb:HMDB0003406	kegg.compound:C00740	
3-Phosphoserine	Metabolite	chebi:57524	""					wikidata:Q27124754	chebi:57524	inchikey:BZQFBWGGLXLEPQ-REOHCLBHSA-L	pubchem.compound:7059387	chemspider:5415612			
Mg²⁺	Metabolite	chebi:18420	""					wikidata:Q26987404	chebi:18420	inchikey:JLVVSXFLKOJNIY-UHFFFAOYSA-N	pubchem.compound:888	chemspider:865	hmdb:HMDB0000547	kegg.compound:C00305	
NAD+	Metabolite	chebi:15846	""					wikidata:Q26987253	chebi:15846	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-O	pubchem.compound:5893	chemspider:5682	hmdb:HMDB0000902	kegg.compound:C00003	
(2R)-3-phosphoglycerate	Metabolite	chebi:58272	""					wikidata:Q27125660	chebi:58272	inchikey:OSJPPGNTCRNQQC-UWTATZPHSA-K	pubchem.compound:25245548	chemspider:23096232			
Phosphatidylserine	Metabolite	chebi:18303	""					wikidata:Q2354337	chebi:18303	inchikey:UNJJBGNPUUVVFQ-ZJUUUORDSA-N	pubchem.compound:6323481	chemspider:13628254	hmdb:HMDB0014291		
PLP	Metabolite	chebi:18405	""					wikidata:Q418957	chebi:18405	inchikey:NGVDGCNFYWLIFO-UHFFFAOYSA-N	pubchem.compound:1051	chemspider:1022	hmdb:HMDB0001491	kegg.compound:C00018	
Glycine	Metabolite	chebi:57305	""					wikidata:Q106345678;wikidata:Q620730	chebi:15428;chebi:57305	inchikey:DHMQDGOQFOQNFH-UHFFFAOYSA-N	pubchem.compound:750;pubchem.compound:5257127	chemspider:730	hmdb:HMDB0000123	kegg.compound:C00037	
Methylene-THF	Metabolite	chebi:15636	""					wikidata:Q27098159	chebi:15636	inchikey:QYNUQALWYRSVHF-OLZOCXBDSA-L;inchikey:MEANFMOQMXYMCT-OLZOCXBDSA-N;inchikey:QYNUQALWYRSVHF-PZORYLMUSA-N	pubchem.compound:135450599;pubchem.compound:9548565;pubchem.compound:439175;pubchem.compound:135398644	chemspider:559356;chemspider:7827491;chemspider:388320	hmdb:HMDB0001354;hmdb:HMDB0001533	kegg.compound:C00143;kegg.compound:C00445	
pyruvate	Metabolite	chebi:15361	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901		kegg.compound:C00022	
glucose	Metabolite	chebi:17234	""					wikidata:Q37525	chebi:17234					kegg.compound:C00293	
H⁺	Metabolite	chebi:15378	""					wikidata:Q506710	chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N	pubchem.compound:1038	chemspider:1010	hmdb:HMDB0059597	kegg.compound:C00080	
D-Glyceraldehyde 3-phosphate	Metabolite	chebi:29052	""					wikidata:Q26992303	chebi:29052	inchikey:LXJXRIRHZLFYRP-VKHMYHEASA-N	pubchem.compound:439168	chemspider:388314	hmdb:HMDB0001112	kegg.compound:C00118	
3-Phosphohydroxypyruvate	Metabolite	chebi:18110	""					wikidata:Q27102826	chebi:18110	inchikey:LFLUCDOSQPJJBE-UHFFFAOYSA-K	pubchem.compound:5460375	chemspider:4573923	hmdb:HMDB0304153		
L-serine	Metabolite	chebi:33384	""					wikidata:Q106345473;wikidata:Q183290	chebi:33384;chebi:17115	inchikey:MTCFGRXMJLQNBG-REOHCLBHSA-N	pubchem.compound:5951;pubchem.compound:6857581	chemspider:5736	hmdb:HMDB0000187	kegg.compound:C00065	
NADH	Metabolite	chebi:57945	""					wikidata:Q27125072	chebi:57945	inchikey:BOPGDPNILDQYTO-NNYOXOHSSA-L	pubchem.compound:21604869	chemspider:10239197			
glutamate	Metabolite	chebi:29985	""					wikidata:Q27104095	chebi:29985	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-M	pubchem.compound:11840951;pubchem.compound:14598502	chemspider:4573882			
2-Ketoglutarate	Metabolite	chebi:16810	""					wikidata:Q27102088	chebi:16810	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-L	pubchem.compound:164533	chemspider:144236		kegg.compound:C00026	
H₂O	Metabolite	chebi:15377	""					wikidata:Q283	chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:22247451;pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
Pi	Metabolite	chebi:43474	""					wikidata:Q27104508	chebi:43474	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-L	pubchem.compound:3681305	chemspider:2913859			
dTMP	Metabolite	chebi:63528	""					wikidata:Q743705	chebi:63528	inchikey:GYOZYWVXFNDGLU-XLPZGREQSA-L	pubchem.compound:16755631	chemspider:10239189		kegg.compound:C00364	
dUMP	Metabolite	chebi:246422	""					wikidata:Q27225714	chebi:246422	inchikey:JSRLJPSBLDHEIO-SHYZEUOFSA-L	pubchem.compound:18601100	chemspider:18555972			
DHF	Metabolite	chebi:57451	"aka 7,8-dihydrofolate"					wikidata:Q27124696	chebi:57451	inchikey:OZRNSSUDZOLUSN-LBPRGKRZSA-L	pubchem.compound:135398603;pubchem.compound:40480038;pubchem.compound:165361791				
THF	Metabolite	chebi:57453	""					wikidata:Q27124699	chebi:57453	inchikey:MSTNYGQPCMXVAQ-RYUDHWBXSA-L	pubchem.compound:135398649				
sphingolipids	Metabolite	chebi:26739	""					wikidata:Q410395	chebi:26739						lipidmaps:LMSP
ceramides	Metabolite	chebi:17761	""					wikidata:Q424213	chebi:17761					kegg.compound:C00195	lipidmaps:LMSP02
PHGDH	Protein	uniprot:O43175	""	ensembl:ENSG00000092621	ncbigene:26227	hgnc.symbol:PHGDH	uniprot:A0A286YFL2;uniprot:A0A286YFM8;uniprot:A0A286YFK5;uniprot:A0A286YFF3;uniprot:O43175;uniprot:A0A286YFE1;uniprot:A0A286YF34;uniprot:A0A286YF78;uniprot:A0A286YER3;uniprot:A0A286YF22;uniprot:A0A2C9F2M7;uniprot:A0A286YFA2;uniprot:A0A286YFB2;uniprot:A0A286YEZ0;uniprot:A0A286YFC8								
TYMS	Protein	uniprot:P04818	""	ensembl:ENSG00000176890	ncbigene:7298	hgnc.symbol:TYMS	uniprot:P04818;uniprot:Q53Y97								
SHMT1	Protein	uniprot:P34896	"serine hydroxymethyltransferase 1, cytosolic"	ensembl:ENSG00000176974	ncbigene:6470	hgnc.symbol:SHMT1	uniprot:J3KRZ5;uniprot:J3KRK5;uniprot:P34896								
SR	Protein	uniprot:Q9GZT4	"Serine racemase"	ensembl:ENSG00000167720	ncbigene:63826	hgnc.symbol:SRR	uniprot:I3L3N0;uniprot:Q3ZK31;uniprot:I3L4B4;uniprot:I3L4W4;uniprot:Q9GZT4;uniprot:I3L4L3;uniprot:V9GYE8								
PSAT1	Protein	uniprot:Q9Y617	""	ensembl:ENSG00000135069	ncbigene:29968	hgnc.symbol:PSAT1	uniprot:Q9Y617;uniprot:A0A024R222;uniprot:A0A024R280								
SHMT2	Protein	uniprot:P34897	"serine hydroxymethyltransferase 2; mitochondrial"	ensembl:ENSG00000182199	ncbigene:6472	hgnc.symbol:SHMT2	uniprot:G3V4X0;uniprot:H0YIZ0;uniprot:G3V2W0;uniprot:G3V2Y4;uniprot:G3V4T0;uniprot:G3V241;uniprot:G3V3Y8;uniprot:G3V4W5;uniprot:A0A024RB99;uniprot:G3V540;uniprot:G3V3C6;uniprot:G3V2Y1;uniprot:V9HW06;uniprot:G3V2D2;uniprot:G3V2E4;uniprot:P34897;uniprot:G3V5L0								
DHFR	Protein	uniprot:P00374	""	ensembl:ENSG00000228716	ncbigene:1719	hgnc.symbol:DHFR	uniprot:B4DM58;uniprot:B0YJ76;uniprot:P00374								
PSPH	Protein	uniprot:P78330	""	ensembl:ENSG00000146733	ncbigene:5723	hgnc.symbol:PSPH	uniprot:A0A024RDL3;uniprot:C9JEJ7;uniprot:A0A1D5RMN5;uniprot:F8WD74;uniprot:P78330;uniprot:C9JBI3								
