ID	Database	Citation
21756058	Pubmed	"Haplotype and mutation analysis of the TGFBR3 gene in Chinese women with idiopathic premature ovarian failure. Qin C rong, Chen S ling, Yao J long, Li T, Wu W qing. Gynecol Endocrinol. 2012 Jan;28(1):63–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21756058"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21756058"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21756058"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22321639	Pubmed	"LAMC1 gene is associated with premature ovarian failure. Pyun JA, Cha DH, Kwack K. Maturitas. 2012 Apr;71(4):402–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22321639"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22321639"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22321639"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24524832	Pubmed	"Novel variants in the SOHLH2 gene are implicated in human premature ovarian failure. Qin Y, Jiao X, Dalgleish R, Vujovic S, Li J, Simpson JL, et al. Fertil Steril. 2014 Apr;101(4):1104-1109.e6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24524832"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24524832"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24524832"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27629923	Pubmed	"Mutations of SGO2 and CLDN14 collectively cause coincidental Perrault syndrome. Faridi R, Rehman AU, Morell RJ, Friedman PL, Demain L, Zahra S, et al. Clin Genet. 2017 Feb;91(2):328–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27629923"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27629923"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27629923"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
29706485	Pubmed	"Advances in the Molecular Pathophysiology, Genetics, and Treatment of Primary Ovarian Insufficiency. Huhtaniemi I, Hovatta O, La Marca A, Livera G, Monniaux D, Persani L, et al. Trends Endocrinol Metab. 2018 Jun;29(6):400–19.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/29706485"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/29706485"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/29706485"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31393557	Pubmed	"Mitochondrial Dysfunction in Primary Ovarian Insufficiency. Tiosano D, Mears JA, Buchner DA. Endocrinology. 2019 Oct 1;160(10):2353–66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31393557"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31393557"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31393557"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32772095	Pubmed	"Variants in Homologous Recombination Genes EXO1 and RAD51 Related with Premature Ovarian Insufficiency. Luo W, Guo T, Li G, Liu R, Zhao S, Song M, et al. J Clin Endocrinol Metab. 2020 Oct 1;105(10):dgaa505.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32772095"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32772095"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32772095"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33095795	Pubmed	"Screening of targeted panel genes in Brazilian patients with primary ovarian insufficiency. França MM, Funari MFA, Lerario AM, Santos MG, Nishi MY, Domenice S, et al. PLoS One. 2020 Oct 23;15(10):e0240795.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33095795"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33095795"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33095795"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
34095689	Pubmed	"Next Generation Sequencing Should Be Proposed to Every Woman With “Idiopathic” Primary Ovarian Insufficiency. Eskenazi S, Bachelot A, Hugon-Rodin J, Plu-Bureau G, Gompel A, Catteau-Jonard S, et al. J Endocr Soc. 2021 Mar 1;5(7):bvab032.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/34095689"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/34095689"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/34095689"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
34794894	Pubmed	"Genetics of ovarian insufficiency and defects of folliculogenesis. França MM, Mendonca BB. Best Pract Res Clin Endocrinol Metab. 2022 Jan;36(1):101594.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/34794894"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/34794894"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/34794894"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
