Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ADP	Metabolite	chebi:16761	""					wikidata:Q185253	chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N	pubchem.compound:6022	chemspider:5800	hmdb:HMDB0001341	kegg.compound:C00008	
ATP	Metabolite	chebi:15422	""					wikidata:Q80863	chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
NADP+	Metabolite	chebi:18009	""					wikidata:Q26987754	chebi:18009	inchikey:XJLXINKUBYWONI-NNYOXOHSSA-O	pubchem.compound:5886	chemspider:5675	hmdb:HMDB0000217;hmdb:HMDB0304435	kegg.compound:C00006	
NADPH	Metabolite	chebi:16474	""					wikidata:Q26841327	chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
light-harvesting complex I protein Lhca1	Protein	uniprot:A9PJ58	""												
light harvesting complex I protein Lhca3	Protein	uniprot:A9PK62	""												
light-harvesting complex II protein Lhcb1	Protein	uniprot:A9PJK6	""												
O2-evolving Enhancer 1	Protein	uniprot:B3VY32	""												
O2-evolving Enhancer 2	Protein	uniprot:A9PHM0	""	ensembl:POPTR_005G206700v3	ncbigene:7464819		uniprot:A0A2K2AJR1;uniprot:A0A2K2AJS2;uniprot:A9PHM0;uniprot:A0A2K2AJR2								
PSI reaction center subunit II	Protein	uniprot:A9PJR8	""												
PSI reaction center subunit III	Protein	ensembl:POPTR_0002s25510	""												
ferredoxin NADP + reductase	Protein	uniprot:P00455	""												
ATPase beta	Protein	uniprot:Q8MCB3	""												
O2-evolving Enhancer	Protein	uniprot:A9PFR3	""	ensembl:POPTR_004G031500v3	ncbigene:7490773		uniprot:A0A2K2AP60;uniprot:A0A2K2AP52;uniprot:A9PFR3								
