Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
PE	Metabolite	chebi:16038	""					wikidata:Q426095	chebi:16038						
ATG13	GeneProduct	ensembl:ENSG00000175224	""	ensembl:ENSG00000175224	ncbigene:9776	hgnc.symbol:ATG13	uniprot:A0A1B0GXJ3;uniprot:E9PPR2;uniprot:J3QR83;uniprot:H0YDR0;uniprot:H0YF43;uniprot:H0YEM7;uniprot:J3QR16;uniprot:J3QRL1;uniprot:J9JIF6;uniprot:O75143;uniprot:H0YCL5;uniprot:J3KRU6;uniprot:J3QLH7;uniprot:J3KST9								
LC3	GeneProduct	uniprot:Q9H492	""	ensembl:ENSG00000101460	ncbigene:84557	hgnc.symbol:MAP1LC3A	uniprot:Q9H492								
ULK1	Protein	uniprot:O75385	""	ensembl:ENSG00000177169	ncbigene:8408	hgnc.symbol:ULK1	uniprot:O75385								
ULK2	Protein	uniprot:Q8IYT8	""	ensembl:ENSG00000083290	ncbigene:9706	hgnc.symbol:ULK2	uniprot:K7EP89;uniprot:K7EIU2;uniprot:Q8IYT8;uniprot:K7EKK9								
RB1CC1	Protein	uniprot:Q8TDY2	"FIP200"	ensembl:ENSG00000023287	ncbigene:9821	hgnc.symbol:RB1CC1	uniprot:E5RH63;uniprot:H0YC30;uniprot:E5RH44;uniprot:E5RJC1;uniprot:Q8TDY2;uniprot:H0YC28;uniprot:E5RHX0								
BECN1	Protein	uniprot:Q14457	"beclin 1"	ensembl:ENSG00000126581	ncbigene:8678	hgnc.symbol:BECN1	uniprot:A0A087WVZ2;uniprot:K7EMA2;uniprot:Q14457;uniprot:K7EQQ7;uniprot:K7ER46;uniprot:K7EKK2;uniprot:K7EN35;uniprot:K7ES83;uniprot:A0A024R1X5;uniprot:K7ELY9;uniprot:E7EV84;uniprot:K7EL88;uniprot:K7ERY0								
PIK3R4	Protein	uniprot:Q99570	"VPS15"	ensembl:ENSG00000196455	ncbigene:30849	hgnc.symbol:PIK3R4	uniprot:D6RJ98;uniprot:Q99570;uniprot:D6RAC3;uniprot:D6RBB7								
MTOR	Protein	uniprot:P42345	""	ensembl:ENSG00000198793	ncbigene:2475	hgnc.symbol:MTOR	uniprot:A0A8V8TR74;uniprot:A0A8V8TQ52;uniprot:A0A8V8TQP2;uniprot:A0A8V8TRG9;uniprot:A0A8V8TQN3;uniprot:A0A8V8TQM6;uniprot:P42345								
PIK3C3	Protein	uniprot:Q8NEB9	"VPS34"	ensembl:ENSG00000078142	ncbigene:5289	hgnc.symbol:PIK3C3	uniprot:Q8NEB9;uniprot:M0R386;uniprot:A0A0B4J2B1;uniprot:A8MYT4;uniprot:K7EKH3;uniprot:K7ENH3;uniprot:M0R308;uniprot:K7EIV6								
WIPI1	Protein	uniprot:Q5MNZ9	""	ensembl:ENSG00000070540	ncbigene:55062	hgnc.symbol:WIPI1	uniprot:K7EK57;uniprot:K7EKC5;uniprot:K7EKN0;uniprot:Q5MNZ9;uniprot:G5EA37;uniprot:K7ELY0								
ZFYVE1	Protein	uniprot:Q9HBF4	""	ensembl:ENSG00000165861	ncbigene:53349	hgnc.symbol:ZFYVE1	uniprot:G3V5N8;uniprot:Q9HBF4								
ATG7	Protein	uniprot:O95352	""	ensembl:ENSG00000197548	ncbigene:10533	hgnc.symbol:ATG7	uniprot:C9JFF4;uniprot:C9JGL2;uniprot:C9JKA3;uniprot:H7C369;uniprot:H7C2R3;uniprot:H7BZ92;uniprot:H7C059;uniprot:O95352;uniprot:C9JNU2;uniprot:C9JE55;uniprot:H7C2J8;uniprot:C9J415								
ATG10	Protein	uniprot:Q9H0Y0	""	ensembl:ENSG00000152348	ncbigene:83734	hgnc.symbol:ATG10	uniprot:A0A024RAK8;uniprot:D6RBD1;uniprot:D6RDX3;uniprot:Q9H0Y0;uniprot:D6RC89								
ATG5	Protein	uniprot:Q9H1Y0	""	ensembl:ENSG00000057663	ncbigene:9474	hgnc.symbol:ATG5	uniprot:A0A2R8Y718;uniprot:A9UGY9;uniprot:L7UMD8;uniprot:A0A1B0GV54;uniprot:Q7Z3H3;uniprot:A0A1B0GUS1;uniprot:Q9H1Y0;uniprot:L7UQJ2								
ATG12	Protein	uniprot:O94817	""	ensembl:ENSG00000145782	ncbigene:9140	hgnc.symbol:ATG12	uniprot:H0Y9W4;uniprot:H0YA29;uniprot:H7BYD7;uniprot:O94817;uniprot:D6RB14								
ATG16L1	Protein	uniprot:Q676U5	""	ensembl:ENSG00000085978	ncbigene:55054	hgnc.symbol:ATG16L1	uniprot:C9J1B2;uniprot:A0A024R494;uniprot:C9JAY7;uniprot:C9JK97;uniprot:C9J8C6;uniprot:F8WAF9;uniprot:Q676U5;uniprot:E7EVC7								
ATG3	Protein	uniprot:Q9NT62	""	ensembl:ENSG00000144848	ncbigene:64422	hgnc.symbol:ATG3	uniprot:F8WDI0;uniprot:C9JNW8;uniprot:Q9NT62								
ATG4A	Protein	uniprot:Q8WYN0	""	ensembl:ENSG00000101844	ncbigene:115201	hgnc.symbol:ATG4A	uniprot:Q8WYN0;uniprot:G5E979;uniprot:A0A0A0MT61;uniprot:F8W7J2;uniprot:H7BYM2								
ATG16L2	Protein	uniprot:Q8NAA4	""	ensembl:ENSG00000168010	ncbigene:89849	hgnc.symbol:ATG16L2	uniprot:H0YFG0;uniprot:H0YF72;uniprot:F5H7B6;uniprot:F5GWM4;uniprot:H0YFC3;uniprot:Q8NAA4;uniprot:H0YG45;uniprot:H0YG67;uniprot:H0YFZ7;uniprot:H0YGE3;uniprot:H0YGJ8;uniprot:F5GWZ9								
