Label	Type	ID	Database	
NR1H3	GeneProduct	ENSBTAG00000010681	Ensembl
LXR ligand	Metabolite	CHEBI:48705	ChEBI
NR1H3	GeneProduct	ENSBTAG00000010681	Ensembl
Ligand	Metabolite	CHEBI:48705	ChEBI
NR1H3	GeneProduct	ENSBTAG00000010681	Ensembl
Ligand	Metabolite	CHEBI:48705	ChEBI
RXRA	GeneProduct	ENSBTAG00000017851	Ensembl
RXRA	GeneProduct	ENSBTAG00000017851	Ensembl
ABCG8	GeneProduct	ENSBTAG00000016366	Ensembl
CYP3A4	GeneProduct	ENSBTAG00000047379	Ensembl
ABCG5	GeneProduct	ENSBTAG00000016365	Ensembl
CYP2B6	GeneProduct	ENSBTAG00000003871	Ensembl
CYP7A1	GeneProduct	ENSBTAG00000005287	Ensembl
SREBF1	GeneProduct	ENSBTAG00000007884	Ensembl
FASN	GeneProduct	ENSBTAG00000015980	Ensembl
SCD	GeneProduct	ENSBTAG00000047957	Ensembl
