Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
9Z-palmitoleic acid	Metabolite	pubchem.compound:445638	"Assuming this is omega 7-type"					wikidata:Q412366	chebi:28716	inchikey:SECPZKHBENQXJG-FPLPWBNLSA-N	pubchem.compound:445638	chemspider:393216	hmdb:HMDB0003229	kegg.compound:C08362	lipidmaps:LMFA01030056
7alpha-hydroxycholesterol	Metabolite	lipidmaps:LMST01010013	""					wikidata:Q155744	chebi:17500	inchikey:OYXZMSRRJOYLLO-RVOWOUOISA-N	pubchem.compound:107722	chemspider:96891	hmdb:HMDB0001496	kegg.compound:C03594	lipidmaps:LMST01010013
Acetyl-CoA	Metabolite	lipidmaps:LMFA07050281	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
CE(16:1)	Metabolite	wikidata:Q412366	"Assuming this is omega-7 type"					wikidata:Q412366	chebi:28716	inchikey:SECPZKHBENQXJG-FPLPWBNLSA-N	pubchem.compound:445638	chemspider:393216	hmdb:HMDB0003229	kegg.compound:C08362	lipidmaps:LMFA01030056
Acetoacetyl-CoA	Metabolite	lipidmaps:LMFA07050030	""					wikidata:Q2639429	chebi:15345	inchikey:OJFDKHTZOUZBOS-CITAKDKDSA-N	pubchem.compound:92153	chemspider:83198	hmdb:HMDB0001484	kegg.compound:C00332	lipidmaps:LMFA07050030
HMG-CoA	Metabolite	lipidmaps:LMFA07050116	""					wikidata:Q307532	chebi:15467	inchikey:CABVTRNMFUVUDM-VRHQGPGLSA-N	pubchem.compound:445127	chemspider:392859	hmdb:HMDB0001375	kegg.compound:C00356	lipidmaps:LMFA07050116
Mevalonic acid	Metabolite	lipidmaps:LMFA01050352	""					wikidata:Q241678	chebi:17710	inchikey:KJTLQQUUPVSXIM-ZCFIWIBFSA-N	pubchem.compound:439230	chemspider:388367	hmdb:HMDB0000227	kegg.compound:C00418	lipidmaps:LMFA01050352
Mevalonate-5-P	Metabolite	lipidmaps:LMFA01050415	""					wikidata:Q27464491	chebi:17436	inchikey:OKZYCXHTTZZYSK-ZCFIWIBFSA-N	pubchem.compound:439400	chemspider:388517	hmdb:HMDB0001343	kegg.compound:C01107	lipidmaps:LMFA01050415
Mevalonate-5-PP	Metabolite	lipidmaps:LMFA01050416	""					wikidata:Q27088509	chebi:15899	inchikey:SIGQQUBJQXSAMW-ZCFIWIBFSA-N	pubchem.compound:439418	chemspider:388531	hmdb:HMDB0001090	kegg.compound:C01143	lipidmaps:LMFA01050416
Isopentenyl-PP	Metabolite	lipidmaps:LMPR01010008	""					wikidata:Q417403	chebi:16584	inchikey:NUHSROFQTUXZQQ-UHFFFAOYSA-N	pubchem.compound:1195	chemspider:1158	hmdb:HMDB0001347	kegg.compound:C00129	lipidmaps:LMPR01010008
Dimethylallyl-PP	Metabolite	lipidmaps:LMPR01010001	""					wikidata:Q417398	chebi:16057	inchikey:CBIDRCWHNCKSTO-UHFFFAOYSA-N	pubchem.compound:647	chemspider:627	hmdb:HMDB0001120	kegg.compound:C17627;kegg.compound:C00235	lipidmaps:LMPR01010001
Geranyl-PP	Metabolite	lipidmaps:LMPR0102010001	""					wikidata:Q418125	chebi:17211;chebi:55337	inchikey:GVVPGTZRZFNKDS-JXMROGBWSA-N	pubchem.compound:445995	chemspider:393471	hmdb:HMDB0001285	kegg.compound:C00341;kegg.compound:C05847	lipidmaps:LMPR0102010001
Farnesyl-PP	Metabolite	lipidmaps:LMPR0103010002	""					wikidata:Q2699676	chebi:17407	inchikey:VWFJDQUYCIWHTN-YFVJMOTDSA-N	pubchem.compound:445713	chemspider:393270	hmdb:HMDB0000961	kegg.compound:C00448	lipidmaps:LMPR0103010002
Squalene	Metabolite	lipidmaps:LMPR0106010002	""					wikidata:Q407560	chebi:15440	inchikey:YYGNTYWPHWGJRM-AAJYLUCBSA-N	pubchem.compound:638072	chemspider:553635	hmdb:HMDB0000256	kegg.compound:C00751	lipidmaps:LMPR0106010002
