Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Tucatinib	Metabolite	drugbank:DB11652	""					wikidata:Q25100690		inchikey:SDEAXTCZPQIFQM-UHFFFAOYSA-N	pubchem.compound:51039094	chemspider:34995558	hmdb:HMDB0304868		
Lapatinib	Metabolite	chebi:49603	""					wikidata:Q420323	chebi:49603	inchikey:BCFGMOOMADDAQU-UHFFFAOYSA-N	pubchem.compound:208908	chemspider:181006	hmdb:HMDB0015388		
Neratinib	Metabolite	chebi:61397	""					wikidata:Q6995920	chebi:61397	inchikey:JWNPDZNEKVCWMY-VQHVLOKHSA-N	pubchem.compound:9915743	chemspider:8091392			
Pyrotinib	Metabolite	drugbank:DB14993	""					wikidata:Q27275495		inchikey:SADXACCFNXBCFY-IYNHSRRRSA-N	pubchem.compound:51039030	chemspider:52083721			
Trastuzumab	Metabolite	drugbank:DB00072	""					wikidata:Q412616							
Pertuzumab	Metabolite	drugbank:DB06366	""					wikidata:Q1998021							
KRAS	GeneProduct	ensembl:ENSG00000133703	""	ensembl:ENSG00000133703	ncbigene:3845	hgnc.symbol:KRAS	uniprot:A0A8I5KQU3;uniprot:G3V4K2;uniprot:A0A8I5KQ21;uniprot:A0A8I5KR86;uniprot:A0A024RAV5;uniprot:A0A8I5KXN3;uniprot:P01116;uniprot:L7RSL8;uniprot:A0A8I5KYH6;uniprot:A0A8I5KUB5;uniprot:G3V5T7								
HRAS	GeneProduct	ensembl:ENSG00000174775	""	ensembl:ENSG00000174775	ncbigene:3265	hgnc.symbol:HRAS	uniprot:P01112;uniprot:A0A804HKM6;uniprot:X5D945;uniprot:A0A804HJ06;uniprot:A0A8C8MQR2								
NRAS	GeneProduct	ensembl:ENSG00000213281	""	ensembl:ENSG00000213281	ncbigene:4893	hgnc.symbol:NRAS	uniprot:Q5U091;uniprot:P01111								
RAF1	GeneProduct	ensembl:ENSG00000132155	""	ensembl:ENSG00000132155	ncbigene:5894	hgnc.symbol:RAF1	uniprot:A0A8I5KRD1;uniprot:A0A8I5KYP5;uniprot:A0A8I5KSB0;uniprot:P04049;uniprot:A0A8I5KS16;uniprot:H7C155;uniprot:A0A8I5KX50;uniprot:A0A8I5KSV6;uniprot:A0A8I5KT32;uniprot:A0A8I5QKU8;uniprot:A0A0B4J1W9;uniprot:A0A8I5KWF7;uniprot:A0A0S2Z4L5;uniprot:A0A8I5QKZ6;uniprot:A0A0S2Z559;uniprot:A0A8I5KSM4;uniprot:A0A8I5KSI1;uniprot:A0A8I5KTK4;uniprot:A0A8I5KWS9;uniprot:A0A8I5KW44;uniprot:A0A8I5KUW4;uniprot:A0A8I5KR46;uniprot:A0A8I5QJG5;uniprot:A0A8I5KWA9;uniprot:A0A8I5KQV4;uniprot:A0A8I5KQ33;uniprot:A0A8I5KYC4;uniprot:A0A8I5KTA5;uniprot:L7RRS6								
MAP2K1	GeneProduct	ensembl:ENSG00000107356	""												
MAP2K2	GeneProduct	ensembl:ENSG00000101418	""												
MAP2K3	GeneProduct	ensembl:ENSG00000107958	""												
MAP2K4	GeneProduct	ensembl:ENSG00000115669	""												
MAP2K5	GeneProduct	ensembl:ENSG00000138015	""												
MAP2K6	GeneProduct	ensembl:ENSG00000129652	""												
MAP2K7	GeneProduct	ensembl:ENSG00000118907	""												
