Label	Type	ID	Database	
MAPK14	GeneProduct	ENSBTAG00000020783	Ensembl
JUN	GeneProduct	ENSBTAG00000004037	Ensembl
NRAS	GeneProduct	ENSBTAG00000046797	Ensembl
RAF1	GeneProduct	ENSBTAG00000004514	Ensembl
MAP2K7	GeneProduct	ENSBTAG00000010639	Ensembl
MAP3K3	GeneProduct	ENSBTAG00000008151	Ensembl
GTP	Metabolite	2564-35-4	CAS
MAP3K1	GeneProduct	ENSBTAG00000013790	Ensembl
MAPK3	GeneProduct	ENSBTAG00000016156	Ensembl
ELK1	GeneProduct	ENSBTAG00000015817	Ensembl
MAP2	GeneProduct	ENSBTAG00000018130	Ensembl
MAP2K4	GeneProduct	ENSBTAG00000012103	Ensembl
HRAS	GeneProduct	ENSBTAG00000046644	Ensembl
MAP3K12	GeneProduct	ENSBTAG00000020758	Ensembl
MAPK10	GeneProduct	ENSBTAG00000020048	Ensembl
MAP2K2	GeneProduct	ENSBTAG00000024450	Ensembl
MBP	GeneProduct	ENSBTAG00000022890	Ensembl
MAPK12	GeneProduct	ENSBTAG00000019574	Ensembl
GDP	Metabolite	146-91-8	CAS
MAP2K6	GeneProduct	ENSBTAG00000001609	Ensembl
SIPA1	GeneProduct	ENSBTAG00000013884	Ensembl
MAPK1	GeneProduct	ENSBTAG00000010312	Ensembl
RapGAPII	GeneProduct		
RASA3	GeneProduct	ENSBTAG00000019967	Ensembl
RRAS	GeneProduct	ENSBTAG00000020983	Ensembl
ARAF	GeneProduct	ENSBTAG00000005039	Ensembl
KRAS	GeneProduct	ENSBTAG00000009778	Ensembl
Apoptosis	Pathway	WP254	WikiPathways
MAP3K2	GeneProduct	ENSBTAG00000004216	Ensembl
BRAF	GeneProduct	ENSBTAG00000021761	Ensembl
MAP2K1	GeneProduct	ENSBTAG00000033983	Ensembl
MAP2K3	GeneProduct	ENSBTAG00000010576	Ensembl
MAP2K4	GeneProduct	ENSBTAG00000012103	Ensembl
PLCB3	GeneProduct	ENSBTAG00000012510	Ensembl
