Label	Type	ID	Database	
MAPKAPK2	GeneProduct	ENSBTAG00000038107	Ensembl
GRB2	GeneProduct	ENSBTAG00000004736	Ensembl
TRAF2	GeneProduct	ENSBTAG00000010497	Ensembl
MAPKAPK5	GeneProduct	ENSBTAG00000009346	Ensembl
HSPB1	GeneProduct	ENSBTAG00000011969	Ensembl
SHC1	GeneProduct	ENSBTAG00000019838	Ensembl
MAP2K6	GeneProduct	ENSBTAG00000001609	Ensembl
MAP3K9	GeneProduct	ENSBTAG00000005700	Ensembl
RAC1	GeneProduct	ENSBTAG00000009233	Ensembl
TGFBR1	GeneProduct	ENSBTAG00000018035	Ensembl
MEF2D	GeneProduct	ENSBTAG00000046545	Ensembl
ATF2	GeneProduct	ENSBTAG00000002295	Ensembl
STAT1	GeneProduct	ENSBTAG00000007867	Ensembl
CREB1	GeneProduct	ENSBTAG00000005474	Ensembl
MAP3K5	GeneProduct	ENSBTAG00000009065	Ensembl
MKNK1	GeneProduct	ENSBTAG00000019933	Ensembl
MAP3K7	GeneProduct	ENSBTAG00000002625	Ensembl
RIPK1	GeneProduct	ENSBTAG00000006378	Ensembl
RPS6KA5	GeneProduct	ENSBTAG00000010906	Ensembl
MAPK14	GeneProduct	ENSBTAG00000020783	Ensembl
ELK1	GeneProduct	ENSBTAG00000015817	Ensembl
MAX	GeneProduct	ENSBTAG00000017994	Ensembl
MAPK14	GeneProduct	ENSBTAG00000020783	Ensembl
HRAS	GeneProduct	ENSBTAG00000046644	Ensembl
CDC42	GeneProduct		
HMGN1	GeneProduct	ENSBTAG00000006339	Ensembl
Apoptosis	Pathway	WP254	WikiPathways
PLA2G4A	GeneProduct	ENSBTAG00000013298	Ensembl
MAP2K4	GeneProduct	ENSBTAG00000012103	Ensembl
DDIT3	GeneProduct	ENSBTAG00000031544	Ensembl
RASGRF1	GeneProduct	ENSBTAG00000019940	Ensembl
MAPKAPK2	GeneProduct	ENSBTAG00000038107	Ensembl
TGFB2	GeneProduct	ENSBTAG00000005359	Ensembl
DAXX	GeneProduct	ENSBTAG00000016830	Ensembl
MAP3K1	GeneProduct	ENSBTAG00000013790	Ensembl
MYC	GeneProduct	ENSBTAG00000008409	Ensembl
TRADD	GeneProduct	ENSBTAG00000012642	Ensembl
