Label	Type	ID	Database	
SNF1	GeneProduct	S000002885	SGD
Glucose 6-phosphate	Metabolite	HMDB0001401	HMDB
GTP	Metabolite	HMDB0001273	HMDB
SAC1	GeneProduct	S000001695	SGD
GDP	Metabolite	HMDB0001201	HMDB
GLC7	GeneProduct	S000000935	SGD
REG1	GeneProduct	S000002435	SGD
SNF4	GeneProduct	S000003083	SGD
Glycolysis	Pathway	WP253	WikiPathways
HXT7	GeneProduct	S000002750	SGD
D-Glucose	Metabolite	HMDB0000122	HMDB
SIP1	GeneProduct	S000002830	SGD
D-Glucose	Metabolite	HMDB0000122	HMDB
SNF1	GeneProduct	S000002885	SGD
SNF4	GeneProduct	S000003083	SGD
SNF1	GeneProduct	S000002885	SGD
SNF4	GeneProduct	S000003083	SGD
SNF1	GeneProduct	S000002885	SGD
SNF4	GeneProduct	S000003083	SGD
SNF1	GeneProduct	S000002885	SGD
GAL83	GeneProduct	S000000829	SGD
SIP2	GeneProduct	S000003176	SGD
TOS1	GeneProduct	S000000366	SGD
ELM1	GeneProduct	S000001531	SGD
GTP	Metabolite	HMDB0001273	HMDB
GDP	Metabolite	HMDB0001201	HMDB
SNF4	GeneProduct	S000003083	SGD
SNF1	GeneProduct	S000002885	SGD
GAL83	GeneProduct	S000000829	SGD
