Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
NAD	Metabolite	hmdb:HMDB0000902							chebi:44215;chebi:44215	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-N
NADH	Metabolite	hmdb:HMDB0001487							chebi:16908;chebi:16908	inchikey:BOPGDPNILDQYTO-NNYOXOHSSA-N
ADP	Metabolite	hmdb:HMDB0001341							chebi:16761;chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N
ATP	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
Hydrogen	Metabolite	chebi:15378						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
NDUFS7	GeneProduct	ncbigene:374291		ensembl:ENSG00000115286	ncbigene:374291	hgnc.symbol:NDUFS7	uniprot:O75251;uniprot:F5H736;uniprot:F5GXJ1;uniprot:K7ENU3;uniprot:Q7LD69;uniprot:F5H5N1			
ATP5D	GeneProduct	ncbigene:513		ensembl:ENSG00000099624	ncbigene:513	hgnc.symbol:ATP5F1D	uniprot:A0A087WTL3;uniprot:P30049			
ATP5G3	GeneProduct	ncbigene:518		ensembl:ENSG00000154518	ncbigene:518	hgnc.symbol:ATP5MC3	uniprot:P48201			
NDUFA4	GeneProduct	ncbigene:4697		ensembl:ENSG00000189043	ncbigene:4697	hgnc.symbol:NDUFA4	uniprot:O00483;uniprot:A0A024R9Z0			
NDUFB4	GeneProduct	ncbigene:4710		ensembl:ENSG00000065518	ncbigene:4710	hgnc.symbol:NDUFB4	uniprot:C9JXQ9;uniprot:O95168;uniprot:F2Z3P9			
NDUFS5	GeneProduct	ncbigene:4725		ensembl:ENSG00000168653	ncbigene:4725	hgnc.symbol:NDUFS5	uniprot:Q6IBA0;uniprot:O43920			
B22	GeneProduct	ncbigene:4715		ensembl:ENSG00000147684	ncbigene:4715	hgnc.symbol:NDUFB9	uniprot:E7EWZ0;uniprot:A0A7I2V620;uniprot:E9PH64;uniprot:E9PF49;uniprot:A0A3B3IT57;uniprot:Q9Y6M9;uniprot:A0A7I2YQN0			
CI-75Kd	GeneProduct	ncbigene:4719		ensembl:ENSG00000023228	ncbigene:4719	hgnc.symbol:NDUFS1	uniprot:C9JPQ5;uniprot:F8WDL5;uniprot:P28331;uniprot:B4DJ81;uniprot:E5KRK5			
B9	GeneProduct	ncbigene:4696		ensembl:ENSG00000170906	ncbigene:4696	hgnc.symbol:NDUFA3	uniprot:A8MUI2;uniprot:S4R3I5;uniprot:F2Z2C6;uniprot:A8MYJ8;uniprot:Q6FGG4;uniprot:H7C0D7;uniprot:H7C2R1;uniprot:O95167;uniprot:S4R3T6;uniprot:A8MVM8			
ATP5G1	GeneProduct	ncbigene:516		ensembl:ENSG00000159199	ncbigene:516	hgnc.symbol:ATP5MC1	uniprot:E7EQ97;uniprot:Q6FIH7;uniprot:E7EPU7;uniprot:P05496;uniprot:D6R9H7;uniprot:I3L0Y5			
B18	GeneProduct	ncbigene:4713		ensembl:ENSG00000099795	ncbigene:4713	hgnc.symbol:NDUFB7	uniprot:P17568;uniprot:M0R3B8			
NDUFB2	GeneProduct	ncbigene:4708		ensembl:ENSG00000090266	ncbigene:4708	hgnc.symbol:NDUFB2	uniprot:H7C5B8;uniprot:C9IZZ2;uniprot:C9JRV4;uniprot:C9JXM4;uniprot:A4D1T5;uniprot:C9IZW8;uniprot:F8WCJ6;uniprot:O95178			
CI-SGDH	GeneProduct	ncbigene:4707		ensembl:ENSG00000183648	ncbigene:4707	hgnc.symbol:NDUFB1	uniprot:A0A024R6G6;uniprot:O75438			
ATP6	GeneProduct	ncbigene:4508		ensembl:ENSG00000198899	ncbigene:4508	hgnc.symbol:MT-ATP6	uniprot:Q0ZFE3;uniprot:P00846			
NDUFS6	GeneProduct	ncbigene:4726		ensembl:ENSG00000145494	ncbigene:4726	hgnc.symbol:NDUFS6	uniprot:Q6IBC4;uniprot:D6RBT3;uniprot:O75380			
KFYI	GeneProduct	ncbigene:4717		ensembl:ENSG00000109390	ncbigene:4717	hgnc.symbol:NDUFC1	uniprot:O43677;uniprot:A0A6Q8PHK7			
NDUFV3	GeneProduct	ncbigene:4731		ensembl:ENSG00000160194	ncbigene:4731	hgnc.symbol:NDUFV3	uniprot:P56181			
ASHI	GeneProduct	ncbigene:4714		ensembl:ENSG00000166136	ncbigene:4714	hgnc.symbol:NDUFB8	uniprot:E9PIZ8;uniprot:O95169			
NDUFA8	GeneProduct	ncbigene:4702		ensembl:ENSG00000119421	ncbigene:4702	hgnc.symbol:NDUFA8	uniprot:P51970			
FASN2A	GeneProduct	ncbigene:4706		ensembl:ENSG00000004779	ncbigene:4706	hgnc.symbol:NDUFAB1	uniprot:I3L505;uniprot:O14561;uniprot:H3BNK3;uniprot:H3BNE8			
B13	GeneProduct	ncbigene:4698		ensembl:ENSG00000128609	ncbigene:4698	hgnc.symbol:NDUFA5	uniprot:C9IZN5;uniprot:Q16718;uniprot:A0A087WXR5;uniprot:A0A024R772;uniprot:H7BYD0;uniprot:F8WAS3;uniprot:A0A024R745;uniprot:A0A087X1G1;uniprot:A0A7I2V2W4;uniprot:A0A7I2V3L8			
B17	GeneProduct	ncbigene:4712		ensembl:ENSG00000165264	ncbigene:4712	hgnc.symbol:NDUFB6	uniprot:O95139;uniprot:A0A087WZX2			
CI-42KD	GeneProduct	ncbigene:4705		ensembl:ENSG00000130414	ncbigene:4705	hgnc.symbol:NDUFA10	uniprot:A0A7I2V2F6;uniprot:A0A7I2V3D4;uniprot:A0A7I2V5B2;uniprot:A0A7I2YQU0;uniprot:H7C2X4;uniprot:A0A7I2V2W9;uniprot:A0A7I2V2Q2;uniprot:A0A7I2V327;uniprot:A0A7I2V5U7;uniprot:A0A7I2V2I6;uniprot:C9J6X0;uniprot:H7C1Y7;uniprot:A0A087WXC5;uniprot:A0A7I2V2X3;uniprot:H7C2W5;uniprot:A0A7I2V594;uniprot:F8WEH0;uniprot:Q8N1B9;uniprot:E7ESZ7;uniprot:A0A7I2V458;uniprot:A0A7I2V2N6;uniprot:A0A7I2V438;uniprot:A0A7I2V5L0;uniprot:A0A7I2V419;uniprot:O95299;uniprot:A0A7I2V2J5;uniprot:A0A7I2V4N8;uniprot:A0A7I2V3H5			
NDUFA9	GeneProduct	ncbigene:4704		ensembl:ENSG00000139180	ncbigene:4704	hgnc.symbol:NDUFA9	uniprot:Q16795;uniprot:F5H0J3;uniprot:F5GY40			
ATP5O	GeneProduct	ncbigene:539		ensembl:ENSG00000241837	ncbigene:539	hgnc.symbol:ATP5PO	uniprot:H7C2P9;uniprot:P48047;uniprot:H7C239;uniprot:A0A494C0K9;uniprot:H7C068;uniprot:H7C086			
B14.5a	GeneProduct	ncbigene:4701		ensembl:ENSG00000267855	ncbigene:4701	hgnc.symbol:NDUFA7	uniprot:M0R0N0;uniprot:O95182;uniprot:M0R1K9			
ATP5F1	GeneProduct	ncbigene:515		ensembl:ENSG00000116459	ncbigene:515	hgnc.symbol:ATP5PB	uniprot:Q5QNZ2;uniprot:P24539;uniprot:Q08ET0			
B14.5b	GeneProduct	ncbigene:4718		ensembl:ENSG00000151366	ncbigene:4718	hgnc.symbol:NDUFC2	uniprot:A0A024R5K6;uniprot:O95298;uniprot:E9PM14;uniprot:E9PRJ5			
ATP5L	GeneProduct	ncbigene:10632		ensembl:ENSG00000167283	ncbigene:10632	hgnc.symbol:ATP5MG	uniprot:A0A3B3IRW3;uniprot:O75964;uniprot:A0A3B3ISE7;uniprot:E9PN17			
MT-ATP6	GeneProduct	ensembl:ENSG00000198899		ensembl:ENSG00000198899	ncbigene:4508	hgnc.symbol:MT-ATP6	uniprot:Q0ZFE3;uniprot:P00846			
MT-ATP8	GeneProduct	ensembl:ENSG00000198744		ensembl:ENSG00000198744		hgnc.symbol:MTCO3P12				
AQDQ	GeneProduct	ncbigene:4724		ensembl:ENSG00000164258	ncbigene:4724	hgnc.symbol:NDUFS4	uniprot:D6R916;uniprot:A0A0S2Z433;uniprot:D6RI09;uniprot:O43181;uniprot:D6REP1;uniprot:H0Y9M8			
ND4L	GeneProduct	ncbigene:4539		ensembl:ENSG00000212907	ncbigene:4539	hgnc.symbol:MT-ND4L	uniprot:A0A1X7RC16;uniprot:Q7GXZ4;uniprot:P03901			
NUOMS	GeneProduct	ncbigene:56901		ensembl:ENSG00000185633	ncbigene:56901	hgnc.symbol:NDUFA4L2	uniprot:G3V560;uniprot:Q9NRX3;uniprot:A0A024RB39			
ATP5G2	GeneProduct	ncbigene:517		ensembl:ENSG00000135390	ncbigene:517	hgnc.symbol:ATP5MC2	uniprot:Q06055;uniprot:F8W041			
NDUFB10	GeneProduct	ncbigene:4716		ensembl:ENSG00000140990	ncbigene:4716	hgnc.symbol:NDUFB10	uniprot:H3BPJ9;uniprot:A8K761;uniprot:O96000;uniprot:H3BV16			
GZMB	GeneProduct	ncbigene:3002		ensembl:ENSG00000100453	ncbigene:3002	hgnc.symbol:GZMB	uniprot:J3KQ52;uniprot:E9PLX4;uniprot:E9PRD7;uniprot:E9PID1;uniprot:P10144;uniprot:J3KPK2			
ATP5H	GeneProduct	ncbigene:10476		ensembl:ENSG00000167863	ncbigene:10476	hgnc.symbol:ATP5PD	uniprot:F5H608;uniprot:O75947			
NDUFS3	GeneProduct	ncbigene:4722		ensembl:ENSG00000213619	ncbigene:4722	hgnc.symbol:NDUFS3	uniprot:E9PKL8;uniprot:E9PS48;uniprot:G3V194;uniprot:E9PJE7;uniprot:O75489			
NDUFV2	GeneProduct	ncbigene:4729		ensembl:ENSG00000178127	ncbigene:4729	hgnc.symbol:NDUFV2	uniprot:E7EPT4;uniprot:J3QS34;uniprot:J3KRB4;uniprot:P19404			
ND5	GeneProduct	ncbigene:4540		ensembl:ENSG00000198786	ncbigene:4540	hgnc.symbol:MT-ND5	uniprot:U5ZC31;uniprot:P03915			
ND3	GeneProduct	ncbigene:4537		ensembl:ENSG00000198840	ncbigene:4537	hgnc.symbol:MT-ND3	uniprot:P03897;uniprot:Q7GXZ5			
ATP5G1	GeneProduct	ncbigene:516		ensembl:ENSG00000159199	ncbigene:516	hgnc.symbol:ATP5MC1	uniprot:E7EQ97;uniprot:Q6FIH7;uniprot:E7EPU7;uniprot:P05496;uniprot:D6R9H7;uniprot:I3L0Y5			
NDUFA2	GeneProduct	ncbigene:4695		ensembl:ENSG00000131495	ncbigene:4695	hgnc.symbol:NDUFA2	uniprot:O43678			
B15	GeneProduct	ncbigene:4710		ensembl:ENSG00000065518	ncbigene:4710	hgnc.symbol:NDUFB4	uniprot:C9JXQ9;uniprot:O95168;uniprot:F2Z3P9			
NDUFS2	GeneProduct	ncbigene:4720		ensembl:ENSG00000158864	ncbigene:4720	hgnc.symbol:NDUFS2	uniprot:A0A7I2V4G5;uniprot:A0A7I2V5E2;uniprot:A0A7I2V5G4;uniprot:A0A7I2YQD8;uniprot:A0A7I2V5D5;uniprot:A0A7I2V2B9;uniprot:O75306;uniprot:A0A7I2YQX7;uniprot:A0A7I2V4W5;uniprot:A0A7I2V596;uniprot:A0A7I2V4X8;uniprot:A0A7I2V5X7;uniprot:A0A7I2V2P1;uniprot:A0A7I2V410;uniprot:A0A7I2V630;uniprot:A0A7I2V517;uniprot:A0A7I2V3J6;uniprot:A0A7I2YQG7			
