Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Diacylglycerol	Metabolite	kegg.compound:C00165	""					wikidata:Q161466	chebi:18035					kegg.compound:C00165	lipidmaps:LMGL0201
Acyl dihydroxyacetone phosphate	Metabolite	kegg.compound:C03372	""					wikidata:Q59617355	chebi:15835	inchikey:IWFZHMQFZRLGDQ-UHFFFAOYSA-N	pubchem.compound:6857386	chemspider:5256726	hmdb:HMDB0011750	kegg.compound:C03372	lipidmaps:LMGP22010000
Fatty acyl CoA	Metabolite	chebi:37554	""					wikidata:Q33616143	chebi:37554						lipidmaps:LMFA0705
Glycerol	Metabolite	chebi:17754	""					wikidata:Q72501434;wikidata:Q132501	chebi:17754	inchikey:PEDCQBHIVMGVHV-UHFFFAOYSA-N	pubchem.compound:753	chemspider:733	hmdb:HMDB0000131	kegg.compound:C00116	
Triacylglycerol	Metabolite	kegg.compound:C00422	""					wikidata:Q186319	chebi:17855					kegg.compound:C00422	lipidmaps:LMGL0301;lipidmaps:LMGL03010000
Monoacylglycerol	Metabolite	kegg.compound:C01885	""					wikidata:Q662225	chebi:35759;chebi:17408					kegg.compound:C01885	
Phosphatidic acid	Metabolite	pubchem.compound:5460104	""					wikidata:Q32039171		inchikey:YOMDOOYNZDMRMW-UHFFFAOYSA-N	pubchem.compound:5460104				
Dihydroxyacetone phosphate	Metabolite	chebi:16108	""					wikidata:Q416915	chebi:16108	inchikey:GNGACRATGGDKBX-UHFFFAOYSA-N	pubchem.compound:668	chemspider:648	hmdb:HMDB0001473	kegg.compound:C00111	
Lysophosphatidic acid	Metabolite	pubchem.compound:5497152	""					wikidata:Q2823281		inchikey:WRGQSWVCFNIUNZ-KTKRTIGZSA-N	pubchem.compound:5497152	chemspider:4593722	hmdb:HMDB0007855		
Dihydroxyacetone phosphate	Metabolite	hmdb:HMDB0001473	""						chebi:16108	inchikey:GNGACRATGGDKBX-UHFFFAOYSA-N	pubchem.compound:668	chemspider:648	hmdb:HMDB0001473	kegg.compound:C00111	
Glycerol-3-phosphate	Metabolite	kegg.compound:C00093	""					wikidata:Q27093499	chebi:15978	inchikey:AWUCVROLDVIAJX-GSVOUGTGSA-N	pubchem.compound:439162	chemspider:388308	hmdb:HMDB0000126	kegg.compound:C00093	
PPAP2B	GeneProduct	ncbigene:424666	""	ensembl:ENSGALG00010026553	ncbigene:424666		uniprot:E1C944								
GPD1	GeneProduct	ncbigene:424263	""	ensembl:ENSGALG00010020525	ncbigene:424263		uniprot:A0A3Q2TX12								
DGAT2	GeneProduct	ncbigene:421309	""	ensembl:ENSGALG00010003035	ncbigene:421309		uniprot:A0A1D5PMU1								
AGPAT1	GeneProduct	ncbigene:419941	""	ensembl:ENSGALG00010023674	ncbigene:419941										
PPAP2A	GeneProduct	ncbigene:427138	""	ensembl:ENSGALG00010014125	ncbigene:427138		uniprot:A0A1D5NZW4								
MOGAT1	GeneProduct	ncbigene:424811	""	ensembl:ENSGALG00010023597	ncbigene:424811	hgnc.symbol:MOGAT1									
GNPAT	GeneProduct	ncbigene:421548	""	ensembl:ENSGALG00010010888	ncbigene:421548	hgnc.symbol:GNPAT									
GK	GeneProduct	ncbigene:418589	""	ensembl:ENSGALG00010002253	ncbigene:418589		uniprot:A0A3Q2UJ00;uniprot:A0A1D5NV46;uniprot:F1NRQ6								
AGPAT2	GeneProduct	ncbigene:772114	""	ensembl:ENSGALG00010028918	ncbigene:772114	hgnc.symbol:AGPAT2									
LPL	GeneProduct	ncbigene:396219	""	ensembl:ENSGALG00010013954	ncbigene:396219		uniprot:P11602								
GPAM	GeneProduct	ncbigene:423895	""	ensembl:ENSGALG00010019752	ncbigene:423895	hgnc.symbol:GPAM									
MOGAT2	GeneProduct	ncbigene:426437	""	ensembl:ENSGALG00010003018	ncbigene:426437										
PNPLA2	GeneProduct	ncbigene:431066	""	ensembl:ENSGALG00010026898	ncbigene:431066		uniprot:B3TZB4								
AGPS	GeneProduct	ncbigene:424135	""	ensembl:ENSGALG00010024011	ncbigene:424135		uniprot:F1P5J7								
AGPAT5	GeneProduct	ncbigene:421898	""	ensembl:ENSGALG00010002239	ncbigene:421898										
LIPC	GeneProduct	ncbigene:427495	""	ensembl:ENSGALG00010022994	ncbigene:427495	hgnc.symbol:LIPC									
AGPAT3	GeneProduct	ncbigene:418550	""	ensembl:ENSGALG00010011961	ncbigene:418550		uniprot:A0A1D5PUB7								
AGPAT4	GeneProduct	ncbigene:421578	""	ensembl:ENSGALG00010006227	ncbigene:421578		uniprot:E1BY49								
