Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
HES1	GeneProduct	ensembl:ENSG00000114315	""	ensembl:ENSG00000114315	ncbigene:3280	hgnc.symbol:HES1	uniprot:Q14469								
APP	GeneProduct	ensembl:ENSG00000142192	""	ensembl:ENSG00000142192	ncbigene:351	hgnc.symbol:APP	uniprot:A0A140VJC8;uniprot:H7C2L2;uniprot:H7C0V9;uniprot:P05067;uniprot:A0A0A0MRG2;uniprot:E9PG40								
NEURL1	GeneProduct	ensembl:ENSG00000107954	""	ensembl:ENSG00000107954	ncbigene:9148	hgnc.symbol:NEURL1	uniprot:X6RLA8;uniprot:X6RBV8;uniprot:O76050								
AGRN	GeneProduct	ensembl:ENSG00000188157	""	ensembl:ENSG00000188157	ncbigene:375790	hgnc.symbol:AGRN	uniprot:O00468;uniprot:A0A494C0G5;uniprot:A0A494C1I6;uniprot:A0A087X208								
NOTCH1	GeneProduct	ensembl:ENSG00000148400	""	ensembl:ENSG00000148400	ncbigene:4851	hgnc.symbol:NOTCH1	uniprot:A0A7P0TAK8;uniprot:A0A7P0TBG2;uniprot:A0A7P0T8U6;uniprot:A0A7P0T9V1;uniprot:A0A7P0TA56;uniprot:P46531;uniprot:A0A7P0TB20;uniprot:A0A7P0T8W1;uniprot:A0A7P0Z4H9								
ERBB4	GeneProduct	ensembl:ENSG00000178568	""	ensembl:ENSG00000178568	ncbigene:2066	hgnc.symbol:ERBB4	uniprot:Q15303;uniprot:A0A0A0MSE1;uniprot:H3BLT0;uniprot:E9PDR1								
SOX2	GeneProduct	ensembl:ENSG00000181449	""	ensembl:ENSG00000181449	ncbigene:6657	hgnc.symbol:SOX2	uniprot:A0A0U3FYV6;uniprot:P48431								
MECP2	GeneProduct	ensembl:ENSG00000169057	""	ensembl:ENSG00000169057	ncbigene:4204	hgnc.symbol:MECP2	uniprot:A0A6Q8PF93;uniprot:A0A0D9SFX7;uniprot:A0A140VKC4;uniprot:H7BY72;uniprot:C9JH89;uniprot:P51608;uniprot:D3YJ43;uniprot:A0A0D9SEX1;uniprot:B5MCB4;uniprot:A0A1B0GTV0;uniprot:A0A6Q8PHQ3								
MAP1B	GeneProduct	ensembl:ENSG00000131711	""	ensembl:ENSG00000131711	ncbigene:4131	hgnc.symbol:MAP1B	uniprot:D6RCL2;uniprot:D6RA32;uniprot:D6RGJ3;uniprot:D6RA40;uniprot:P46821								
KDM1A	GeneProduct	ensembl:ENSG00000004487	""	ensembl:ENSG00000004487	ncbigene:23028	hgnc.symbol:KDM1A	uniprot:O60341;uniprot:R4GMQ1;uniprot:R4GMP9								
NEUROD1	GeneProduct	ensembl:ENSG00000162992	""	ensembl:ENSG00000162992	ncbigene:4760	hgnc.symbol:NEUROD1	uniprot:Q13562;uniprot:A0A0S2Z493								
BDNF	GeneProduct	ensembl:ENSG00000176697	""	ensembl:ENSG00000176697	ncbigene:627	hgnc.symbol:BDNF	uniprot:P23560;uniprot:A0A0E3SU01;uniprot:E9PMP3								
RET	GeneProduct	ensembl:ENSG00000165731	""	ensembl:ENSG00000165731	ncbigene:5979	hgnc.symbol:RET	uniprot:P07949;uniprot:C9JYL6;uniprot:A0A5F9ZHR6;uniprot:A0A1W2PPN7;uniprot:A0A087WWB1;uniprot:A0A1W2PSA1;uniprot:A0A024R7T2;uniprot:A0A5F9ZHB7;uniprot:A0A804HIK7;uniprot:A0A804HL71								
SEMA4A	GeneProduct	ensembl:ENSG00000196189	""	ensembl:ENSG00000196189	ncbigene:64218	hgnc.symbol:SEMA4A	uniprot:A0A0J9YVY6;uniprot:Q5TCI4;uniprot:Q9H3S1;uniprot:Q5TCI6;uniprot:Q5TCJ7								
PAX6	GeneProduct	ensembl:ENSG00000007372	""	ensembl:ENSG00000007372	ncbigene:5080	hgnc.symbol:PAX6	uniprot:A0A1W2PS91;uniprot:A0A1W2PQA8;uniprot:A0A1W2PSA8;uniprot:A0A1W2PRA8;uniprot:A0A1X7SBT0;uniprot:A0A1W2PRA4;uniprot:A0A1W2PQG7;uniprot:A0A1W2PPG3;uniprot:A0A1W2PQM7;uniprot:Q66SS1;uniprot:A0A1W2PRG3;uniprot:A0A1W2PQG3;uniprot:A0A1W2PPM5;uniprot:B1B1J0;uniprot:D1KF47;uniprot:A0A1W2PP27;uniprot:A0A1W2PRS6;uniprot:A0A1W2PNS7;uniprot:A0A1W2PRW7;uniprot:A0A1W2PP89;uniprot:A0A1W2PRU4;uniprot:A0A1W2PQW3;uniprot:B1B1I8;uniprot:B1B1I9;uniprot:A0A1W2PSB5;uniprot:E9PKM0;uniprot:A0A1W2PRH6;uniprot:A0A1W2PQJ8;uniprot:P26367;uniprot:A0A1W2PQL7;uniprot:A0A1W2PPH0;uniprot:A0A1W2PPJ2;uniprot:F1T0F8;uniprot:A0A1W2PPN2;uniprot:A0A1W2PR58;uniprot:A0A1W2PQ31								
MRE11A	GeneProduct	ensembl:ENSG00000020922	""	ensembl:ENSG00000020922	ncbigene:4361	hgnc.symbol:MRE11	uniprot:A0A024R395;uniprot:F8W7U8;uniprot:F5GXT0;uniprot:F5H742;uniprot:P49959;uniprot:F5H256								
GHRL	GeneProduct	ensembl:ENSG00000157017	""	ensembl:ENSG00000157017	ncbigene:51738	hgnc.symbol:GHRL	uniprot:A8DN24;uniprot:E7ESW0;uniprot:Q9UBU3								
ID1	GeneProduct	ensembl:ENSG00000125968	""	ensembl:ENSG00000125968	ncbigene:3397	hgnc.symbol:ID1	uniprot:P41134								
ID2	GeneProduct	ensembl:ENSG00000115738	""	ensembl:ENSG00000115738	ncbigene:3398	hgnc.symbol:ID2	uniprot:Q53T66;uniprot:Q02363								
TCF3	GeneProduct	ensembl:ENSG00000071564	""	ensembl:ENSG00000071564	ncbigene:6929	hgnc.symbol:TCF3	uniprot:K7ENH8;uniprot:K7EPH6;uniprot:A0A494C1R3;uniprot:K7ELF3;uniprot:K7EMM4;uniprot:K7ENI0;uniprot:K7EJN4;uniprot:K7EPS2;uniprot:K7ERZ7;uniprot:K7EK65;uniprot:A0A0A0MTS0;uniprot:P15923;uniprot:K7EKB9;uniprot:X6REB3								
TCF4	GeneProduct	ensembl:ENSG00000196628	""	ensembl:ENSG00000196628	ncbigene:6925	hgnc.symbol:TCF4	uniprot:A0A0D9SG78;uniprot:A0A0D9SEX8;uniprot:A0A024R2C0;uniprot:A0A0D9SF97;uniprot:H3BRF7;uniprot:E9PH57;uniprot:A0A0D9SFZ1;uniprot:H3BP59;uniprot:A0A0D9SGH7;uniprot:H3BT95;uniprot:H3BPJ7;uniprot:A0A0D9SF18;uniprot:H3BML7;uniprot:A0A0D9SG44;uniprot:A0A1B0GVR6;uniprot:H3BNZ2;uniprot:A0A6Q8PGE3;uniprot:A0A1B0GV10;uniprot:H3BTM9;uniprot:A0A1B0GUT3;uniprot:H3BMC8;uniprot:G0LNT4;uniprot:G0LNT7;uniprot:H3BTZ0;uniprot:A0A0D9SGE5;uniprot:A0A1B0GWD5;uniprot:H3BNI2;uniprot:A0A0D9SGE4;uniprot:P15884;uniprot:A0A1B0GVB8;uniprot:A0A0D9SG55;uniprot:K7ESI6;uniprot:A0A0D9SFX5;uniprot:A0A0D9SEZ3;uniprot:A0A0D9SGE7;uniprot:H3BTP3;uniprot:A0A0D9SGJ4;uniprot:A0A1B0GW91;uniprot:H3BTC3;uniprot:A0A0D9SFU5;uniprot:A0A1B0GTP2;uniprot:H3BME8;uniprot:A0A075B723;uniprot:A0A0D9SG61;uniprot:A0A0E3D6N2;uniprot:H3BUQ3;uniprot:H3BT24;uniprot:A0A1B0GXH5;uniprot:H3BPG3;uniprot:A0A0D9SEK1								
NEUROG3	GeneProduct	ensembl:ENSG00000122859	""	ensembl:ENSG00000122859	ncbigene:50674	hgnc.symbol:NEUROG3	uniprot:Q9Y4Z2								
MEF2C	GeneProduct	ensembl:ENSG00000081189	""	ensembl:ENSG00000081189	ncbigene:4208	hgnc.symbol:MEF2C	uniprot:D6RCM6;uniprot:D6RG14;uniprot:A0A0D9SET2;uniprot:A0A1B0GV32;uniprot:Q06413;uniprot:A0A1B0GVI4;uniprot:D6R942;uniprot:A0A024RAL6;uniprot:A0A024RAL7;uniprot:D6RB91;uniprot:D6RJG6;uniprot:A0A0D9SGI5;uniprot:D6RC63;uniprot:D6RJA7;uniprot:A0A0D9SGF3;uniprot:A0A0D9SFD0;uniprot:D8L7E9;uniprot:A0A1B0GTW4;uniprot:A0A0R4J2G5;uniprot:A0A0D9SFV9;uniprot:D6RG21;uniprot:D6RJ95;uniprot:A0A0D9SG58								
NTRK3	GeneProduct	ensembl:ENSG00000140538	""	ensembl:ENSG00000140538	ncbigene:4916	hgnc.symbol:NTRK3	uniprot:B7Z7U4;uniprot:R4GMR8;uniprot:Q96CY4;uniprot:A0A087WX31;uniprot:R4GN40;uniprot:R4GNH5;uniprot:Q16288;uniprot:A0A0D9SFP6;uniprot:X5DNW6;uniprot:X5D2R1;uniprot:H0YM90;uniprot:X5D7M5								
NTRK1	GeneProduct	ensembl:ENSG00000198400	""	ensembl:ENSG00000198400	ncbigene:4914	hgnc.symbol:NTRK1	uniprot:J3KP20;uniprot:A0A6Q8PF65;uniprot:E9PQG0;uniprot:A0A6Q8PGU5;uniprot:A0A6Q8PHG5;uniprot:P04629;uniprot:X5DR71								
