ID	Database	Citation
10.29245/2572-9411/2016/3.1038	DOI	"Seijo S. Idiopathic non-cirrhotic portal hypertension. J Rare Dis Res Treat [Internet]. 2016 Nov 1;1(3):10–6. Available from: http://dx.doi.org/10.29245/2572-9411/2016/3.1038 <a href=""https://doi.org/10.29245/2572-9411/2016/3.1038"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a>"
8016657	Pubmed	"Mediation of Epstein-Barr virus EBNA2 transactivation by recombination signal-binding protein J kappa. Henkel T, Ling PD, Hayward SD, Peterson MG. Science. 1994 Jul 1;265(5168):92–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8016657"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8016657"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8016657"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9012831	Pubmed	"BAP-135, a target for Bruton’s tyrosine kinase in response to B cell receptor engagement. Yang W, Desiderio S. Proc Natl Acad Sci U S A. 1997 Jan 21;94(2):604–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9012831"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9012831"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9012831"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9874765	Pubmed	"CIR, a corepressor linking the DNA binding factor CBF1 to the histone deacetylase complex. Hsieh JJ, Zhou S, Chen L, Young DB, Hayward SD. Proc Natl Acad Sci U S A. 1999 Jan 5;96(1):23–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9874765"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9874765"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9874765"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10637481	Pubmed	"Intracellular forms of human NOTCH1 interact at distinctly different levels with RBP-jkappa in human B and T cells. Callahan J, Aster J, Sklar J, Kieff E, Robertson ES. Leukemia. 2000 Jan;14(1):84–92.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10637481"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10637481"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10637481"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11134954	Pubmed	"Molecular cloning of delta-4, a new mouse and human Notch ligand. Yoneya T, Tahara T, Nagao K, Yamada Y, Yamamoto T, Osawa M, et al. J Biochem. 2001 Jan;129(1):27–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11134954"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11134954"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11134954"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11577348	Pubmed	"Direct inhibition of Bruton’s tyrosine kinase by IBtk, a Btk-binding protein. Liu W, Quinto I, Chen X, Palmieri C, Rabin RL, Schwartz OM, et al. Nat Immunol. 2001 Oct;2(10):939–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11577348"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11577348"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11577348"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15824103	Pubmed	"The NADPH oxidase Nox3 constitutively produces superoxide in a p22phox-dependent manner: its regulation by oxidase organizers and activators. Ueno N, Takeya R, Miyano K, Kikuchi H, Sumimoto H. J Biol Chem. 2005 Jun 17;280(24):23328–39.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15824103"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15824103"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15824103"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15832360	Pubmed	"Adams-Oliver syndrome and hepatoportal sclerosis: occasional association or common mechanism? Girard M, Amiel J, Fabre M, Pariente D, Lyonnet S, Jacquemin E. Am J Med Genet A. 2005 Jun 1;135(2):186–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15832360"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15832360"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15832360"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16519628	Pubmed	"The human orthologue of CdGAP is a phosphoprotein and a GTPase-activating protein for Cdc42 and Rac1 but not RhoA. Tcherkezian J, Triki I, Stenne R, Danek EI, Lamarche-Vane N. Biol Cell. 2006 Aug;98(8):445–56.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16519628"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16519628"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16519628"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
