Label	Type	ID	Database	
cnr1	GeneProduct	404209	Entrez Gene
CNR2	GeneProduct	795246	Entrez Gene
s1pr1	GeneProduct	64617	Entrez Gene
lpar1	GeneProduct	368461	Entrez Gene
LOC100007211	GeneProduct	100007211	Entrez Gene
s1pr2	GeneProduct	170457	Entrez Gene
im:6805837	GeneProduct	402857	Entrez Gene
MTNR1A	GeneProduct		
PTAFR	GeneProduct		
PTGDR	GeneProduct		
PTGER1	GeneProduct		
PTGER2	GeneProduct		
LOC100000544	GeneProduct	100000544	Entrez Gene
ptger4b	GeneProduct	100005416	Entrez Gene
PTGFR	GeneProduct		
LOC561406	GeneProduct	561406	Entrez Gene
LOC100007027	GeneProduct	100007027	Entrez Gene
MTNR1B	GeneProduct		
Mel-1C	GeneProduct		
