Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Ca2+	Metabolite	hmdb:HMDB0000464							chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
MAPK8	GeneProduct	ensembl:ENSBTAG00000007876	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:MAPK8	ensembl:ENSBTAG00000007876	ncbigene:539941		uniprot:A0A3Q1MG18;uniprot:F1MM73;uniprot:A0A3Q1NK45;uniprot:A0A3Q1LWJ8			
BIRC3	GeneProduct	ensembl:ENSBTAG00000024918	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:BIRC3	ensembl:ENSBTAG00000024918	ncbigene:514386		uniprot:Q3SYW8			
IL1R1	GeneProduct	ensembl:ENSBTAG00000005273	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:IL1R1	ensembl:ENSBTAG00000005273	ncbigene:515640		uniprot:F1ML75			
JUN	GeneProduct	ensembl:ENSBTAG00000004037	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:JUN	ensembl:ENSBTAG00000004037	ncbigene:280831		uniprot:Q08DH1			
BIKBA	GeneProduct	ensembl:ENSBTAG00000016683	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:NFKBIA	ensembl:ENSBTAG00000016683	ncbigene:282291		uniprot:Q8WNW7			
DAXX	GeneProduct	ensembl:ENSBTAG00000016830	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:DAXX	ensembl:ENSBTAG00000016830	ncbigene:504336		uniprot:F1MGU0			
BIRC5	GeneProduct	ensembl:ENSBTAG00000013573	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:BIRC5	ensembl:ENSBTAG00000013573	ncbigene:414925		uniprot:Q6J1J1			
BCL2A1	GeneProduct	ensembl:ENSBTAG00000000735	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:BCL2A1	ensembl:ENSBTAG00000000735	ncbigene:282151		uniprot:Q3C2I0			
CASP2	GeneProduct	ensembl:ENSBTAG00000018159	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:835	ensembl:ENSBTAG00000018159	ncbigene:531419		uniprot:A0A3Q1MIB8;uniprot:E1BJT6			
APAF1	GeneProduct	ensembl:ENSBTAG00000021661	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:APAF1	ensembl:ENSBTAG00000021661	ncbigene:537782		uniprot:A0A3Q1LFL7;uniprot:A0A3Q1LZZ2;uniprot:F1MUW4;uniprot:A0A3Q1MAT0;uniprot:A0A3Q1MVN2;uniprot:A0A3Q1M7I8			
BOK	GeneProduct	ensembl:ENSBTAG00000008711	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:BOK	ensembl:ENSBTAG00000008711	ncbigene:504851		uniprot:A6H6W7			
IKBKB	GeneProduct	ensembl:ENSBTAG00000007599	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:IKBKB	ensembl:ENSBTAG00000007599	ncbigene:281854		uniprot:Q95KV0;uniprot:A0A3Q1NNA5			
BCL2L11	GeneProduct	ensembl:ENSBTAG00000024105	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:BCL2L11	ensembl:ENSBTAG00000024105	ncbigene:507390		uniprot:Q2YDF0;uniprot:A0A3Q1NJ55;uniprot:A0A3Q1MV27			
BAX	GeneProduct	ensembl:ENSBTAG00000013340	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:BAX	ensembl:ENSBTAG00000013340	ncbigene:280730		uniprot:A0A3Q1MT88;uniprot:O02703;uniprot:A0A3Q1MN40			
TOLLIP	GeneProduct	ensembl:ENSBTAG00000008237	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:TOLLIP	ensembl:ENSBTAG00000008237	ncbigene:539480		uniprot:Q2LGB5			
TNFRSF11B	GeneProduct	ensembl:ENSBTAG00000007423	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:TNFRSF11B	ensembl:ENSBTAG00000007423	ncbigene:523822		uniprot:A5D7R1			
IL1R2	GeneProduct	ensembl:ENSBTAG00000006343	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:IL1R2	ensembl:ENSBTAG00000006343	ncbigene:515700		uniprot:Q2KIE7			
MADD	GeneProduct	ensembl:ENSBTAG00000021700	HomologyConvert: Homo sapiens to Bos taurus: Original ID = H:MADD	ensembl:ENSBTAG00000021700	ncbigene:534306		uniprot:A0A3Q1M9E0;uniprot:E1BK67;uniprot:A0A3Q1MA83			
