ID	Database	Citation
1535095	Pubmed	"Regulation of cell cycle by cdc2 kinase in mammalian cells. Yasuda H. Seikagaku. 1992 Jan;64(1):1–13.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1535095"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1535095"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1535095"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1653904	Pubmed	"Isolation of the human cdk2 gene that encodes the cyclin A- and adenovirus E1A-associated p33 kinase. Tsai LH, Harlow E, Meyerson M. Nature. 1991 Sep 12;353(6340):174–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1653904"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1653904"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1653904"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2142119	Pubmed	"Assignment of the human gene for CREB1 to chromosome 2q32.3-q34. Taylor AK, Klisak I, Mohandas T, Sparkes RS, Li C, Gaynor R, et al. Genomics. 1990 Jul;7(3):416–21.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2142119"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2142119"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2142119"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2147521	Pubmed	"Cell cycle control in eukaryotes: molecular mechanisms of cdc2 activation. Draetta G. Trends Biochem Sci. 1990 Oct;15(10):378–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2147521"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2147521"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2147521"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7488937	Pubmed	"Cell cycle checkpoints and repair of ionizing radiation damage. Liu VF, Boubnov NV, Weaver DT. Stem Cells. 1995 May;13 Suppl 1:117–28.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7488937"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7488937"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7488937"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7554031	Pubmed	"Apoptosis, cancer and the p53 tumour suppressor gene. Lee JM, Bernstein A. Cancer Metastasis Rev. 1995 Jun;14(2):149–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7554031"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7554031"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7554031"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7587079	Pubmed	"DNA damage responses: p53 induction, cell cycle perturbations, and apoptosis. Canman CE, Chen CY, Lee MH, Kastan MB. Cold Spring Harb Symp Quant Biol. 1994;59:277–86.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7587079"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7587079"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7587079"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7606818	Pubmed	"P53, cell cycle control and apoptosis: implications for cancer. Kastan MB, Canman CE, Leonard CJ. Cancer Metastasis Rev. 1995 Mar;14(1):3–15.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7606818"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7606818"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7606818"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7672812	Pubmed	"The role of p53 in cell-cycle control and apoptosis: implications for cancer. Leonard CJ, Canman CE, Kastan MB. Important Adv Oncol. 1995;33–42.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7672812"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7672812"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7672812"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7787878	Pubmed	"Apoptosis and the cell cycle. Chiarugi V, Magnelli L, Cinelli M, Basi G. Cell Mol Biol Res. 1994;40(7–8):603–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7787878"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7787878"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7787878"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7948950	Pubmed	"Relationship of p53 to the control of apoptotic cell death. Oren M. Semin Cancer Biol. 1994 Jun;5(3):221–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7948950"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7948950"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7948950"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8301538	Pubmed	"The characterization of human cdc2 kinase and CDK2. Yasuda H, Kamijo M, Ohba Y. Yakugaku Zasshi. 1993 Dec;113(12):829–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8301538"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8301538"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8301538"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8533012	Pubmed	"p53: DNA damage, DNA repair, and apoptosis. Götz C, Montenarh M. Rev Physiol Biochem Pharmacol. 1996;127:65–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8533012"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8533012"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8533012"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8533157	Pubmed	"Cellular responses to DNA damage: cell-cycle checkpoints, apoptosis and the roles of p53 and ATM. Enoch T, Norbury C. Trends Biochem Sci. 1995 Oct;20(10):426–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8533157"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8533157"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8533157"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8617251	Pubmed	"Apoptosis: molecular regulation of cell death. Hale AJ, Smith CA, Sutherland LC, Stoneman VE, Longthorne VL, Culhane AC, et al. Eur J Biochem. 1996 Feb 15;236(1):1–26.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8617251"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8617251"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8617251"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8666399	Pubmed	"Structure and evolution of the human IKBA gene. Ito CY, Adey N, Bautch VL, Baldwin AS Jr. Genomics. 1995 Sep 20;29(2):490–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8666399"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8666399"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8666399"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8782982	Pubmed	"Ataxia telangiectasia: cell signaling, cell death and the cell cycle. Heintz N. Curr Opin Neurol. 1996 Apr;9(2):137–40.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8782982"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8782982"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8782982"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8939883	Pubmed	"Novel form of p21(WAF1/CIP1/SDI1) protein in phorbol ester-induced G2/M arrest. Tchou WW, Rom WN, Tchou-Wong KM. J Biol Chem. 1996 Nov 22;271(47):29556–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8939883"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8939883"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8939883"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8948422	Pubmed	"Cyclins and cyclin-dependent kinases: a biochemical view. Pines J. Biochem J. 1995 Jun 15;308 ( Pt 3)(Pt 3):697–711.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8948422"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8948422"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8948422"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8985253	Pubmed	"RAIDD is a new “death” adaptor molecule. Duan H, Dixit VM. Nature. 1997 Jan 2;385(6611):86–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8985253"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8985253"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8985253"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9108147	Pubmed	"Ataxia-telangiectasia: structural diversity of untranslated sequences suggests complex post-transcriptional regulation of ATM gene expression. Savitsky K, Platzer M, Uziel T, Gilad S, Sartiel A, Rosenthal A, et al. Nucleic Acids Res. 1997 May 1;25(9):1678–84.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9108147"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9108147"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9108147"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9261102	Pubmed	"Activation of caspase-2 in apoptosis. Li H, Bergeron L, Cryns V, Pasternack MS, Zhu H, Shi L, et al. J Biol Chem. 1997 Aug 22;272(34):21010–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9261102"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9261102"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9261102"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9363685	Pubmed	"Ataxia-telangiectasia: is ATM a sensor of oxidative damage and stress? Rotman G, Shiloh Y. Bioessays. 1997 Oct;19(10):911–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9363685"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9363685"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9363685"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
