Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Choline	Metabolite	cas:62-49-7	""					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
Epinephrine	Metabolite	hmdb:HMDB0000068	""						chebi:28918	inchikey:UCTWMZQNUQWSLP-VIFPVBQESA-N	pubchem.compound:5816	chemspider:5611	hmdb:HMDB0000068	kegg.compound:C00788	
5-hydroxy-tryptophan	Metabolite	cas:4350-09-8	""					wikidata:Q106345490;wikidata:Q238544	chebi:58266;chebi:17780	inchikey:LDCYZAJDBXYCGN-VIFPVBQESA-N	pubchem.compound:6971044;pubchem.compound:439280	chemspider:388413	hmdb:HMDB0000472	kegg.compound:C00643	
Acetylserotonin	Metabolite	cas:1210-83-9	""					wikidata:Q4847704	chebi:17697	inchikey:MVAWJSIDNICKHF-UHFFFAOYSA-N	pubchem.compound:903	chemspider:879	hmdb:HMDB0001238	kegg.compound:C00978	
GABA	Metabolite	hmdb:HMDB0000112	""						chebi:16865	inchikey:BTCSSZJGUNDROE-UHFFFAOYSA-N	pubchem.compound:119	chemspider:116	hmdb:HMDB0000112	kegg.compound:C00334	
L-DOPA	Metabolite	cas:59-92-7	""					wikidata:Q106345614;wikidata:Q300989	chebi:15765;chebi:57504	inchikey:WTDRDQBEARUVNC-LURJTMIESA-N	pubchem.compound:6047;pubchem.compound:6971033	chemspider:5824	hmdb:HMDB0000181	kegg.compound:C00355	
Histidine	Metabolite	cas:71-00-1	""					wikidata:Q485277;wikidata:Q106345670	chebi:57595;chebi:15971	inchikey:HNDVDQJCIGZPNO-YFKPBYRVSA-N	pubchem.compound:6971009;pubchem.compound:6274	chemspider:6038	hmdb:HMDB0000177	kegg.compound:C00135	
Dopamine	Metabolite	cas:62-31-7	""					wikidata:Q27268491	chebi:18243;chebi:4698	inchikey:CTENFNNZBMHDDG-UHFFFAOYSA-N;inchikey:VYFYYTLLBUKUHU-UHFFFAOYSA-N	pubchem.compound:46911794;pubchem.compound:681;pubchem.compound:65340;pubchem.compound:517540	chemspider:58820;chemspider:661	hmdb:HMDB0000073	kegg.compound:C03758	
Acetylcholine	Metabolite	cas:51-84-3	""					wikidata:Q180623	chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N	pubchem.compound:187	chemspider:182	hmdb:HMDB0000895	kegg.compound:C01996	
Tyrosine	Metabolite	cas:60-18-4	""					wikidata:Q188017;wikidata:Q106345477	chebi:58315;chebi:17895	inchikey:OUYCCCASQSFEME-QMMMGPOBSA-N	pubchem.compound:6057;pubchem.compound:6942100	chemspider:5833	hmdb:HMDB0000158	kegg.compound:C00082	
Serotonin	Metabolite	cas:50-67-9	""					wikidata:Q167934	chebi:28790	inchikey:QZAYGJVTTNCVMB-UHFFFAOYSA-N	pubchem.compound:5202	chemspider:5013	hmdb:HMDB0000259	kegg.compound:C00780	
Phenylalanine	Metabolite	cas:63-91-2	""					wikidata:Q170545;wikidata:Q106345467	chebi:58095;chebi:17295	inchikey:COLNVLDHVKWLRT-QMMMGPOBSA-N	pubchem.compound:6140;pubchem.compound:6925665	chemspider:5910	hmdb:HMDB0000159	kegg.compound:C00079	
Melatonin	Metabolite	hmdb:HMDB0001389	""						chebi:16796	inchikey:DRLFMBDRBRZALE-UHFFFAOYSA-N	pubchem.compound:896	chemspider:872	hmdb:HMDB0001389	kegg.compound:C01598	
Glutamate	Metabolite	cas:56-86-0	""					wikidata:Q26995161	chebi:16015	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-N	pubchem.compound:44272391;pubchem.compound:88747398;pubchem.compound:33032	chemspider:30572	hmdb:HMDB0000148	kegg.compound:C00025	
Tryptophan	Metabolite	cas:73-22-3	""					wikidata:Q106345470;wikidata:Q181003	chebi:57912;chebi:16828	inchikey:QIVBCDIJIAJPQS-VIFPVBQESA-N	pubchem.compound:6305;pubchem.compound:6923516	chemspider:6066	hmdb:HMDB0000929	kegg.compound:C00078	
Norepinephrine	Metabolite	cas:51-41-2	""					wikidata:Q186242	chebi:18357	inchikey:SFLSHLFXELFNJZ-QMMMGPOBSA-N	pubchem.compound:439260	chemspider:388394	hmdb:HMDB0000216	kegg.compound:C00547	
Histamine	Metabolite	cas:51-45-6	""					wikidata:Q61233	chebi:18295	inchikey:NTYJJOPFIAHURM-UHFFFAOYSA-N	pubchem.compound:774	chemspider:753	hmdb:HMDB0000870	kegg.compound:C00388	
GAD2	GeneProduct	ensembl:ENSBTAG00000008056	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2572"	ensembl:ENSBTAG00000008056	ncbigene:512459		uniprot:F1N6X2								
DDC	GeneProduct	ensembl:ENSBTAG00000020869	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1644"	ensembl:ENSBTAG00000020869	ncbigene:280762		uniprot:A5PJV5;uniprot:A0A3Q1LMM3;uniprot:A0A3Q1LX98								
TPH1	GeneProduct	ensembl:ENSBTAG00000005343	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:7166"	ensembl:ENSBTAG00000005343	ncbigene:781941		uniprot:F1N5Q8								
HDC	GeneProduct	ensembl:ENSBTAG00000009911	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:3067"	ensembl:ENSBTAG00000009911	ncbigene:515950		uniprot:Q5EA83								
DBH	GeneProduct	ensembl:ENSBTAG00000004508	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1621"	ensembl:ENSBTAG00000004508	ncbigene:280758		uniprot:A0A452DIM6;uniprot:E1BF17;uniprot:P15101								
TH	GeneProduct	ensembl:ENSBTAG00000026768	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:7054"	ensembl:ENSBTAG00000026768	ncbigene:280707		uniprot:A0A3Q1MAN0;uniprot:F1N5V3;uniprot:A0A3Q1M306								
PNMT	GeneProduct	ensembl:ENSBTAG00000011731	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5409"	ensembl:ENSBTAG00000011731	ncbigene:281413		uniprot:G3N083								
ACHE	GeneProduct	ensembl:ENSBTAG00000001139	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:43"	ensembl:ENSBTAG00000001139	ncbigene:540446		uniprot:A0A140T835;uniprot:F1MIM4								
COMT	GeneProduct	ensembl:ENSBTAG00000019516	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1312"	ensembl:ENSBTAG00000019516	ncbigene:618278		uniprot:A7MBI7;uniprot:F1MMK0								
PAH	GeneProduct	ensembl:ENSBTAG00000012794	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5053"	ensembl:ENSBTAG00000012794	ncbigene:510583		uniprot:A0A452DIK4;uniprot:A0A3Q1M4Y8;uniprot:Q2KIH7;uniprot:A0A3Q1MR89								
CHAT	GeneProduct	ensembl:ENSBTAG00000016814	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1103"	ensembl:ENSBTAG00000016814	ncbigene:524732		uniprot:F1MLQ5								
AANAT	GeneProduct	ensembl:ENSBTAG00000014682	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:15"												
GAD1	GeneProduct	ensembl:ENSBTAG00000007258	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2571"	ensembl:ENSBTAG00000007258	ncbigene:517552		uniprot:Q0VCA1								
MAOA	GeneProduct	ensembl:ENSBTAG00000016206	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:4128"	ensembl:ENSBTAG00000016206	ncbigene:281293		uniprot:P21398								
ASMT	GeneProduct	ensembl:ENSBTAG00000047124	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:438"												
