Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
NAD+	Metabolite	chebi:15846	""					wikidata:Q26987253	chebi:15846	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-O	pubchem.compound:5893	chemspider:5682	hmdb:HMDB0000902	kegg.compound:C00003	
ATP	Metabolite	chebi:15422	""					wikidata:Q80863	chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
Fumarate	Metabolite	chebi:29806	""					wikidata:Q28529698	chebi:29806	inchikey:VZCYOOQTPOCHFL-OWOJBTEDSA-L	pubchem.compound:5460307	chemspider:4573886		kegg.compound:C00122	
Citrate	Metabolite	chebi:16947	""					wikidata:Q55503059	chebi:16947	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-K	pubchem.compound:31348	chemspider:29081		kegg.compound:C00158	
MALAT1	GeneProduct	ensembl:ENSG00000251562	""	ensembl:ENSG00000251562		hgnc.symbol:MALAT1									
NONO	GeneProduct	ensembl:ENSG00000147140	""	ensembl:ENSG00000147140	ncbigene:4841	hgnc.symbol:NONO	uniprot:A0A7I2V4K9;uniprot:C9J4X2;uniprot:H7C367;uniprot:Q15233;uniprot:A0A7I2V464;uniprot:A0A7I2V5Y7;uniprot:C9JYS8;uniprot:A0A7I2V4N2;uniprot:A0A7I2V447;uniprot:A0A7I2V535;uniprot:A0A7I2YQK8;uniprot:A0A7P0MRW0;uniprot:A0A0S2Z4Z9;uniprot:A0A7I2V4J2;uniprot:C9JJ13;uniprot:C9IZL7								
TFE3	GeneProduct	ensembl:ENSG00000068323	""	ensembl:ENSG00000068323	ncbigene:7030	hgnc.symbol:TFE3	uniprot:A0A024QZ23;uniprot:P19532								
NMRK2	GeneProduct	ensembl:ENSG00000077009	""	ensembl:ENSG00000077009	ncbigene:27231	hgnc.symbol:NMRK2	uniprot:M0R0T8;uniprot:Q9NPI5;uniprot:M0QX67								
SLC19A2	GeneProduct	ensembl:ENSG00000117479	""	ensembl:ENSG00000117479	ncbigene:10560	hgnc.symbol:SLC19A2	uniprot:A0A024R928;uniprot:A0A024R8Y5;uniprot:O60779;uniprot:A0A2R8Y5B5								
FH	GeneProduct	ensembl:ENSG00000091483	""	ensembl:ENSG00000091483	ncbigene:2271	hgnc.symbol:FH	uniprot:A0A804HI24;uniprot:A0A804HKE6;uniprot:P07954;uniprot:A0A804HL52;uniprot:A0A0S2Z4C3								
MDH2	GeneProduct	ensembl:ENSG00000146701	""	ensembl:ENSG00000146701	ncbigene:4191	hgnc.symbol:MDH2	uniprot:U3KQ63;uniprot:A0A024R4K3;uniprot:G3XAL0;uniprot:P40926								
CS	GeneProduct	ensembl:ENSG00000062485	""	ensembl:ENSG00000062485	ncbigene:1431	hgnc.symbol:CS	uniprot:F8VTT8;uniprot:F8W0J2;uniprot:F8VU34;uniprot:A0A024RB75;uniprot:F8VWQ5;uniprot:H0YIC4;uniprot:F8VX68;uniprot:F8VR34;uniprot:F8VRP1;uniprot:F8W642;uniprot:H0YH82;uniprot:A0A0C4DGI3;uniprot:F8VVY4;uniprot:F8W1S4;uniprot:F8W4S1;uniprot:F8VZK9;uniprot:F8VPA1;uniprot:F8VRI6;uniprot:F8VX07;uniprot:B4DJV2;uniprot:F8VPF9;uniprot:O75390								
HSPE1	GeneProduct	ensembl:ENSG00000115541	""	ensembl:ENSG00000115541	ncbigene:3336	hgnc.symbol:HSPE1	uniprot:A0A384N6A4;uniprot:B8ZZL8;uniprot:B8ZZ54;uniprot:P61604								
