Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
N'-Formylkynurenine	Metabolite	hmdb:HMDB0001200	""						chebi:18377	inchikey:BYHJHXPTQMMKCA-UHFFFAOYSA-N	pubchem.compound:910	chemspider:886	hmdb:HMDB0001200	kegg.compound:C02406	
Adenosinetriphosphate	Metabolite	hmdb:HMDB0000538	""						chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
Formic acid	Metabolite	hmdb:HMDB0000142	""						chebi:30751	inchikey:BDAGIHXWWSANSR-UHFFFAOYSA-N	pubchem.compound:284		hmdb:HMDB0000142	kegg.compound:C00058	
Oxygen	Metabolite	hmdb:HMDB0001377	""						chebi:15379	inchikey:MYMOFIZGZYHOMD-UHFFFAOYSA-N	pubchem.compound:977	chemspider:952	hmdb:HMDB0001377	kegg.compound:C00007	
Hydrogen Ion	Metabolite	hmdb:HMDB0059597	""						chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N	pubchem.compound:1038	chemspider:1010	hmdb:HMDB0059597	kegg.compound:C00080	
L-Alanine	Metabolite	hmdb:HMDB0000161	""						chebi:16977	inchikey:QNAYBMKLOCPYGJ-REOHCLBHSA-N	pubchem.compound:5950	chemspider:5735	hmdb:HMDB0000161	kegg.compound:C00041	
Nicotinic acidadenine dinucleotide	Metabolite	hmdb:HMDB0001179	""						chebi:18304	inchikey:SENPVEZBRZQVST-HISDBWNOSA-O	pubchem.compound:165491	chemspider:145043	hmdb:HMDB0001179	kegg.compound:C00857	
2-Amino-3-carboxymuconicacid semialdehyde	Metabolite	hmdb:HMDB0001330	""						chebi:995	inchikey:KACPVQQHDVBVFC-OIFXTYEKSA-N	pubchem.compound:5280673	chemspider:4444266	hmdb:HMDB0001330	kegg.compound:C04409	
pyrophosphate	Metabolite	cas:2466-09-3	""					wikidata:Q411092	chebi:29888	inchikey:XPPKVPWEQAFLFU-UHFFFAOYSA-N	pubchem.compound:1023;pubchem.compound:21961011	chemspider:996	hmdb:HMDB0000250	kegg.compound:C00013	
L-Glutamine	Metabolite	hmdb:HMDB0000641	""						chebi:18050	inchikey:ZDXPYRJPNDTMRX-VKHMYHEASA-N	pubchem.compound:5961	chemspider:5746	hmdb:HMDB0000641	kegg.compound:C00064	
Water	Metabolite	hmdb:HMDB0002111	""						chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
