ID	Database	Citation
958880	Pubmed	"Value of radioisotopes in the detection of phlebitis. Simon JP, Guiraud RF. Nouv Presse Med. 1976;5(28):1747–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/958880"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/958880"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/958880"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2656805	Pubmed	"Glycosaminoglycan content in the media of cultured dermal fibroblasts derived from burn scar and normal skin. Nogami R, Maekawa Y, Kudo S. J Dermatol. 1989 Feb;16(1):42–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2656805"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2656805"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2656805"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7485389	Pubmed	"Distributions of melanoma growth stimulatory activity of growth-regulated gene and the interleukin-8 receptor B in human wound repair. Nanney LB, Mueller SG, Bueno R, Peiper SC, Richmond A. Am J Pathol. 1995 Nov;147(5):1248–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7485389"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7485389"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7485389"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7999272	Pubmed	"Similar ectopic expression of ICAM-1 and HLA class II molecules in hypertrophic scars following thermal injury. Castagnoli C, Stella M, Magliacani G, Ferrone S, Richiardi PM. Burns. 1994 Oct;20(5):430–3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7999272"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7999272"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7999272"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10469310	Pubmed	"Expression and role of IL-15 in post-burn hypertrophic scars. Castagnoli C, Trombotto C, Ariotti S, Millesimo M, Ravarino D, Magliacani G, et al. J Invest Dermatol. 1999 Aug;113(2):238–45.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10469310"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10469310"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10469310"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10550323	Pubmed	"Mechanical forces induce scar remodeling. Study in non-pressure-treated versus pressure-treated hypertrophic scars. Costa AM, Peyrol S, Pôrto LC, Comparin JP, Foyatier JL, Desmoulière A. Am J Pathol. 1999 Nov;155(5):1671–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10550323"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10550323"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10550323"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11573241	Pubmed	"Keratinocyte differentiation inversely regulates the expression of involucrin and transforming growth factor beta1. Ghahary A, Marcoux Y, Karimi-Busheri F, Tredget EE. J Cell Biochem. 2001 Aug 1;83(2):239–48.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11573241"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11573241"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11573241"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11685189	Pubmed	"Myofibroblasts and apoptosis in human hypertrophic scars: the effect of interferon-alpha2b. Nedelec B, Shankowsky H, Scott PG, Ghahary A, Tredget EE. Surgery. 2001 Nov;130(5):798–808.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11685189"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11685189"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11685189"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12373339	Pubmed	"Immunolocalization of fibroblast growth factor receptors in normal and wounded human skin. Takenaka H, Yasuno H, Kishimoto S. Arch Dermatol Res. 2002 Oct;294(7):331–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12373339"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12373339"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12373339"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15086769	Pubmed	"Dermal fibroblasts from different layers of human skin are heterogeneous in expression of collagenase and types I and III procollagen mRNA. Ali-Bahar M, Bauer B, Tredget EE, Ghahary A. Wound Repair Regen. 2004;12(2):175–82.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15086769"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15086769"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15086769"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15296246	Pubmed	"A study of p53 expression in thermal burns of human skin for determination of wound age. Tarran S, Dziewulski P, Sztynda T, Langlois NEI. Med Sci Law. 2004 Jul;44(3):222–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15296246"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15296246"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15296246"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15625461	Pubmed	"Gene expression of early hypertrophic scar tissue screened by means of cDNA microarrays. Wu J, Ma B, Yi S, Wang Z, He W, Luo G, et al. J Trauma. 2004 Dec;57(6):1276–86.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15625461"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15625461"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15625461"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15953044	Pubmed	"Effect of in vitro mechanical compression on Epilysin (matrix metalloproteinase-28) expression in hypertrophic scars. Renò F, Sabbatini M, Stella M, Magliacani G, Cannas M. Wound Repair Regen. 2005;13(3):255–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15953044"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15953044"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15953044"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16217483	Pubmed	"Hypertrophic scar fibroblasts have increased connective tissue growth factor expression after transforming growth factor-beta stimulation. Colwell AS, Phan TT, Kong W, Longaker MT, Lorenz PH. Plast Reconstr Surg. 2005 Oct;116(5):1387–90; discussion 1391-2.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16217483"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16217483"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16217483"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16385346	Pubmed	"Involvement of the CXCL12/CXCR4 pathway in the recovery of skin following burns. Avniel S, Arik Z, Maly A, Sagie A, Basst HB, Yahana MD, et al. J Invest Dermatol. 2006 Feb;126(2):468–76.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16385346"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16385346"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16385346"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16621453	Pubmed	"Autocrine production of biologically active hepatocyte growth factor (HGF) by injured human skin. Nayeri F, Xu J, Abdiu A, Nayeri T, Aili D, Liedberg B, et al. J Dermatol Sci. 2006 Jul;43(1):49–56.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16621453"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16621453"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16621453"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16984440	Pubmed	"Proteolytic activity in human burn wounds. Neely AN, Brown RL, Clendening CE, Orloff MM, Gardner J, Greenhalgh DG. Wound Repair Regen. 1997;5(4):302–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16984440"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16984440"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16984440"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17576240	Pubmed	"Imbalance between activin A and follistatin drives postburn hypertrophic scar formation in human skin. Fumagalli M, Musso T, Vermi W, Scutera S, Daniele R, Alotto D, et al. Exp Dermatol. 2007 Jul;16(7):600–10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17576240"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17576240"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17576240"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17644256	Pubmed	"Temporal expression of activin in acute burn wounds--from inflammatory cells to fibroblasts. McLean CA, Cleland H, Moncrieff NJ, Barton RJ, de Kretser DM, Phillips DJ. Burns. 2008 Feb;34(1):50–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17644256"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17644256"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17644256"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18597619	Pubmed	"Improved scar in postburn patients following interferon-alpha2b treatment is associated with decreased angiogenesis mediated by vascular endothelial cell growth factor. Wang J, Chen H, Shankowsky HA, Scott PG, Tredget EE. J Interferon Cytokine Res. 2008 Jul;28(7):423–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18597619"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18597619"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18597619"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20945369	Pubmed	"Toll-like receptors expressed by dermal fibroblasts contribute to hypertrophic scarring. Wang J, Hori K, Ding J, Huang Y, Kwan P, Ladak A, et al. J Cell Physiol. 2011 May;226(5):1265–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20945369"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20945369"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20945369"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22092795	Pubmed	"Stromal cell-derived factor 1 (SDF-1) and its receptor CXCR4 in the formation of postburn hypertrophic scar (HTS). Ding J, Hori K, Zhang R, Marcoux Y, Honardoust D, Shankowsky HA, et al. Wound Repair Regen. 2011;19(5):568–78.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22092795"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22092795"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22092795"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22848228	Pubmed	"Development of a vascularized skin construct using adipose-derived stem cells from debrided burned skin. Chan RK, Zamora DO, Wrice NL, Baer DG, Renz EM, Christy RJ, et al. Stem Cells Int. 2012;2012:841203.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22848228"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22848228"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22848228"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23226515	Pubmed	"SFRP2 and slug contribute to cellular resistance to apoptosis in hypertrophic scars. Chen L, Wang Z, Li S, Zhao G, Tian M, Sun Z. PLoS One. 2012;7(12):e50229.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23226515"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23226515"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23226515"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25837671	Pubmed	"MicroRNA 181b regulates decorin production by dermal fibroblasts and may be a potential therapy for hypertrophic scar. Kwan P, Ding J, Tredget EE. PLoS One. 2015 Apr 2;10(4):e0123054.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25837671"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25837671"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25837671"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25876136	Pubmed	"miR-145 Contributes to Hypertrophic Scarring of the Skin by Inducing Myofibroblast Activity. Gras C, Ratuszny D, Hadamitzky C, Zhang H, Blasczyk R, Figueiredo C. Mol Med. 2015 Apr 9;21(1):296–304.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25876136"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25876136"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25876136"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25998853	Pubmed	"Protomyofibroblast Pathway in Early Thermal Burn Healing. Hermanns-Lê T, Piérard GE, Jennes S, Piérard-Franchimont C. Skin Pharmacol Physiol. 2015;28(5):250–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25998853"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25998853"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25998853"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26794609	Pubmed	"Protective role of microRNA-29a in denatured dermis and skin fibroblast cells after thermal injury. Zhou J, Zhang X, Liang P, Ren L, Zeng J, Zhang M, et al. Biol Open. 2016 Jan 21;5(3):211–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26794609"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26794609"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26794609"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27256813	Pubmed	"Imaging mass spectrometry for accessing molecular changes during burn wound healing. Taverna D, Pollins AC, Sindona G, Caprioli RM, Nanney LB. Wound Repair Regen. 2016 Sep;24(5):775–85.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27256813"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27256813"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27256813"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27477081	Pubmed	"Overexpression of miR-29b reduces collagen biosynthesis by inhibiting heat shock protein 47 during skin wound healing. Zhu Y, Li Z, Wang Y, Li L, Wang D, Zhang W, et al. Transl Res. 2016 Dec;178:38-53.e6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27477081"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27477081"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27477081"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27648692	Pubmed	"Burn Injury Alters Epidermal Cholinergic Mediators and Increases HMGB1 and Caspase 3 in Autologous Donor Skin and Burn Margin. Holmes CJ, Plichta JK, Gamelli RL, Radek KA. Shock. 2017 Feb;47(2):175–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27648692"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27648692"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27648692"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28182006	Pubmed	"Coordinate activities of BRD4 and CDK9 in the transcriptional elongation complex are required for TGFβ-induced Nox4 expression and myofibroblast transdifferentiation. Ijaz T, Jamaluddin M, Zhao Y, Zhang Y, Jay J, Finnerty CC, et al. Cell Death Dis. 2017 Feb 9;8(2):e2606.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28182006"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28182006"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28182006"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28771809	Pubmed	"Role of XIST/miR-29a/LIN28A pathway in denatured dermis and human skin fibroblasts (HSFs) after thermal injury. Guo L, Huang X, Liang P, Zhang P, Zhang M, Ren L, et al. J Cell Biochem. 2018 Feb;119(2):1463–74.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28771809"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28771809"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28771809"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31540582	Pubmed	"LncRNA XIST promotes extracellular matrix synthesis, proliferation and migration by targeting miR-29b-3p/COL1A1 in human skin fibroblasts after thermal injury. Cao W, Feng Y. Biol Res. 2019 Sep 20;52(1):52.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31540582"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31540582"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31540582"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
