Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Calcr	GeneProduct	ncbigene:12311		ensembl:ENSMUSG00000023964	ncbigene:12311		uniprot:Q60755			
Calcrl	GeneProduct	ncbigene:54598		ensembl:ENSMUSG00000059588	ncbigene:54598		uniprot:Q9R1W5;uniprot:A2AR99			
Crhr1	GeneProduct	ncbigene:12921		ensembl:ENSMUSG00000018634	ncbigene:12921		uniprot:Q3ZAT0;uniprot:P35347			
Crhr2	GeneProduct	ncbigene:12922		ensembl:ENSMUSG00000003476	ncbigene:12922		uniprot:E9PXI8;uniprot:E9QNK5;uniprot:A0A1D5RLK7;uniprot:Q60748;uniprot:Q5ERJ2;uniprot:Q3UQP0			
Gipr	GeneProduct	ncbigene:381853		ensembl:ENSMUSG00000030406	ncbigene:381853		uniprot:Q0P543;uniprot:A0A0U1RP73			
Glp2r	GeneProduct	ncbigene:93896		ensembl:ENSMUSG00000049928	ncbigene:93896		uniprot:A0A158RFU9;uniprot:Q5IXF8;uniprot:Q8BM22			
Glp1r	GeneProduct	ncbigene:14652		ensembl:ENSMUSG00000024027	ncbigene:14652		uniprot:O35659			
Gcgr	GeneProduct	ncbigene:14527		ensembl:ENSMUSG00000025127	ncbigene:14527		uniprot:Q61606			
Ghrhr	GeneProduct	ncbigene:14602		ensembl:ENSMUSG00000004654	ncbigene:14602		uniprot:P32082;uniprot:A0A0N4SVS4			
Pth2r	GeneProduct	ncbigene:213527		ensembl:ENSMUSG00000025946	ncbigene:213527		uniprot:D3YV95;uniprot:Q91V95			
Pth1r	GeneProduct	ncbigene:19228		ensembl:ENSMUSG00000032492	ncbigene:19228		uniprot:A0A0G2JEZ1;uniprot:A0A0G2JG89;uniprot:P41593;uniprot:A0A0G2JE85			
Adcyap1r1	GeneProduct	ncbigene:11517		ensembl:ENSMUSG00000029778	ncbigene:11517		uniprot:E9Q3E8;uniprot:Q6NXJ9;uniprot:E9PVE8;uniprot:E9Q968;uniprot:P70205;uniprot:E9Q4B3;uniprot:E9QAL0			
SCTR	GeneProduct	ncbigene:319229		ensembl:ENSMUSG00000026387	ncbigene:319229		uniprot:Q5FWI2;uniprot:H7BX37			
Vipr1	GeneProduct	ncbigene:22354		ensembl:ENSMUSG00000032528	ncbigene:22354		uniprot:P97751			
Vipr2	GeneProduct	ncbigene:22355		ensembl:ENSMUSG00000011171	ncbigene:22355		uniprot:H3BJW2;uniprot:Q546Q8;uniprot:P41588			
Cd97	GeneProduct	ncbigene:26364		ensembl:ENSMUSG00000002885	ncbigene:26364		uniprot:E9QMJ5;uniprot:A0A0D9SEG8;uniprot:S4R1V8;uniprot:E9QJS7;uniprot:Q9DC42			
Emr1	GeneProduct	ncbigene:13733		ensembl:ENSMUSG00000004730	ncbigene:13733		uniprot:Q3U9R0;uniprot:A0A3B2W7X0;uniprot:Q61549;uniprot:A0A3B2WB94;uniprot:A0A3B2W8A7			
Cd97	GeneProduct	ncbigene:26364		ensembl:ENSMUSG00000002885	ncbigene:26364		uniprot:E9QMJ5;uniprot:A0A0D9SEG8;uniprot:S4R1V8;uniprot:E9QJS7;uniprot:Q9DC42			
Lphn1	GeneProduct	ncbigene:330814		ensembl:ENSMUSG00000013033	ncbigene:330814		uniprot:E9Q3V9;uniprot:F6YP92;uniprot:D6RI60;uniprot:E9Q9Q9;uniprot:H7BX15;uniprot:Q80TR1			
Lphn2	GeneProduct	ncbigene:99633		ensembl:ENSMUSG00000028184	ncbigene:99633		uniprot:Q8JZZ7;uniprot:A0A0G2JGZ4;uniprot:A0A0G2JE37;uniprot:A0A0G2JG66;uniprot:A0A0G2JDU4;uniprot:A0A0G2JFV3;uniprot:A0A0G2JDK6;uniprot:A0A0G2JEQ8;uniprot:A0A0G2JH16;uniprot:Q0P6A0;uniprot:A0A0G2JGC2;uniprot:A0A0G2JFF5;uniprot:A0A0G2JDE3;uniprot:A0A0G2JDF4;uniprot:A0A0G2JDH6;uniprot:A0A0G2JGM8			
Lphn3	GeneProduct	ncbigene:319387		ensembl:ENSMUSG00000037605	ncbigene:319387		uniprot:D3Z3X6;uniprot:D3Z4V0;uniprot:D3Z593;uniprot:D6RFB0;uniprot:K3W4M8;uniprot:D3Z6H7;uniprot:D3YWB1;uniprot:D3Z6H9;uniprot:D3Z3G4;uniprot:D3YVT9;uniprot:D3Z5M6;uniprot:D3Z6J2;uniprot:F6WMY5;uniprot:D3Z4S7;uniprot:D3YWR3;uniprot:D3YTW7;uniprot:Q80TS3;uniprot:D3YU23;uniprot:D3Z634			
Eltd1	GeneProduct	ncbigene:170757		ensembl:ENSMUSG00000039167	ncbigene:170757		uniprot:A0A0G2JGY1;uniprot:Q923X1;uniprot:A0A571BF07;uniprot:A0A571BEP4			
Gpr64	GeneProduct	ncbigene:237175		ensembl:ENSMUSG00000031298	ncbigene:237175		uniprot:A2AHP7;uniprot:A2AHQ2;uniprot:Q14AX7;uniprot:Q14BH6;uniprot:Q8CJ12			
