ID	Database	Citation
8157662	Pubmed	"Primary structure analysis and lamin B and DNA binding of human LBR, an integral protein of the nuclear envelope inner membrane. Ye Q, Worman HJ. J Biol Chem. 1994 Apr 15;269(15):11306–11.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8157662"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8157662"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8157662"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9169472	Pubmed	"Domain-specific interactions of human HP1-type chromodomain proteins and inner nuclear membrane protein LBR. Ye Q, Callebaut I, Pezhman A, Courvalin JC, Worman HJ. J Biol Chem. 1997 Jun 6;272(23):14983–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9169472"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9169472"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9169472"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9490724	Pubmed	"MKBP, a novel member of the small heat shock protein family, binds and activates the myotonic dystrophy protein kinase. Suzuki A, Sugiyama Y, Hayashi Y, Nyu-i N, Yoshida M, Nonaka I, et al. J Cell Biol. 1998 Mar 9;140(5):1113–24.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9490724"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9490724"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9490724"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10625651	Pubmed	"Muscle develops a specific form of small heat shock protein complex composed of MKBP/HSPB2 and HSPB3 during myogenic differentiation. Sugiyama Y, Suzuki A, Kishikawa M, Akutsu R, Hirose T, Waye MM, et al. J Biol Chem. 2000 Jan 14;275(2):1095–104.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10625651"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10625651"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10625651"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11714687	Pubmed	"The Mef2c gene is a direct transcriptional target of myogenic bHLH and MEF2 proteins during skeletal muscle development. Wang DZ, Valdez MR, McAnally J, Richardson J, Olson EN. Development. 2001 Nov;128(22):4623–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11714687"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11714687"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11714687"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14550531	Pubmed	"mef2c is activated directly by myogenic basic helix-loop-helix proteins during skeletal muscle development in vivo. Dodou E, Xu SM, Black BL. Mech Dev. 2003 Sep;120(9):1021–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14550531"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14550531"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14550531"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15546624	Pubmed	"H2A.Z alters the nucleosome surface to promote HP1alpha-mediated chromatin fiber folding. Fan JY, Rangasamy D, Luger K, Tremethick DJ. Mol Cell. 2004 Nov 19;16(4):655–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15546624"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15546624"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15546624"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20042602	Pubmed	"The middle region of an HP1-binding protein, HP1-BP74, associates with linker DNA at the entry/exit site of nucleosomal DNA. Hayashihara K, Uchiyama S, Shimamoto S, Kobayashi S, Tomschik M, Wakamatsu H, et al. J Biol Chem. 2010 Feb 26;285(9):6498–507.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20042602"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20042602"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20042602"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23055528	Pubmed	"Notch3 and Mef2c proteins are mutually antagonistic via Mkp1 protein and miR-1/206 microRNAs in differentiating myoblasts. Gagan J, Dey BK, Layer R, Yan Z, Dutta A. J Biol Chem. 2012 Nov 23;287(48):40360–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23055528"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23055528"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23055528"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23374351	Pubmed	"LBR and lamin A/C sequentially tether peripheral heterochromatin and inversely regulate differentiation. Solovei I, Wang AS, Thanisch K, Schmidt CS, Krebs S, Zwerger M, et al. Cell. 2013 Jan 31;152(3):584–98.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23374351"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23374351"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23374351"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
