ID	Database	Citation
7535770	Pubmed	"Pro-inflammatory cytokines and environmental stress cause p38 mitogen-activated protein kinase activation by dual phosphorylation on tyrosine and threonine. Raingeaud J, Gupta S, Rogers JS, Dickens M, Han J, Ulevitch RJ, et al. J Biol Chem. 1995 Mar 31;270(13):7420–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7535770"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7535770"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7535770"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8910293	Pubmed	"Active transport of acetylcholine by the human vesicular acetylcholine transporter. Varoqui H, Erickson JD. J Biol Chem. 1996 Nov 1;271(44):27229–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8910293"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8910293"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8910293"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10747973	Pubmed	"c-Jun NH2-terminal kinase targeting and phosphorylation of heat shock factor-1 suppress its transcriptional activity. Dai R, Frejtag W, He B, Zhang Y, Mivechi NF. J Biol Chem. 2000 Jun 16;275(24):18210–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10747973"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10747973"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10747973"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15064755	Pubmed	"Molecular recognition of BMP-2 and BMP receptor IA. Keller S, Nickel J, Zhang JL, Sebald W, Mueller TD. Nat Struct Mol Biol. 2004 May;11(5):481–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15064755"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15064755"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15064755"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16246722	Pubmed	"Recognition of RNA polymerase II and transcription bubbles by XPG, CSB, and TFIIH: insights for transcription-coupled repair and Cockayne Syndrome. Sarker AH, Tsutakawa SE, Kostek S, Ng C, Shin DS, Peris M, et al. Mol Cell. 2005 Oct 28;20(2):187–98.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16246722"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16246722"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16246722"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16581800	Pubmed	"Association and regulation of heat shock transcription factor 4b with both extracellular signal-regulated kinase mitogen-activated protein kinase and dual-specificity tyrosine phosphatase DUSP26. Hu Y, Mivechi NF. Mol Cell Biol. 2006 Apr;26(8):3282–94.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16581800"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16581800"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16581800"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16603771	Pubmed	"The WSTF-SNF2h chromatin remodeling complex interacts with several nuclear proteins in transcription. Cavellán E, Asp P, Percipalle P, Farrants AKO. J Biol Chem. 2006 Jun 16;281(24):16264–71.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16603771"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16603771"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16603771"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16751180	Pubmed	"CSA-dependent degradation of CSB by the ubiquitin-proteasome pathway establishes a link between complementation factors of the Cockayne syndrome. Groisman R, Kuraoka I, Chevallier O, Gaye N, Magnaldo T, Tanaka K, et al. Genes Dev. 2006 Jun 1;20(11):1429–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16751180"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16751180"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16751180"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17144655	Pubmed	"Substrate binding and catalytic mechanism of human choline acetyltransferase. Kim AR, Rylett RJ, Shilton BH. Biochemistry. 2006 Dec 12;45(49):14621–31.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17144655"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17144655"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17144655"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17296730	Pubmed	"Rev7/MAD2B links c-Jun N-terminal protein kinase pathway signaling to activation of the transcription factor Elk-1. Zhang L, Yang SH, Sharrocks AD. Mol Cell Biol. 2007 Apr;27(8):2861–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17296730"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17296730"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17296730"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
