Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
4,4-Dimethylcholesta-8(9),14-dien-3beta-ol	Metabolite	hmdb:HMDB0060147	""							inchikey:OGQJUYXFIOFTMA-RNDGVDNBSA-N	pubchem.compound:131769845		hmdb:HMDB0060147		
Cholesterol	Metabolite	chebi:16113	""					wikidata:Q43656	chebi:16113	inchikey:HVYWMOMLDIMFJA-DPAQBDIFSA-N	pubchem.compound:5997	chemspider:5775	hmdb:HMDB0000067	kegg.compound:C00187	lipidmaps:LMST01010001
Zymosterol	Metabolite	chebi:18252	""					wikidata:Q3576424	chebi:18252	inchikey:CGSJXLIKVBJVRY-XTGBIJOFSA-N	pubchem.compound:92746	chemspider:83724	hmdb:HMDB0006271	kegg.compound:C05437	lipidmaps:LMST01010066
7-Dehydrodesmosterol	Metabolite	chebi:27910	""					wikidata:Q2818195	chebi:27910	inchikey:RUSSPKPUXDSHNC-DDPQNLDTSA-N	pubchem.compound:440558	chemspider:389458	hmdb:HMDB0003896	kegg.compound:C05107	lipidmaps:LMST01010121
8-Dehydrocholesterol	Metabolite	hmdb:HMDB0002027	""						chebi:89982	inchikey:VUKORTMHZDZZFR-BXAZICILSA-N	pubchem.compound:129846	chemspider:114943	hmdb:HMDB0002027		
Lanosterol	Metabolite	chebi:16521	""					wikidata:Q414996	chebi:16521	inchikey:CAHGCLMLTWQZNJ-BQNIITSRSA-N	pubchem.compound:246983	chemspider:216175	hmdb:HMDB0001251	kegg.compound:C01724	lipidmaps:LMST01010017
4,4-dimethyl-5alpha-cholest-8-en-3beta-ol	Metabolite	chebi:87044	""					wikidata:Q27105117	chebi:87044	inchikey:FYHRVINOXYETMN-QGBOJXOESA-N	pubchem.compound:12070223	chemspider:19990055	hmdb:HMDB0006840	kegg.compound:C15915	lipidmaps:LMST01010225
Vitamin D	Metabolite	chebi:27300	""					wikidata:Q175621	chebi:27300						
4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	Metabolite	chebi:17813	""					wikidata:Q27102638	chebi:17813	inchikey:JIKFCHILHFFTSH-NRIFOQJISA-N;inchikey:LFQXEZVYNCBVDO-PBJLWWPKSA-N	pubchem.compound:443212	chemspider:391478	hmdb:HMDB0001023;hmdb:HMDB0010315	kegg.compound:C11455	lipidmaps:LMST01010149
Desmosterol	Metabolite	chebi:17737	""					wikidata:Q3024529	chebi:17737	inchikey:AVSXSVCZWQODGV-DPAQBDIFSA-N	pubchem.compound:439577	chemspider:388662	hmdb:HMDB0002719	kegg.compound:C01802	lipidmaps:LMST01010016
14-Demethyllanosterol	Metabolite	chebi:18364	""					wikidata:Q24063312	chebi:18364	inchikey:CHGIKSSZNBCNDW-GKBRUXRCSA-N;inchikey:CHGIKSSZNBCNDW-QGBOJXOESA-N	pubchem.compound:50990081;pubchem.compound:165609	chemspider:145139;chemspider:25994967	hmdb:HMDB0001286	kegg.compound:C05108	lipidmaps:LMST01010176
7-Dehydrocholesterol	Metabolite	chebi:17759	""					wikidata:Q139350	chebi:17759	inchikey:UCTLRSWJYQTBFZ-DDPQNLDTSA-N	pubchem.compound:439423	chemspider:388534	hmdb:HMDB0000032	kegg.compound:C01164	lipidmaps:LMST01010069
(5alpha)-cholest-8-en-3beta-ol	Metabolite	chebi:16608	""					wikidata:Q27101995	chebi:16608	inchikey:QETLKNDKQOXZRP-XTGBIJOFSA-N	pubchem.compound:101770	chemspider:91952	hmdb:HMDB0006841	kegg.compound:C03845	lipidmaps:LMST01010096
Lathosterol	Metabolite	chebi:17168	""					wikidata:Q3218465	chebi:17168	inchikey:IZVFFXVYBHFIHY-SKCNUYALSA-N	pubchem.compound:65728	chemspider:59151	hmdb:HMDB0001170	kegg.compound:C01189	lipidmaps:LMST01010089
