Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Anthranilic acid	Metabolite	chebi:30754	""					wikidata:Q385140	chebi:30754	inchikey:RWZYAGGXGHYGMB-UHFFFAOYSA-N	pubchem.compound:227	chemspider:222	hmdb:HMDB0001123	kegg.compound:C00108	
Kynurenine	Metabolite	chebi:28683	""					wikidata:Q32908783	chebi:28683	inchikey:YGPSJZOEDVAXAB-UHFFFAOYSA-N	pubchem.compound:846;pubchem.compound:25245862		hmdb:HMDB0250769	kegg.compound:C01718	
N-Formylkynurenine	Metabolite	chebi:30249	""					wikidata:Q27104120;wikidata:Q106345554	chebi:30249;chebi:58629	inchikey:BYHJHXPTQMMKCA-QMMMGPOBSA-N	pubchem.compound:25202092;pubchem.compound:439788	chemspider:388843	hmdb:HMDB0060485	kegg.compound:C02700	
3-Hydroxykynurenine	Metabolite	chebi:1547	""					wikidata:Q2815992	chebi:1547	inchikey:VCKPUUFAIGNJHC-UHFFFAOYSA-N	pubchem.compound:25244175;pubchem.compound:89	chemspider:87	hmdb:HMDB0000732	kegg.compound:C02794	
3-Hydroxyanthranilic acid	Metabolite	hmdb:HMDB01476	""					wikidata:Q2823213;wikidata:Q24699118	chebi:15793	inchikey:WJXSWCUQABXPFS-UHFFFAOYSA-N	pubchem.compound:161867;pubchem.compound:86	chemspider:84	hmdb:HMDB0001476	kegg.compound:C00632	
Xanthurenic acid	Metabolite	hmdb:HMDB00881	""					wikidata:Q5961262	chebi:10072	inchikey:FBZONXHGGPHHIY-UHFFFAOYSA-N	pubchem.compound:5699	chemspider:5497	hmdb:HMDB0000881	kegg.compound:C02470	
Tryptophan	Metabolite	chebi:27897	"OCR lexicon match: Trp"					wikidata:Q27103394	chebi:64554;chebi:27897	inchikey:QIVBCDIJIAJPQS-UHFFFAOYSA-N	pubchem.compound:4099458;pubchem.compound:1148	chemspider:1116	hmdb:HMDB0030396	kegg.compound:C00806	
3-Hydroxykynurenamine	Metabolite	hmdb:HMDB0060281	"3-Hydroxykynurenamine"							inchikey:ODOPEICAGBYCFH-UHFFFAOYSA-N	pubchem.compound:440736		hmdb:HMDB0060281	kegg.compound:C05636	
Quinolinic acid	Metabolite	hmdb:HMDB00232	""					wikidata:Q411945;wikidata:Q72503887	chebi:16675	inchikey:GJAWHXHKYYXBSV-UHFFFAOYSA-N	pubchem.compound:1066	chemspider:144985;chemspider:1037	hmdb:HMDB0000232	kegg.compound:C03722	
Kynurenic Acid	Metabolite	chebi:18344	""					wikidata:Q642217	chebi:18344	inchikey:HCZHHEIFKROPDY-UHFFFAOYSA-N	pubchem.compound:3845	chemspider:3712	hmdb:HMDB0000715	kegg.compound:C01717	
