Label	Type	ID	Database	
SPHK1	GeneProduct	ENSDARG00000100290	Ensembl
sphk2	GeneProduct	ENSDARG00000069893	Ensembl
asah1b	GeneProduct	ENSDARG00000034817	Ensembl
smpd2a	GeneProduct	ENSDARG00000040523	Ensembl
s1pr1	GeneProduct	ENSDARG00000042690	Ensembl
s1pr2	GeneProduct	ENSDARG00000036548	Ensembl
s1pr3b	GeneProduct	ENSDARG00000098253	Ensembl
s1pr5b	GeneProduct	ENSDARG00000052192	Ensembl
PLCB1	GeneProduct		
CABZ01072157.1	GeneProduct	ENSDARG00000090381	Ensembl
plcb3	GeneProduct	ENSDARG00000068246	Ensembl
mapk3	GeneProduct	ENSDARG00000070573	Ensembl
mapk1	GeneProduct	ENSDARG00000027552	Ensembl
mapk6	GeneProduct	ENSDARG00000032103	Ensembl
mapk4	GeneProduct	ENSDARG00000017681	Ensembl
mapk7	GeneProduct	ENSDARG00000023110	Ensembl
mapk12b	GeneProduct	ENSDARG00000006409	Ensembl
gnai1	GeneProduct	ENSDARG00000021647	Ensembl
gnai2b	GeneProduct	ENSDARG00000017294	Ensembl
gnai3	GeneProduct	ENSDARG00000030644	Ensembl
akt1	GeneProduct	ENSDARG00000099657	Ensembl
akt2	GeneProduct	ENSDARG00000011219	Ensembl
akt3b	GeneProduct	ENSDARG00000087205	Ensembl
pik3c2b	GeneProduct	ENSDARG00000086927	Ensembl
racgap1	GeneProduct	ENSDARG00000015460	Ensembl
