ID	Database	Citation
1907934	Pubmed	"Relationship between interferon-gamma, indoleamine 2,3-dioxygenase, and tryptophan catabolism. Taylor MW, Feng GS. FASEB J. 1991 Aug;5(11):2516–22.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1907934"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1907934"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1907934"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2427623	Pubmed	"Characterization of an indoleamine 2,3-dioxygenase induced by gamma-interferon in cultured human fibroblasts. Pfefferkorn ER, Rebhun S, Eckel M. J Interferon Res. 1986 Jun;6(3):267–79.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2427623"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2427623"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2427623"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7514594	Pubmed	"Molecular cloning and functional expression of human 3-hydroxyanthranilic-acid dioxygenase. Malherbe P, Köhler C, Da Prada M, Lang G, Kiefer V, Schwarcz R, et al. J Biol Chem. 1994 May 13;269(19):13792–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7514594"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7514594"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7514594"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8901620	Pubmed	"Hydrogen peroxide-mediated neuronal cell death induced by an endogenous neurotoxin, 3-hydroxykynurenine. Okuda S, Nishiyama N, Saito H, Katsuki H. Proc Natl Acad Sci U S A. 1996 Oct 29;93(22):12553–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8901620"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8901620"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8901620"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10588931	Pubmed	"Oxidative stress as a mechanism for quinolinic acid-induced hippocampal damage: protection by melatonin and deprenyl. Behan WM, McDonald M, Darlington LG, Stone TW. Br J Pharmacol. 1999 Dec;128(8):1754–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10588931"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10588931"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10588931"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10852726	Pubmed	"3-Hydroxykynurenine and 3-hydroxyanthranilic acid generate hydrogen peroxide and promote alpha-crystallin cross-linking by metal ion reduction. Goldstein LE, Leopold MC, Huang X, Atwood CS, Saunders AJ, Hartshorn M, et al. Biochemistry. 2000 Jun 20;39(24):7266–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10852726"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10852726"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10852726"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11392499	Pubmed	"3-Hydroxyanthranilic acid, an L-tryptophan metabolite, induces apoptosis in monocyte-derived cells stimulated by interferon-gamma. Morita T, Saito K, Takemura M, Maekawa N, Fujigaki S, Fujii H, et al. Ann Clin Biochem. 2001 May;38(Pt 3):242–51.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11392499"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11392499"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11392499"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15866519	Pubmed	"Effect of arylformamidase (kynurenine formamidase) gene inactivation in mice on enzymatic activity, kynurenine pathway metabolites and phenotype. Dobrovolsky VN, Bowyer JF, Pabarcus MK, Heflich RH, Williams LD, Doerge DR, et al. Biochim Biophys Acta. 2005 Jun 20;1724(1–2):163–72.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15866519"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15866519"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15866519"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16787837	Pubmed	"Excitotoxicity of quinolinic acid: modulation by endogenous antagonists. Jhamandas KH, Boegman RJ, Beninger RJ, Miranda AF, Lipic KA. Neurotox Res. 2000;2(2–3):139–55.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16787837"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16787837"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16787837"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17151944	Pubmed	"Kynurenines impair energy metabolism in rat cerebral cortex. Schuck PF, Tonin A, da Costa Ferreira G, Viegas CM, Latini A, Duval Wannmacher CM, et al. Cell Mol Neurobiol. 2007 Feb;27(1):147–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17151944"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17151944"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17151944"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
