Label	Type	ID	Database	Comment
Hyperlipidemia	Unknown	Q1079120	wikidata:Q1079120	DISEASE
Progeria Associated Lipodystrophy	Pathway	WP5103	wikipathways:WP5103	
Congenital Generalized Lipodystrophy(CGL)	Pathway	WP5101	wikipathways:WP5101	
Type IV	Pathway	WP5111	wikipathways:WP5111	
Hypolipoproteinemia	Unknown	Q5959735	wikidata:Q5959735	DISEASE
Familial Partial Lipodystrophy(FPLD)	Pathway	WP5102	wikipathways:WP5102	
Dyslipidemia	Unknown	Q66291209	wikidata:Q66291209	DISEASE
Type I	Pathway	WP5108	wikipathways:WP5108	
Lipodystrophy	Unknown	Q1538213	wikidata:Q1538213	DISEASE
Type III	Pathway	WP5110	wikipathways:WP5110	
Acquired Partial Lipodystrophy	Pathway	WP5104	wikipathways:WP5104	
Type II	Pathway	WP5109	wikipathways:WP5109	
Type V	Pathway	WP5112	wikipathways:WP5112	
