Label	Type	ID	Database	Comment
MIR29A	Rna			
MYC	GeneProduct	ENSBTAG00000008409	ensembl:ENSBTAG00000008409	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000136997
CDC42	GeneProduct	ENSBTAG00000001700	ensembl:ENSBTAG00000001700	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000070831
E2H2	GeneProduct			
CDK6	GeneProduct	ENSBTAG00000044023	ensembl:ENSBTAG00000044023	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000105810
TP53	GeneProduct	ENSBTAG00000001069	ensembl:ENSBTAG00000001069	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000141510
E2F3	GeneProduct	ENSBTAG00000021045	ensembl:ENSBTAG00000021045	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000112242
bta-mir-34a	Rna	ENSBTAG00000029924	ensembl:ENSBTAG00000029924	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000207865
bta-mir-148a	Rna	ENSBTAG00000029945	ensembl:ENSBTAG00000029945	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000199085
bta-let-7a-1	Rna	ENSBTAG00000029981	ensembl:ENSBTAG00000029981	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406881
TTP	GeneProduct			
PIK3R1	Protein	ENSBTAG00000010989	ensembl:ENSBTAG00000010989	HomologyConvert: Homo sapiens to Bos taurus: Original ID = S:P27986
bta-mir-148b	Rna	ENSBTAG00000029852	ensembl:ENSBTAG00000029852	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000199122
bta-mir-101-1	Rna	ENSBTAG00000029855	ensembl:ENSBTAG00000029855	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000199135
bta-mir-101-2	Rna	ENSBTAG00000029932	ensembl:ENSBTAG00000029932	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000199065
bta-mir-34b	Rna	ENSBTAG00000029856	ensembl:ENSBTAG00000029856	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000207811
bta-mir-34c	Rna	ENSBTAG00000029991	ensembl:ENSBTAG00000029991	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000207562
MIR29B1	Rna			
MIR29B2	Rna			
MIR29C	Rna			
bta-let-7a-2	Rna	ENSBTAG00000029881	ensembl:ENSBTAG00000029881	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406882
bta-let-7a-3	Rna	ENSBTAG00000029772	ensembl:ENSBTAG00000029772	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406883
MIRLET7B	Rna			
bta-let-7c	Rna	ENSBTAG00000029912	ensembl:ENSBTAG00000029912	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406885
bta-let-7d	Rna	ENSBTAG00000029853	ensembl:ENSBTAG00000029853	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406886
bta-let-7e	Rna	ENSBTAG00000029880	ensembl:ENSBTAG00000029880	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406887
bta-let-7f-1	Rna	ENSBTAG00000029935	ensembl:ENSBTAG00000029935	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406888
bta-let-7f-2	Rna	ENSBTAG00000029774	ensembl:ENSBTAG00000029774	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406889
bta-let-7g	Rna	ENSBTAG00000029861	ensembl:ENSBTAG00000029861	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:406890
