ID	Database	Citation
PMC7977775	PubMed Central	
10425270	Pubmed	"Oxidant stress regulation of IL-8 and ICAM-1 gene expression: differential activation and binding of the transcription factors AP-1 and NF-kappaB (Review). Roebuck KA. Int J Mol Med. 1999 Sep;4(3):223–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10425270"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10425270"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10425270"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21189404	Pubmed	"Prevention of angiotensin II-mediated renal oxidative stress, inflammation, and fibrosis by angiotensin-converting enzyme 2. Zhong J, Guo D, Chen CB, Wang W, Schuster M, Loibner H, et al. Hypertension. 2011 Feb;57(2):314–22.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21189404"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21189404"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21189404"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23970124	Pubmed	"NADPH oxidases, reactive oxygen species, and the kidney: friend and foe. Sedeek M, Nasrallah R, Touyz RM, Hébert RL. J Am Soc Nephrol. 2013 Oct;24(10):1512–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23970124"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23970124"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23970124"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26858641	Pubmed	"NADPH Oxidase/ROS-Dependent VCAM-1 Induction on TNF-α-Challenged Human Cardiac Fibroblasts Enhances Monocyte Adhesion. Lin CC, Yang CC, Wang CY, Tseng HC, Pan CS, Hsiao LD, et al. Front Pharmacol. 2016 Jan 28;6:310.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26858641"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26858641"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26858641"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28579545	Pubmed	"Oxidative stress and reactive oxygen species in endothelial dysfunction associated with cardiovascular and metabolic diseases. Incalza MA, D’Oria R, Natalicchio A, Perrini S, Laviola L, Giorgino F. Vascul Pharmacol. 2018 Jan;100:1–19.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28579545"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28579545"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28579545"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31986264	Pubmed	"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China. Huang C, Wang Y, Li X, Ren L, Zhao J, Hu Y, et al. Lancet. 2020 Feb 15;395(10223):497–506.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31986264"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31986264"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31986264"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32336612	Pubmed	"The pivotal link between ACE2 deficiency and SARS-CoV-2 infection. Verdecchia P, Cavallini C, Spanevello A, Angeli F. Eur J Intern Med. 2020 Jun;76:14–20.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32336612"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32336612"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32336612"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32464097	Pubmed	"Type I and Type III Interferons - Induction, Signaling, Evasion, and Application to Combat COVID-19. Park A, Iwasaki A. Cell Host Microbe. 2020 Jun 10;27(6):870–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32464097"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32464097"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32464097"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33077915	Pubmed	"Tissue-specific and interferon-inducible expression of nonfunctional ACE2 through endogenous retroelement co-option. Ng KW, Attig J, Bolland W, Young GR, Major J, Wrobel AG, et al. Nat Genet. 2020 Dec;52(12):1294–302.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33077915"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33077915"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33077915"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33162896	Pubmed	"Angiotensin II Decreases Endothelial Nitric Oxide Synthase Phosphorylation via AT1R Nox/ROS/PP2A Pathway. Ding J, Yu M, Jiang J, Luo Y, Zhang Q, Wang S, et al. Front Physiol. 2020 Sep 30;11:566410.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33162896"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33162896"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33162896"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
34838588	Pubmed	"Endothelial contribution to COVID-19: an update on mechanisms and therapeutic implications. Ma Z, Yang KY, Huang Y, Lui KO. J Mol Cell Cardiol. 2022 Mar;164:69–82.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/34838588"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/34838588"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/34838588"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
