Label	Type	ID	Database	Comment
S2	Protein	Q106020384	wikidata:Q106020384	
FURIN	GeneProduct	ENSG00000140564	ensembl:ENSG00000140564	
Surface glycoprotein S	Protein	P0DTC2	uniprot:P0DTC2	
NRP1	GeneProduct	ENSG00000099250	ensembl:ENSG00000099250	
KDR	GeneProduct	ENSG00000128052	ensembl:ENSG00000128052	
S1	Protein	Q106020256	wikidata:Q106020256	
ACE2	GeneProduct	ENSG00000130234	ensembl:ENSG00000130234	
VEGFA	GeneProduct	ENSG00000112715	ensembl:ENSG00000112715	
Angiogenesis	Pathway	WP1993	wikipathways:WP1993	
Membrane fusion	Pathway	Q6556360	wikidata:Q6556360	
NRP1	GeneProduct	ENSG00000099250	ensembl:ENSG00000099250	
