Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
5-HETE	Metabolite	cas:70608-72-9						wikidata:Q2823230	chebi:28209;chebi:28209	inchikey:KGIJOOYOSFUGPC-JGKLHWIESA-N
5-HPETE	Metabolite	hmdb:HMDB0001193							chebi:15632;chebi:15632	inchikey:JNUUNUQHXIOFDA-JGKLHWIESA-N
Prostaglandin H2	Metabolite	hmdb:HMDB0001381							chebi:15554;chebi:15554	inchikey:YIBNHAJFJUQSRA-YNNPMVKQSA-N
Leukotriene D4	Metabolite	hmdb:HMDB0003080							chebi:28666;chebi:28666	inchikey:YEESKJGWJFYOOK-IJHYULJSSA-N
Thromboxane B2	Metabolite	hmdb:HMDB0003252							chebi:28728;chebi:28728	inchikey:XNRNNGPBEPRNAR-JQBLCGNGSA-N
Prostaglandin I2	Metabolite	hmdb:HMDB0001335							chebi:15552;chebi:15552	inchikey:KAQKFAOMNZTLHT-OZUDYXHBSA-N
Prostaglandin D2	Metabolite	hmdb:HMDB0001403							chebi:15555;chebi:15555	inchikey:BHMBVRSPMRCCGG-OUTUXVNYSA-N
Leukotriene A4	Metabolite	hmdb:HMDB0001337							chebi:15651;chebi:15651	inchikey:UFPQIRYSPUYQHK-WAQVJNLQSA-N
Prostaglandin F2a	Metabolite	hmdb:HMDB0001139							chebi:15553;chebi:15553	inchikey:PXGPLTODNUVGFL-UAAPODJFSA-N
Leukotriene C4	Metabolite	hmdb:HMDB0001198							chebi:16978;chebi:16978	inchikey:GWNVDXQDILPJIG-NXOLIXFESA-N
Leukotriene E4	Metabolite	hmdb:HMDB0002200							chebi:15650;chebi:15650	inchikey:OTZRAYGBFWZKMX-FRFVZSDQSA-N
12-HETE	Metabolite	cas:70608-72-9						wikidata:Q2823230	chebi:28209;chebi:28209	inchikey:KGIJOOYOSFUGPC-JGKLHWIESA-N
15-HETE	Metabolite	cas:70608-72-9						wikidata:Q2823230	chebi:28209;chebi:28209	inchikey:KGIJOOYOSFUGPC-JGKLHWIESA-N
Thromboxane A2	Metabolite	hmdb:HMDB0001452							chebi:15627;chebi:15627	inchikey:DSNBHJFQCNUKMA-SCKDECHMSA-N
Arachidonic acid	Metabolite	hmdb:HMDB0001043							chebi:15843;chebi:15843	inchikey:YZXBAPSDXZZRGB-DOFZRALJSA-N
Leukotriene B4	Metabolite	hmdb:HMDB0001085							chebi:15647;chebi:15647	inchikey:VNYSSYRCGWBHLG-AMOLWHMGSA-N
12-HPETE	Metabolite	cas:71030-35-8						wikidata:Q27252863		inchikey:ZIOZYRSDNLNNNJ-VXBMJZGYSA-N
15-HPETE	Metabolite	cas:70981-96-3						wikidata:Q27070784	chebi:15628;chebi:15628	inchikey:BFWYTORDSFIVKP-VAEKSGALSA-N
Prostaglandin E2	Metabolite	cas:363-24-6						wikidata:Q416554	chebi:15551;chebi:15551	inchikey:XEYBRNLFEZDVAW-ARSRFYASSA-N
ALOX5AP	GeneProduct	ensembl:ENSBTAG00000013201	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:241	ensembl:ENSBTAG00000013201	ncbigene:613869		uniprot:Q148F2;uniprot:A0A452DIK9			
PTGDS	GeneProduct	ensembl:ENSBTAG00000015074	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5730	ensembl:ENSBTAG00000015074	ncbigene:286858		uniprot:B1H0W7;uniprot:A0A3Q1MGM5;uniprot:O02853			
PTGES2	GeneProduct	ensembl:ENSBTAG00000016218	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:80142	ensembl:ENSBTAG00000016218	ncbigene:493639		uniprot:A0A3Q1LFK5;uniprot:A0A452DIP7			
DPEP1	GeneProduct	ensembl:ENSBTAG00000033326	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1800	ensembl:ENSBTAG00000033326	ncbigene:514685		uniprot:Q3SZM7;uniprot:A0A3Q1MH74;uniprot:A0A452DIG4			
PTGIS	GeneProduct	ensembl:ENSBTAG00000017537	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5740	ensembl:ENSBTAG00000017537	ncbigene:282021		uniprot:A0A3Q1MTF6;uniprot:A0A3Q1M264;uniprot:Q29626			
