Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
FZD8	GeneProduct	ncbigene:374059		ensembl:ENSGALG00010006285	ncbigene:374059	hgnc.symbol:FZD8				
APC	GeneProduct	ncbigene:415607		ensembl:ENSGALG00010008333	ncbigene:415607		uniprot:A0A1D5PC88			
CTBP1	GeneProduct	ncbigene:422904		ensembl:ENSGALG00010017665	ncbigene:422904		uniprot:A0A1D5P770;uniprot:Q5ZIZ6			
MMP7	GeneProduct	ncbigene:418983		ensembl:ENSGALG00010007586	ncbigene:418983					
CTNNB1	GeneProduct	ncbigene:395964		ensembl:ENSGALG00010016258	ncbigene:395964		uniprot:A0A1D5PQN0;uniprot:A0A1D5NYE8			
JUN	GeneProduct	ncbigene:424673		ensembl:ENSGALG00010026886	ncbigene:424673					
FZD10_CHICK	GeneProduct	ensembl:ENSGALG00000002652								
NP_001006325.1	GeneProduct	ensembl:ENSGALG00000003247								
RCJMB04_16p24	GeneProduct	ncbigene:424991		ensembl:ENSGALG00010016692	ncbigene:424991		uniprot:E1BWA3;uniprot:F1P0L9			
PLAU	GeneProduct	ncbigene:396424		ensembl:ENSGALG00010021137	ncbigene:396424		uniprot:P15120			
WNT2B	GeneProduct	ncbigene:374243		ensembl:ENSGALG00010027417	ncbigene:374243		uniprot:Q98SN7			
CREBBP	GeneProduct	ncbigene:416667		ensembl:ENSGALG00010016508	ncbigene:416667		uniprot:F1NGB5			
PPP2CA	GeneProduct	ncbigene:416318		ensembl:ENSGALG00010015861	ncbigene:416318		uniprot:Q5ZM47			
PPP2CB	GeneProduct	ncbigene:396021		ensembl:ENSGALG00010008019	ncbigene:396021					
NP_989878.1	GeneProduct	ensembl:ENSGALG00000006480								
Q9IB43_CHICK	GeneProduct	ensembl:ENSGALG00000008883								
RCJMB04_5a10	GeneProduct	ncbigene:417430		ensembl:ENSGALG00010029209	ncbigene:417430		uniprot:R4GHL2			
LEF1	GeneProduct	ncbigene:395865		ensembl:ENSGALG00010005587	ncbigene:395865		uniprot:A0A3Q3B1W2;uniprot:O93345			
SOX2	GeneProduct	ncbigene:396105								
ZBTB33	GeneProduct	ncbigene:422367		ensembl:ENSGALG00010012821	ncbigene:422367					
RACGAP1	GeneProduct	ncbigene:426884								
MAPK10	GeneProduct	ncbigene:422592		ensembl:ENSGALG00010003834	ncbigene:422592					
FZD2	GeneProduct	ncbigene:374061		ensembl:ENSGALG00010026346	ncbigene:374061					
WNT16	GeneProduct	ncbigene:427856		ensembl:ENSGALG00010001305	ncbigene:427856		uniprot:R4GLW1			
WNT2	GeneProduct	ncbigene:417769		ensembl:ENSGALG00010001486	ncbigene:417769		uniprot:A0A1D5NTF4			
WNT9B	GeneProduct	ncbigene:771092		ensembl:ENSGALG00010025948	ncbigene:771092	hgnc.symbol:WNT9B				
WNT5A	GeneProduct	ncbigene:395703		ensembl:ENSGALG00010027875	ncbigene:395703		uniprot:Q9YGX6			
TCF7L1	GeneProduct	ncbigene:395230		ensembl:ENSGALG00010020180	ncbigene:395230					
PPARD	GeneProduct	ncbigene:395479		ensembl:ENSGALG00010027545	ncbigene:395479		uniprot:A0A3Q3AXA2;uniprot:F1NHW8			
EP300	GeneProduct	ncbigene:418000		ensembl:ENSGALG00010012865	ncbigene:418000	hgnc.symbol:EP300				
FBXW2	GeneProduct	ncbigene:417088		ensembl:ENSGALG00010028712	ncbigene:417088					
NLK	GeneProduct	ncbigene:417669		ensembl:ENSGALG00010029564	ncbigene:417669	hgnc.symbol:NLK				
PPM1J	GeneProduct	ensembl:ENSGALG00000001605								
PRKCB	GeneProduct	ncbigene:416567		ensembl:ENSGALG00010018355	ncbigene:416567		uniprot:A0A1D5PUY5;uniprot:A0A1D5PCZ1			
RCJMB04_12k21	GeneProduct	ncbigene:423302		ensembl:ENSGALG00010005458	ncbigene:423302		uniprot:Q5F3M9			
FOXD3_CHICK	GeneProduct	ensembl:ENSGALG00000012644								
MYC	GeneProduct	ncbigene:420332		ensembl:ENSGALG00010007986	ncbigene:420332		uniprot:A0A167VDX5;uniprot:P01109			
WNT6	GeneProduct	ncbigene:395235		ensembl:ENSGALG00010021142	ncbigene:395235	hgnc.symbol:WNT6				
RCJMB04_2d20	GeneProduct	ncbigene:419416		ensembl:ENSGALG00010018012	ncbigene:419416	hgnc.symbol:DVL1				
PAFAH1B1	GeneProduct	ncbigene:374224		ensembl:ENSGALG00010029593	ncbigene:374224		uniprot:Q9PTR5			
WNT11	GeneProduct	ncbigene:395562		ensembl:ENSGALG00010002356	ncbigene:395562		uniprot:P49339			
TP53	GeneProduct	ncbigene:396200								
CCND1	GeneProduct	ncbigene:396341		ensembl:ENSGALG00010025419	ncbigene:396341		uniprot:F1NS84			
WNT3	GeneProduct	ncbigene:395396		ensembl:ENSGALG00010026141	ncbigene:395396		uniprot:Q2LMP1			
PPP2R2B	GeneProduct	ncbigene:416350		ensembl:ENSGALG00010013921	ncbigene:416350		uniprot:A0A1D5PC44;uniprot:F1NS72;uniprot:A0A1D5PWQ5			
MAPK9	GeneProduct	ncbigene:395983		ensembl:ENSGALG00010015175	ncbigene:395983		uniprot:P79996			
PPP2R3B	GeneProduct	ncbigene:418670		ensembl:ENSGALG00010002458	ncbigene:418670					
WNT7A	GeneProduct	ncbigene:374168		ensembl:ENSGALG00010027653	ncbigene:374168		uniprot:Q9DEB8			
CTBP2	GeneProduct	ncbigene:423958		ensembl:ENSGALG00010002419	ncbigene:423958	hgnc.symbol:CTBP2				
PPP2R1B	GeneProduct	ncbigene:777130								
PPP2R5E	GeneProduct	ncbigene:423512		ensembl:ENSGALG00010017701	ncbigene:423512		uniprot:F1NLM6			
PRKCZ	GeneProduct	ncbigene:419399		ensembl:ENSGALG00010020059	ncbigene:419399		uniprot:E1BQN6			
LRP6	GeneProduct	ncbigene:419097		ensembl:ENSGALG00010021562	ncbigene:419097	hgnc.symbol:LRP6				
FZD4	GeneProduct	ncbigene:373887		ensembl:ENSGALG00010007763	ncbigene:373887		uniprot:Q9IA05			
DVL3	GeneProduct	ncbigene:424949		ensembl:ENSGALG00010017773	ncbigene:424949	hgnc.symbol:DVL3				
AXIN2	GeneProduct	ncbigene:395152		ensembl:ENSGALG00010029221	ncbigene:395152		uniprot:A0A1D5PPH8			
FZD9	GeneProduct	ncbigene:373886		ensembl:ENSGALG00010029538	ncbigene:373886					
RHOA	GeneProduct	ncbigene:395442		ensembl:ENSGALG00010027386	ncbigene:395442					
FZD6	GeneProduct	ncbigene:378788		ensembl:ENSGALG00010010938	ncbigene:378788					
NKD1	GeneProduct	ncbigene:415729		ensembl:ENSGALG00010024038	ncbigene:415729		uniprot:A0A3Q2TWQ4;uniprot:E1BQR5			
FZD7	GeneProduct	ncbigene:374060		ensembl:ENSGALG00010026264	ncbigene:374060		uniprot:A0A1D5PEJ9			
AXIN1	GeneProduct	ncbigene:395786		ensembl:ENSGALG00010016911	ncbigene:395786		uniprot:A0A1D5P395			
NANOG	GeneProduct	ncbigene:100272166		ensembl:ENSGALG00010021471	ncbigene:100272166					
PPP2R5C	GeneProduct	ncbigene:423460		ensembl:ENSGALG00010016787	ncbigene:423460		uniprot:A0A1L1RVT0;uniprot:Q5F3C6;uniprot:A0A3Q2U021;uniprot:A0A3Q2U6X1			
GSK3B	GeneProduct	ncbigene:418335		ensembl:ENSGALG00010025103	ncbigene:418335		uniprot:F1NPL8			
WNT4	GeneProduct	ncbigene:395561		ensembl:ENSGALG00010016957	ncbigene:395561		uniprot:P49337			
RCJMB04_5f2	GeneProduct	ncbigene:419523		ensembl:ENSGALG00010018438	ncbigene:419523					
CSNK1E	GeneProduct	ncbigene:378891		ensembl:ENSGALG00010012911	ncbigene:378891					
PPP2R2C	GeneProduct	ncbigene:422858		ensembl:ENSGALG00010011465	ncbigene:422858		uniprot:E1C2X1;uniprot:A0A1D5PB76;uniprot:A0A1D5NZN8			
FZD3	GeneProduct	ncbigene:395572		ensembl:ENSGALG00010010949	ncbigene:395572		uniprot:A0A1D5NTJ0			
RCJMB04_21j12	GeneProduct	ncbigene:428852		ensembl:ENSGALG00010026163	ncbigene:428852		uniprot:A0A3Q2U1A5			
