ID	Database	Citation
11031	Pubmed	"Blood sugar and beta-blockers. Linton SP, Scott PH, Kendall MJ. Br Med J. 1976 Oct 9;2(6040):877–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11031"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11031"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11031"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11133	Pubmed	"Hormonal regulation of liver mitochondrial pyruvate carrier in relation to gluconeogenesis and lipogenesis. Titheradge MA, Coore HG. FEBS Lett. 1976 Nov 15;72(1):73–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11133"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11133"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11133"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11268	Pubmed	"Physiology of an ATP receptor in labellar sensilla of the tsetse fly Glossina morsitans morsitans Westw. (Diptera: Glossinidae). Mitchell BK. J Exp Biol. 1976 Aug;65(1):259–71.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11268"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11268"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11268"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
406657	Pubmed	"3 cases of osteogenesis imperfecta of the Vrolik type. Alexandru E, Vasilescu E, Ritli R, Popa I, Corneanu A. Rev Pediatr Obstet Ginecol Pediatr. 1977;26(2):119–24.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/406657"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/406657"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/406657"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1313322	Pubmed	"Signal transduction in glycosaminoglycan (GAG) synthesis by cultured chondrocytes and its inhibition by inflammatory cell-derived hydrogen peroxide. Matsubara T, Kimura T, Kuroda T, Hirohata K. Br J Rheumatol. 1992;31 Suppl 1:27–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1313322"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1313322"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1313322"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1447167	Pubmed	"A mouse CDC25-like product enhances the formation of the active GTP complex of human ras p21 and Saccharomyces cerevisiae RAS2 proteins. Jacquet E, Vanoni M, Ferrari C, Alberghina L, Martegani E, Parmeggiani A. J Biol Chem. 1992 Dec 5;267(34):24181–3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1447167"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1447167"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1447167"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3141589	Pubmed	"Serotonin 5-HT1D receptors in human prefrontal cortex and caudate: interaction with a GTP binding protein. Herrick-Davis K, Titeler M, Leonhardt S, Struble R, Price D. J Neurochem. 1988 Dec;51(6):1906–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3141589"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3141589"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3141589"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7499206	Pubmed	"PD 098059 is a specific inhibitor of the activation of mitogen-activated protein kinase kinase in vitro and in vivo. Alessi DR, Cuenda A, Cohen P, Dudley DT, Saltiel AR. J Biol Chem. 1995 Nov 17;270(46):27489–94.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7499206"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7499206"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7499206"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7533300	Pubmed	"Immunophilin FK506 binding protein associated with inositol 1,4,5-trisphosphate receptor modulates calcium flux. Cameron AM, Steiner JP, Sabatini DM, Kaplin AI, Walensky LD, Snyder SH. Proc Natl Acad Sci U S A. 1995 Feb 28;92(5):1784–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7533300"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7533300"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7533300"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7559496	Pubmed	"The mouse B-raf gene encodes multiple protein isoforms with tissue-specific expression. Barnier JV, Papin C, Eychène A, Lecoq O, Calothy G. J Biol Chem. 1995 Oct 6;270(40):23381–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7559496"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7559496"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7559496"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7592979	Pubmed	"Constitutive activation of mitogen-activated protein kinase-activated protein kinase 2 by mutation of phosphorylation sites and an A-helix motif. Engel K, Schultz H, Martin F, Kotlyarov A, Plath K, Hahn M, et al. J Biol Chem. 1995 Nov 10;270(45):27213–21.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7592979"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7592979"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7592979"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7622446	Pubmed	"The regulation of AP-1 activity by mitogen-activated protein kinases. Karin M. J Biol Chem. 1995 Jul 14;270(28):16483–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7622446"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7622446"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7622446"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
