Label	Type	ID	Database	
Cystathionine	Metabolite	C02291	KEGG Compound
PHGDH	GeneProduct	ENSBTAG00000039719	Ensembl
3P-Glycerate	Metabolite	C00597	KEGG Compound
3P-Hydroxypyruvate	Metabolite	C03232	KEGG Compound
Phosphoserine	Metabolite	C01005	KEGG Compound
Serine	Metabolite	C00065	KEGG Compound
PSAT1	GeneProduct	ENSBTAG00000013960	Ensembl
Methionine	Metabolite	C00073	KEGG Compound
SAMe	Metabolite	C00019	KEGG Compound
SAH	Metabolite	C00021	KEGG Compound
Homocysteine	Metabolite	HMDB0000742	HMDB
MAT2B	GeneProduct	ENSBTAG00000012350	Ensembl
MAT1A	GeneProduct	ENSBTAG00000005963	Ensembl
MAT2A	GeneProduct	ENSBTAG00000020873	Ensembl
DNMT1	GeneProduct	ENSBTAG00000002736	Ensembl
DNMT3A	GeneProduct	ENSBTAG00000021143	Ensembl
DNMT3B	GeneProduct	ENSBTAG00000003901	Ensembl
DNMT3L	GeneProduct	ENSBTAG00000014882	Ensembl
PSPH	GeneProduct	ENSBTAG00000013081	Ensembl
AHCY	GeneProduct	ENSBTAG00000018101	Ensembl
AHCYL1	GeneProduct	ENSBTAG00000018893	Ensembl
AHCYL2	GeneProduct	ENSBTAG00000001754	Ensembl
Cysteine	Metabolite	C00097	KEGG Compound
Glutathione	Metabolite	C00051	KEGG Compound
Glycine	Metabolite	C00037	KEGG Compound
THF	Metabolite	C00101	KEGG Compound
dUMP	Metabolite	C00365	KEGG Compound
5,10-Methenyl-THF	Metabolite	C00445	KEGG Compound
10-Formyl-THF	Metabolite	C00234	KEGG Compound
5,10-Methylene-THF	Metabolite	C00143	KEGG Compound
Dihydrofolate	Metabolite	C00415	KEGG Compound
dTMP	Metabolite	C00364	KEGG Compound
SHMT1	GeneProduct	ENSBTAG00000017094	Ensembl
SHMT2	GeneProduct	ENSBTAG00000031500	Ensembl
AMT	GeneProduct	ENSBTAG00000002321	Ensembl
TYMS	GeneProduct	ENSBTAG00000007003	Ensembl
DHFR	GeneProduct	ENSBTAG00000007681	Ensembl
DHFR	GeneProduct	ENSBTAG00000007681	Ensembl
MTHFD1	GeneProduct	ENSBTAG00000009641	Ensembl
MTHFD2	GeneProduct	ENSBTAG00000004881	Ensembl
MTHFD2L	GeneProduct	ENSBTAG00000043960	Ensembl
MTHFD1L	GeneProduct	ENSBTAG00000009846	Ensembl
THF	Metabolite	C00101	KEGG Compound
5,10-Methylene-THF	Metabolite	C00143	KEGG Compound
5-Methyl-THF	Metabolite	C00440	KEGG Compound
DHFR	GeneProduct	ENSBTAG00000007681	Ensembl
MTHFD1	GeneProduct	ENSBTAG00000009641	Ensembl
MTHFD2	GeneProduct	ENSBTAG00000004881	Ensembl
MTHFD2L	GeneProduct	ENSBTAG00000043960	Ensembl
MTR	GeneProduct	ENSBTAG00000012251	Ensembl
BHMT	GeneProduct	ENSBTAG00000002255	Ensembl
Serine	Metabolite	C00065	KEGG Compound
Glycine	Metabolite	C00037	KEGG Compound
SHMT1	GeneProduct	ENSBTAG00000017094	Ensembl
SHMT2	GeneProduct	ENSBTAG00000031500	Ensembl
AMT	GeneProduct	ENSBTAG00000002321	Ensembl
MTHFR	GeneProduct	ENSBTAG00000020698	Ensembl
CBS	GeneProduct	ENSBTAG00000000160	Ensembl
CTH	GeneProduct	ENSBTAG00000014791	Ensembl
GSS	GeneProduct	ENSBTAG00000003504	Ensembl
GCLC	GeneProduct	ENSBTAG00000015571	Ensembl
GCLM	GeneProduct	ENSBTAG00000007842	Ensembl
GSS	GeneProduct	ENSBTAG00000003504	Ensembl
