ID	Database	Citation
2871380	Pubmed	"Detection of Coxsackie-B-virus-specific RNA sequences in myocardial biopsy samples from patients with myocarditis and dilated cardiomyopathy. Bowles NE, Richardson PJ, Olsen EG, Archard LC. Lancet. 1986 May 17;1(8490):1120–3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2871380"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2871380"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2871380"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3027969	Pubmed	"Complete nucleotide sequence of the genome of coxsackievirus B1. Iizuka N, Kuge S, Nomoto A. Virology. 1987 Jan;156(1):64–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3027969"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3027969"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/3027969"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7511174	Pubmed	"Adenovirus inhibition of cell translation facilitates release of virus particles and enhances degradation of the cytokeratin network. Zhang Y, Schneider RJ. J Virol. 1994 Apr;68(4):2544–55.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7511174"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7511174"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7511174"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8181167	Pubmed	"Mechanisms of immune-mediated myocyte injury. Barry WH. Circulation. 1994 May;89(5):2421–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8181167"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8181167"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8181167"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8591043	Pubmed	"The structure of coxsackievirus B3 at 3.5 A resolution. Muckelbauer JK, Kremer M, Minor I, Diana G, Dutko FJ, Groarke J, et al. Structure. 1995 Jul 15;3(7):653–67.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8591043"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8591043"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8591043"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8985388	Pubmed	"Tyrosine phosphorylation events during coxsackievirus B3 replication. Huber M, Selinka HC, Kandolf R. J Virol. 1997 Jan;71(1):595–600.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8985388"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8985388"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8985388"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9036860	Pubmed	"Isolation of a common receptor for Coxsackie B viruses and adenoviruses 2 and 5. Bergelson JM, Cunningham JA, Droguett G, Kurt-Jones EA, Krithivas A, Hong JS, et al. Science. 1997 Feb 28;275(5304):1320–3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9036860"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9036860"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9036860"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9108473	Pubmed	"DFF, a heterodimeric protein that functions downstream of caspase-3 to trigger DNA fragmentation during apoptosis. Liu X, Zou H, Slaughter C, Wang X. Cell. 1997 Apr 18;89(2):175–84.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9108473"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9108473"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9108473"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9321539	Pubmed	"The genetics of dilated cardiomyopathy--emerging clues to the puzzle. Leiden JM. N Engl J Med. 1997 Oct 9;337(15):1080–1.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9321539"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9321539"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9321539"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9616213	Pubmed	"Dilated cardiomyopathy in transgenic mice expressing a dominant-negative CREB transcription factor in the heart. Fentzke RC, Korcarz CE, Lang RM, Lin H, Leiden JM. J Clin Invest. 1998 Jun 1;101(11):2415–26.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9616213"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9616213"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9616213"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
