Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
H2O	Metabolite	chebi:15377	""					wikidata:Q283	chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:22247451;pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
3-Phosphoglycerate	Metabolite	chebi:17050	""					wikidata:Q32904835	chebi:17050	inchikey:OSJPPGNTCRNQQC-UHFFFAOYSA-N	pubchem.compound:724	chemspider:704	hmdb:HMDB0000807	kegg.compound:C00597	
L-3-Phosphoserine	Metabolite	chebi:15811	""					wikidata:Q2701649	chebi:15811	inchikey:BZQFBWGGLXLEPQ-REOHCLBHSA-N	pubchem.compound:57689797;pubchem.compound:68841	chemspider:62074	hmdb:HMDB0001721;hmdb:HMDB0000272	kegg.compound:C01005	
3-Phosphohydroxypyruvate	Metabolite	chebi:18110	""					wikidata:Q27102826	chebi:18110	inchikey:LFLUCDOSQPJJBE-UHFFFAOYSA-K	pubchem.compound:5460375	chemspider:4573923	hmdb:HMDB0304153		
2-oxoglutarate	Metabolite	chebi:16810	""					wikidata:Q27102088	chebi:16810	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-L	pubchem.compound:164533	chemspider:144236		kegg.compound:C00026	
NAD	Metabolite	chebi:13389	""					wikidata:Q12499775	chebi:13389		pubchem.compound:5892	chemspider:5681			
L-serine	Metabolite	cas:56-45-1	""					wikidata:Q106345473;wikidata:Q183290	chebi:33384;chebi:17115	inchikey:MTCFGRXMJLQNBG-REOHCLBHSA-N	pubchem.compound:5951;pubchem.compound:6857581	chemspider:5736	hmdb:HMDB0000187	kegg.compound:C00065	
L-glutamate	Metabolite	cas:56-86-0	""					wikidata:Q26995161	chebi:16015	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-N	pubchem.compound:44272391;pubchem.compound:88747398;pubchem.compound:33032	chemspider:30572	hmdb:HMDB0000148	kegg.compound:C00025	
phosphate	Metabolite	cas:14265-44-2	""					wikidata:Q177811	chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N	pubchem.compound:1004;pubchem.compound:1061	chemspider:979;chemspider:1032	hmdb:HMDB0001429	kegg.compound:C00009	
NADH	Metabolite	chebi:16908	""					wikidata:Q26987453	chebi:16908	inchikey:BOPGDPNILDQYTO-NNYOXOHSSA-N	pubchem.compound:439153	chemspider:903;chemspider:388299	hmdb:HMDB0001487	kegg.compound:C00004	
SER3	GeneProduct	sgd:S000000883	""	ensembl:YER081W	ncbigene:856814		uniprot:P40054								
SER1	GeneProduct	sgd:S000005710	""	ensembl:YOR184W	ncbigene:854356		uniprot:P33330								
SER2	GeneProduct	sgd:S000003440	""	ensembl:YGR208W	ncbigene:853122		uniprot:P42941								
SER33	GeneProduct	sgd:S000001336	""	ensembl:YIL074C	ncbigene:854736		uniprot:P40510								
