Label	Type	ID	Database	
Deoxyuridine monophosphate	Metabolite	65063	PubChem-compound
Deoxythymidine monophosphate	Metabolite	9700	PubChem-compound
MAT1A	GeneProduct	ENSBTAG00000005963	Ensembl
BHMT	GeneProduct	ENSBTAG00000002255	Ensembl
Tetrahydrofolate	Metabolite	135-16-0	CAS
5-Methyl Tetrahydrofolate	Metabolite	134-35-0	CAS
MTHFS	GeneProduct		
DHFR	GeneProduct	ENSBTAG00000007681	Ensembl
MTHFD2	GeneProduct	ENSBTAG00000004881	Ensembl
MTHFD1	GeneProduct	ENSBTAG00000009641	Ensembl
MTHFD1L	GeneProduct	ENSBTAG00000009846	Ensembl
Alcohol	Metabolite	702	PubChem-compound
FOLH1	GeneProduct	ENSBTAG00000007397	Ensembl
Betaine	Metabolite	107-43-7	CAS
glycine	Metabolite	HMDB0000123	HMDB
MTFMT	GeneProduct	ENSBTAG00000021630	Ensembl
DNMT1	GeneProduct	ENSBTAG00000002736	Ensembl
MTHFD1	GeneProduct	ENSBTAG00000009641	Ensembl
Thymidylate Synthesis	Pathway		
5-Formyl Tetrahydrofolate	Metabolite	135-16-0	CAS
Riboflavin
Vitamin B2	Metabolite	HMDB0000244	HMDB
10-Formyl Tetrahydrofolate	Metabolite	2800-34-2	CAS
MTR	GeneProduct	ENSBTAG00000012251	Ensembl
5,10-Methenyl Tetrahydrofolate	Metabolite	7444-29-3	CAS
MTHFR	GeneProduct	ENSBTAG00000020698	Ensembl
MTHFD1L	GeneProduct	ENSBTAG00000009846	Ensembl
FTCD	GeneProduct	ENSBTAG00000020404	Ensembl
5-Formimino Tetrahydrofolate	Metabolite	135-16-0	CAS
DNMT3B	GeneProduct	ENSBTAG00000003901	Ensembl
Non-homologous end joining	Pathway	WP438	WikiPathways
AHCYL2	GeneProduct	ENSBTAG00000001754	Ensembl
ALDH1L1	GeneProduct	ENSBTAG00000014470	Ensembl
AMT	GeneProduct	ENSBTAG00000002321	Ensembl
MTRR	GeneProduct	ENSBTAG00000009401	Ensembl
Folate	Metabolite	59-30-3	CAS
Dihydrofolate
Vitamin B9	Metabolite	4033-27-6	CAS
MAT2B	GeneProduct	ENSBTAG00000012350	Ensembl
5,10-Methylene Tetrahydrofolate	Metabolite	25513-46-6	CAS
Methionine	Metabolite	63-68-3	CAS
FTCD	GeneProduct	ENSBTAG00000020404	Ensembl
SHMT1	GeneProduct	ENSBTAG00000017094	Ensembl
AMT	GeneProduct	ENSBTAG00000002321	Ensembl
MIsmatch repair	Pathway	WP531	WikiPathways
S-adenosylhomocysteine	Metabolite	979-92-0	CAS
S-Adenosylmethionine	Metabolite	29908-03-0	CAS
TYMS	GeneProduct	ENSBTAG00000007003	Ensembl
MTHFD1	GeneProduct	ENSBTAG00000009641	Ensembl
Methylcobalamin	Metabolite	HMDB0002274	HMDB
serine	Metabolite	617	PubChem-compound
Cobalamin
Vitamin B12	Metabolite	HMDB0002174	HMDB
GART	GeneProduct	ENSBTAG00000009188	Ensembl
SHMT2	GeneProduct	ENSBTAG00000031500	Ensembl
MTHFD1L	GeneProduct	ENSBTAG00000009846	Ensembl
DNMT3A	GeneProduct	ENSBTAG00000021143	Ensembl
Homocystine	Metabolite	CHEBI:17485	ChEBI
Pyridoxal 5'-phosphate
Vitamin B6	Metabolite	HMDB0001491	HMDB
ATIC	GeneProduct	ENSBTAG00000019274	Ensembl
Homocysteine	Metabolite	HMDB0000742	HMDB
MTHFD2	GeneProduct	ENSBTAG00000004881	Ensembl
GLRX	GeneProduct	ENSBTAG00000038186	Ensembl
AHCY	GeneProduct	ENSBTAG00000018101	Ensembl
TCN2	GeneProduct	ENSBTAG00000002770	Ensembl
GART	GeneProduct	ENSBTAG00000009188	Ensembl
DHFR	GeneProduct	ENSBTAG00000007681	Ensembl
DHFR	GeneProduct	ENSBTAG00000007681	Ensembl
Polyglutamate	Metabolite	25513-46-6	CAS
