Label	Type	ID	Database	
Camk4	GeneProduct	12326	Entrez Gene
Ppa1	GeneProduct	67895	Entrez Gene
Grin2c	GeneProduct	14813	Entrez Gene
Adcy1	GeneProduct	432530	Entrez Gene
Zhx2	GeneProduct	387609	Entrez Gene
Drd4	GeneProduct	13491	Entrez Gene
Gria1	GeneProduct	14799	Entrez Gene
Terf2ip	GeneProduct	57321	Entrez Gene
Krit1	GeneProduct	79264	Entrez Gene
Grin2d	GeneProduct	14814	Entrez Gene
Adcy8	GeneProduct	11514	Entrez Gene
Prkce	GeneProduct	18754	Entrez Gene
Grm5	GeneProduct	108071	Entrez Gene
Grm1	GeneProduct	14816	Entrez Gene
connexin	GeneProduct		
Acta1	GeneProduct	11459	Entrez Gene
Gria4	GeneProduct	14802	Entrez Gene
Mapk3	GeneProduct	26417	Entrez Gene
Mapk1	GeneProduct	26413	Entrez Gene
Map2k2	GeneProduct	26396	Entrez Gene
Gria3	GeneProduct	53623	Entrez Gene
Adcy1	GeneProduct	432530	Entrez Gene
Nisch	GeneProduct	64652	Entrez Gene
Cyclic AMP	Metabolite	CHEBI:17489	ChEBI
Grin2b	GeneProduct	14812	Entrez Gene
Drd2	GeneProduct	13489	Entrez Gene
Ca++	Metabolite	CHEBI:29108	ChEBI
Gs	GeneProduct	109550	Entrez Gene
Drd1a	GeneProduct	13488	Entrez Gene
D-Glutamate	Metabolite	CHEBI:15966	ChEBI
Gria2	GeneProduct	14800	Entrez Gene
Map2k1	GeneProduct	26395	Entrez Gene
Grin2a	GeneProduct	14811	Entrez Gene
Creb1	GeneProduct	12912	Entrez Gene
Camk2b	GeneProduct	12323	Entrez Gene
Grin1	GeneProduct	14810	Entrez Gene
Prkaca	GeneProduct	18747	Entrez Gene
Gi	GeneProduct		
Prkaca	GeneProduct	18747	Entrez Gene
connexin	GeneProduct		
